	AEC	AF1	AF2	AM	ASMC	AT1	AT2	BCell	Basal	CAP1	CAP2	Ciliated	Deuterosomal	IM	LEC	MON	Mast	Mesothelial	NK	PC	PNEC	Plasma	Proliferating AT2	RAS	SCMF	Secretory	TCell	VEC	VSMC	cDC	pDC
MAP2	4.694692857678096	3.240039333425351	3.225237586288975	0.10973953290798236	3.78249025900982	7.077369431159081	1.7490200650485224	0.48575921516152676	3.369022711915957	4.570093484481535	4.657344866350143	2.0799112883695408	1.3492410240433408	0.5477556767294504	2.904184544454521	0.7725488083728297	0.0	4.946304582991129	1.395950142514934	4.922622624134208	5.22278338319906	1.8669239481923843	3.2949994020686177	2.4951972611963376	4.452157913736779	3.272151875352415	0.6579291824231436	4.748270354088158	5.2381841187526055	0.21930445597252948	0.0
SCEL	0.6166337983813468	0.12710278384883394	0.3830619513915826	0.14704287328753163	0.2623542286125621	6.997782438418653	3.139130223312492	0.5035846309947316	2.474660103853124	0.8326699297412327	0.5603749447704466	1.776767362609729	1.3985643830334005	0.41765776210609934	1.1986144404698929	0.23282724845046415	0.0	4.735253345534466	0.4962028634672772	1.0281291037480131	3.415495306410706	0.0	4.555011135043229	2.224090754768659	0.49440870268076487	1.5028222852329434	0.27810641899721966	0.9218942136531698	0.9784802509689238	0.0	0.0
ANKRD29	0.17619639842105608	0.23595344046067238	0.3205005021343551	0.4741120240716743	0.4002555062400711	7.109838848313919	4.592382211621487	0.4737492443539045	3.2910155158244514	0.43063011896125797	0.24945674689249484	2.597209760301022	0.830125607287444	0.6196678047891923	0.7190187627018426	0.36268774947154486	0.0	4.933608086491788	0.8704116056449445	0.48538790645000784	3.4130951586812217	2.020600842273335	3.897325333694654	3.619857097100199	0.0	2.169987629038806	0.46128060190200215	0.27228213874309254	0.33152093493122403	0.4052865438889563	1.434366179672648
LAMA3	0.0	0.6596002804829147	2.7509859174208655	0.0917017341426584	0.8169229254846717	7.595784578880308	5.894771621739763	0.1697291723293488	4.251358031601866	0.15179459715154345	0.14704799632711218	3.2138213501871236	3.42888427789813	0.12263980525420627	1.3135747253807666	0.943330120390239	0.7046334916015913	5.634240582338347	0.4870199417380992	0.8429045647814474	4.221340842215263	0.0	6.131019458121411	4.499677690507053	2.1850420053095427	2.9923255131463478	0.472796857886595	0.09611056579674103	2.081816294753861	0.5518103036484978	0.0
CNTN6	0.0	1.5809699107313582	1.5170032533769502	0.06512714056057457	0.8485419437210302	6.696723266831624	2.2237442206073803	0.0	5.8909695024229425	0.09443880304736663	0.05545122586824735	2.415564755591238	1.4319568361840271	0.4046828496965142	0.34407139969104306	0.22534340428789795	0.6439546097306872	4.463933287498793	0.0	0.9478220232421926	3.489510969358418	0.0	4.055107580908971	4.136937855329119	0.9887459870679804	3.257075249098164	0.3633565064352188	0.0	1.5840707830098573	0.41833677761787696	1.434366179672648
ROR1	2.4980483081726788	5.098519391910752	6.036074867503276	0.1009582904965188	6.299190150505248	7.610597531139529	5.742020354920023	1.8986178428436098	3.885949337858138	0.4021575712989359	0.21256943983050236	3.273811928098913	1.8391333063095288	0.7984949059189587	1.5523486907858595	0.4072722002319191	0.6208060098297142	6.122105081832472	0.5748156032378713	3.728046564382125	4.489682118206658	0.0	5.7000935929024985	4.096766095175918	6.031489576344356	2.8128739233894615	0.17273280775686645	0.19395884234836727	5.069295873628347	1.2997832425088982	0.8303323941154032
LMO7	1.0913433765559966	1.4188379223386942	2.885079672654035	0.14802585141737354	3.666368722602354	7.89316878272984	6.387994235067848	0.8574318399144635	6.660542011336815	1.9399963469678532	5.069021903259399	4.789243163082686	4.28786272399741	0.25088881977974825	1.5696467132974166	0.9909097217403774	0.0	6.238505458567159	1.1212594617235108	3.2784157870088575	5.268996853268453	2.042803772063654	6.503698001018017	6.966092213462121	4.437850924137338	6.496420240457585	0.7670805354931682	0.7824329735798177	2.996441471501224	0.37831817289467246	1.5910988394871095
GPRC5A	0.29541544232921424	0.3239549405665382	2.836177917459958	0.046221445484889705	0.669074835630001	7.5018513106507045	5.132071555797909	0.174169736797724	5.947242099938772	0.3264756181695722	0.43790784626430795	2.9020138871642756	2.622526104657933	0.36629786922352886	1.0596726288746445	0.27899207942196497	0.6997890776331035	5.604405786249447	0.5144747103058674	0.8791223914230173	3.823678313269	0.0	5.3844271843633535	6.832619193915162	0.573417277472548	5.771831221633469	0.3824844739784096	0.1681511407870707	1.1050895256224749	0.5247295308859318	0.0
FAM189A2	1.356714259401452	0.9140208861375421	0.23249730100447596	0.06254227891704238	2.604318314130747	6.936791552721663	3.419583623581918	0.42559422196737073	6.149705794584997	1.4115196185638594	1.3918111349717492	3.569692132749608	3.53709735456827	0.1231320215032786	5.502189602684869	0.32018181699170556	0.0	4.85790197643244	0.0	1.7283546930003346	3.4995271603894875	0.0	4.063606975036436	5.448891494338426	0.959337523544762	3.679928891837445	0.05333286888327582	1.2124258996055641	1.4227013987425419	0.09811293688530051	0.0
ANXA3	4.349263378932647	0.136347155873296	0.3117666004298894	0.08565662263647258	0.47188230293391015	6.687710486929061	2.7704590275152348	0.1762375562752644	4.81391982250191	3.8616093139757517	5.036180841278251	2.4195252243575185	4.020854314574994	0.2293369834310075	3.0423988159110533	0.6666550377450534	0.0	4.569149559119742	0.613353437777841	1.100076608144704	3.400483537541218	0.0	3.6354333994399606	4.99874206243472	0.7098663333741886	4.073531319986459	0.38310330540852927	4.583384093340454	1.3558577167428043	0.6192141098110137	0.8303323941154032
COL4A4	1.1380133378258448	0.986982037181409	2.1686489321329687	0.06042987718950742	2.1301527355113565	7.003908377077584	4.778678604847771	3.557417560907727	4.245651443721933	0.3960011485032123	0.2291688003695542	2.9537893488744746	1.3665333420728647	0.3470593817482423	0.16340860884266076	0.11175433526169735	1.257837887851622	4.858492163453774	0.5077971620293608	1.1169291176799088	4.318139311769455	5.230470154651954	5.028361197432436	4.488381120628906	1.2499672594272127	2.9920913542514658	1.3327027517233465	0.3156411117798536	1.6804174641119045	0.6042681950732691	0.0
SEMA5A	0.11676064734330849	4.903964212606187	5.693365381709031	0.034045994627012514	5.333322765087504	6.895634426353782	2.436429476207339	0.4556689060174023	4.199426484560841	0.30213410396956597	0.642303738702634	1.9992308308139306	4.615018693094889	0.27370886961634555	1.472422371829202	0.7101721957369425	0.0	5.381170377148863	0.0	6.856077670571003	3.4311815087465205	0.0	4.057884654259325	1.8821223187242067	6.177211557220173	2.624881944122016	0.27575179517382636	0.15729069628199968	6.883383916810235	0.161864059008279	1.8816803495080652
RAB11FIP1	1.178547772863622	0.3266006975742851	1.0192809547306918	6.200891252782751	1.5147991919607997	7.483825343930632	5.146444076023278	5.205863161485214	5.148547915809832	1.0948349540465845	1.3040778483486528	5.101727882629569	5.205984248783376	4.7174953946523	5.009524315718847	5.144793470713243	4.019949958530069	5.548400737539252	4.8047014479437395	1.7179388866924228	4.871411607595721	4.593956334401982	5.5133293488530795	6.143540365994226	1.1110221100981537	5.952689679608624	4.7122520639071235	1.596003999221416	2.262139815251183	5.772444888317111	6.4255100460703085
AC002066.1	2.3104152671055243	2.970879073975723	1.9537898235822548	0.010311970392028903	3.297204506415861	6.611082395525174	1.699884291059422	0.18700348535893752	3.7156777131190863	2.7131634751017235	3.3147886516866634	1.9994106263267686	1.4812400033811024	0.15092331696743916	2.714200821104063	0.2533158092452046	0.0	4.450481181808468	0.17446949328107855	2.434730089680969	2.3401543096495927	0.0	2.554999530290477	4.571863587880365	1.9629015643228709	2.3467104039128075	0.42264183357859175	2.467069027740414	4.631926169333623	0.15485112325047498	0.0
NRG1	0.3914026722035848	0.41000414110972844	1.7573525032916066	0.27040624006716074	5.852275682856077	6.705418774504561	1.5260995929870431	0.18803768540404137	4.512733694532456	0.17074263599444545	0.4083462411377499	4.737982962770947	3.435425301581583	1.190902663214225	1.9430576399218793	3.7627791038558303	1.9595546892584157	4.282789863267176	0.0	3.519489729207206	7.67188945712326	0.0	2.950387112122175	2.331380368541068	4.591880886804312	2.1259702162194567	0.16239934215793705	3.2848523822683307	1.7899708477785143	1.9785649697680805	2.1353844625330973
GPC5	0.3676957597074917	0.4221651297773619	0.7210441664138296	0.1020387216470216	0.5015011681976194	7.754695985122102	6.079462004361857	0.0	4.589354997508723	0.3768716040745901	0.4566463208380021	3.9642074690775004	3.334849746427679	0.4989806234065583	0.9824237323826746	0.573764728920787	0.7316524124328525	5.7712560447617625	0.6717555596961674	1.1528575084480435	5.4951840437268515	0.0	6.522904563555928	6.525116891845219	0.9353895604618697	4.071279990665265	0.7116036163297776	0.29128357798093374	0.8950434533554096	0.4822322072771539	0.0
GPM6A	1.581267986176651	0.1444598556891903	0.4580194876651325	0.03576037745390804	0.875985185697166	7.2843947829424085	5.312977614113829	3.1025738335845863	3.8531285557874595	2.399992481719576	1.3469685685982966	2.6765031666574957	1.3250593187562854	0.1402641881757816	6.698530471426751	0.5161532616626883	0.6863677898254086	5.268640538621469	0.4076889008928741	0.9515860140693612	4.493028585476273	1.2527306540715313	5.300250929616062	4.533068413381811	0.33098615873946013	2.1427649033998395	0.39781150917895497	2.0798594821787733	1.7356382021151708	0.6187107155281414	2.201158950493707
PHLDB2	3.1789660813054375	5.2922573991691975	6.025548764141952	0.16034448956347122	5.688304206842134	6.7701069415427675	1.9012062116686081	1.1051302552259579	2.432216511384851	3.80548374449734	3.0926963482657652	1.683993341034418	0.7201420999002084	0.5289866583479894	5.594487215623965	0.8994866984587789	1.03406059749787	5.209142490245704	2.918573785604423	4.444592997780234	3.7974121579787647	0.0	2.475999098469088	1.8288085097480884	4.998274111735793	1.9748695913557313	1.9121031930660894	3.930063393138487	5.976212542758959	0.40875240264171936	1.0984762416991178
GPRC5D-AS1	0.5949155566355004	0.8112697994678416	1.7044257071349873	0.2876857896399117	0.9795130850826502	6.974412495140046	4.323897239637053	0.7092703631428872	4.324379532291388	0.7463183790513287	0.5851849473231063	2.9240324198338867	2.1788680047810316	0.8245489862694156	3.070416534142216	0.4871331943665088	0.0	5.146962378124317	0.4055899456957639	0.8133633209337746	3.901891604769784	1.4264918020853126	3.9035836664810595	4.540109783142151	0.7189132683119817	3.745433741258143	0.6101280869786385	0.5840027970808346	0.589061483610623	0.9253249412054201	0.0
COL12A1	0.569226316412337	1.7492842451071964	4.609703169980972	0.094674019647611	5.553798713008552	6.4992318344601605	1.3103331629349675	0.6797053842237073	1.8797681645034057	1.8712499822724022	1.78265597758582	0.9996103046469625	0.5013691361085189	0.22214272165812132	2.211141257271385	0.3896999667628811	0.0	4.578791654524088	0.8439325004668096	3.9546114549413764	2.9888489062654267	0.0	2.0318530763647606	1.425354765932163	6.157445057221812	0.9294036069792677	0.576826834827338	0.5196989150804177	5.528031895964326	0.1356619152232281	0.0
EPB41L5	0.9389479954369772	4.407756021574689	3.417158623006597	0.09030781620439199	3.1530663699651695	7.500180098708499	5.988486543766273	0.8102833843120271	5.9926834296612315	1.0931679419668554	0.8273247636695799	3.595896506377189	3.1006367860973887	0.32515338226620194	1.3510193255164817	0.49428850100011756	1.0275528626991643	5.821396348924942	0.9016856206088888	3.4557953986375214	5.011658803164067	0.0	5.684692214250563	6.460720874795657	3.394663642259973	5.357265024785963	0.3558639409297201	0.9679634145274558	3.4823479249486433	0.161864059008279	1.6285630517372385
DENND3	4.363561610370169	0.2485267017578504	0.6065985503168975	3.8724240599467645	2.4329111491966664	6.870557091008438	4.359744417704724	5.163185638017888	3.5705004775367493	3.8913240398350646	3.5555596281678468	2.2069768882951997	1.1882880233006348	5.659949325246224	2.805213904037336	5.954692929644756	3.420631144675813	4.671301677503909	3.5824808923503126	4.7584396242777505	3.345712313001397	5.199811576878994	4.244190144251879	3.884365080261032	2.831403719363814	2.31601406698695	2.4971413382435816	3.6783996727746167	4.352379847644246	5.612446877376313	3.803347773395632
VEGFA	0.522726885642905	1.7623989459756726	3.1491474326197193	0.32638739247355125	1.128923890758395	6.453889538492124	2.637513228758112	0.16810792804974412	4.263666839342179	0.5672687577188887	0.10313849018789016	1.6256980383551034	0.44394780964706315	1.1178344266341047	0.5637322439198765	1.3287809449642132	1.0602991298454894	4.139408768530366	0.3802531323280641	0.5572007361926904	2.851848948013149	1.5214560547283273	3.2349368606563056	4.448462488305563	1.3632048719493595	4.3836534699827086	0.07650298147360093	0.2683745135194181	0.7084900749253326	0.816406488239712	1.0984762416991178
CAV2	3.150886956352903	2.3955904419655614	1.865845752451426	0.08497485990000805	3.311004116362988	6.360346223831332	1.6189359627707725	0.0	3.9450142684233076	3.412318614613268	4.128708505929582	1.625504813499885	1.5248588035876753	0.35282566410189325	3.3314111569007814	0.5366723146858825	0.0	4.242790884008875	1.364231897994631	2.8182196702056923	2.401737105790253	0.0	2.553462613070913	4.240286872713541	2.432310285212338	2.3854329621024952	0.5521760601920656	3.2832707592635373	4.306130941258753	0.35901843711165815	0.8303323941154032
MYO16-AS1	0.12445666734853221	0.5168725073395356	0.23106550131723863	0.08107321946811226	0.33075364255748724	6.471899957439701	3.2242005026180793	0.0	1.8500304692235037	0.36308719745316403	0.2164065508725551	1.2709579126905526	1.2483377503089423	0.23198007638703902	0.0	0.1261674229091994	0.0	4.340654132522117	0.0	0.5575381128478765	2.9572630818397165	0.0	2.083547699784036	1.9257336226661204	0.11809675667821344	0.9457578009523694	0.16053072863312393	0.09620760272925845	0.6779798988364932	0.0	0.0
AC245041.2	0.0	0.04900526613311963	0.1915802994159081	0.03822561937565951	0.32211575665633807	5.9612577438567245	0.615086732387635	0.13893860166022226	3.879657674938318	0.0	0.07086528168661863	3.080792601420296	1.290656621150342	0.050410365789215865	0.3081731922064068	0.2834444777156726	0.4645913934993663	3.4077153896316204	0.0	0.17148039322049652	2.0520556189028074	0.0	1.0158354965594623	0.8311406660954747	0.10159124217284186	0.8707612101631524	0.2243906623436897	0.0	0.3815646657487973	0.0	0.0
ANOS1	0.0	0.7144001195335	1.9926539090129507	5.394192929249792	1.131931876142971	6.875238858858581	3.011592323258531	0.6754411067863866	6.937290629821874	0.30531698312051203	0.4002386583437028	3.094120904255236	2.9447875392119394	2.22112415501913	0.6213888329324954	1.8222799815778394	0.9907358233997104	4.770366159413588	0.686919448406712	0.8233698729134142	3.126786716906901	0.7445895159769357	4.9036711933867245	5.780653397351431	0.7532945777262685	4.888799801195887	0.6752594136149617	0.16853213247892648	1.0924223870292797	1.8447081309607867	1.2514189184598814
PTPN21	3.2821704319122835	4.07592265647749	4.2029958035659005	0.07978815007653142	4.63460735721939	6.523724904216886	3.077744847754669	0.2930178006770627	4.047346479804359	3.53919026612984	3.7627718843055953	4.340904000041098	4.2888470333272	0.13281973988318113	4.05536858232136	0.47705045419518316	0.0	4.828189480419125	0.4100675916971791	4.24646527329653	3.5902178588581575	0.814864140516371	3.639618362533886	3.7985673033371268	4.55900593496269	3.3783527094031336	0.3835128606257081	3.207480839697051	4.330827229467338	0.161864059008279	0.0
MS4A15	0.0	0.07416866404856741	0.3275630494500186	0.08413958967282738	0.0	6.472106970339611	1.9533568634431526	0.0	2.5334373339055634	0.1232764853519509	0.17601859066429235	1.5968935426927735	1.6034903041080664	0.13567503309881354	1.0556047109650861	0.146835106719409	0.0	4.16827460044223	0.5750701975444519	0.7450400073504551	2.434230987883429	0.0	3.1582371031795295	5.20839806585741	0.2193205402815948	2.394506328154659	0.3100155820604707	0.0	0.7675153623373373	0.0	1.434366179672648
ATF7IP2	4.251741330252052	2.798612541312689	2.5389113316623524	4.308278993929667	1.6832442220568788	7.06025653731911	3.964654813393541	6.0267197326037865	4.948199719711991	3.9128965812087344	4.188662115284499	4.927805175615122	4.118647521036637	3.8458958623412185	3.611461146637887	3.7717226658615077	2.138007224793852	5.520448337434195	4.955714206785211	1.9782854037446227	4.472808109380604	5.619010995950738	3.99663013832573	4.887017494716684	1.959045264805684	4.398868418564027	6.037554992887601	3.6693146186525767	2.7438787936826787	4.826118574296606	5.258552822533589
SEMA3E	0.0	0.1451868847413324	0.33904552558381723	0.04707065388100029	2.9097720903092665	6.513732799611428	1.1843326456351588	0.17296559112842916	4.60999669962274	0.15071302820136082	0.45216519514028086	4.456475420727712	3.0928761257983766	0.1257376419435129	0.9032203889662446	0.15995824914070306	0.0	4.084273460182863	0.0	0.7364512973045079	5.599913879165534	0.0	3.67013392954021	5.490342600328932	1.237202142603157	4.987088747653825	0.1755302393989325	0.0	1.477734117496142	0.0	1.0984762416991178
TTLL7	0.1292234652256427	1.1190077788342283	1.6900052295671426	0.10036686719361657	5.712233406477005	6.230747011487066	1.113075323529013	0.40428964480770363	2.1858654816566054	0.32028388573107	0.10768241264693235	5.322081983522738	5.262599442861209	0.3799808357647927	2.0005345153272045	0.45633216418683203	3.1167762948625723	4.122145439097456	0.15448033939557654	4.181226264367121	5.016019304442822	0.0	3.6778452907758896	1.9277389565893983	3.48790520619669	2.3931519489046944	0.5699165084683498	0.26532975580294027	5.872872275828125	0.29327433727174507	0.0
NRG3	5.377478249064595	0.29875462181924267	0.4042736908979685	0.07284064998635874	0.5348753655414774	6.700210568754317	0.9514891251674318	0.1361875976365451	2.163714427891124	5.708586456010883	7.047989857127796	1.7089714687783202	3.620326359275294	0.4681148366592749	6.622749567123071	0.5839926671058124	0.0	4.59858619594228	0.6127199095300181	1.0530489524444393	2.968940286917223	0.0	2.8134032521564154	2.397161850049752	0.2659287574918799	2.3571571525309967	0.21844826860142022	7.421646932810116	0.9453569838009136	0.5810093937422567	1.2514189184598814
WWC2	5.421836903158936	4.135667787910323	4.783817141208359	2.2239395629441856	4.868868270216099	7.447107089752286	6.137932108687393	0.749592983023996	5.241789896150683	5.517913355150221	5.2727718959676695	4.193411190582717	4.081672256028121	3.0114382829248383	5.076492235308423	2.3042145315196536	2.290007238333053	5.964880943540244	1.1264100564941688	4.396792412724266	4.889102247563145	1.801778020791585	5.974010644650064	5.96660206491117	4.911530153704307	4.18395462558103	0.999758944360538	5.636112668538922	4.723408049336825	1.9895635183703646	2.245926297582319
SCD5	0.3989218413085498	2.606906843380165	3.920598559367979	0.11813882005470373	2.7904212904966665	6.374971437012686	1.3575532197106772	0.17040665079277073	4.714843607086455	0.34906617044155663	0.387857721621401	4.257935514065138	4.956492858295295	1.0611958555737389	0.4891907484825935	0.6009525451680446	1.7690540096095224	4.601020904643237	1.9225431839795735	3.87350479694666	3.3237389731629388	0.0	4.399502893411984	5.203534130428906	2.8548548704387553	5.3570626874087255	1.3807311653197583	0.0	3.1394235889764435	0.38771972498591306	0.0
CD55	2.247762518662455	0.5851154914420011	1.8643590734137336	2.5973772322524904	1.7006594154244516	7.288232545032227	5.64784137058745	4.262040757418681	6.342965164670811	1.9161307195917305	1.985498953763104	2.8951383569100697	2.5701339285794758	2.8317491519584586	3.6755063927773217	4.804849896551165	3.8972928610568784	5.337068258334184	3.7703042328250205	1.4272934088820655	4.229824001459155	2.7455774390202823	5.473500006459052	6.200497103233496	1.4515874047280601	6.547595904032822	3.853123485556425	1.619845527530265	1.1652190219069614	3.033872808530884	3.8883239570466075
ARAP2	0.7054656767796165	0.3594784469576985	0.3929793829367318	4.954275512838926	0.36452270373293966	6.98810747853609	4.642520270791232	5.947243639986014	6.123938436367314	1.4482428315211984	1.281409684512303	4.470004998607395	5.442864825243825	5.371745865910567	1.3131255891789642	5.78467938349515	3.302362181083787	4.966733259060262	6.858260139321949	1.3773332228013597	3.8493702809177095	3.3576211130092535	5.363621315087679	5.582187941784585	0.879544523162721	5.381487466226398	7.028125913370452	1.0619663500060548	1.2361395095070222	5.491707117702663	5.749199439465446
TSPAN13	0.3774229475333225	0.6556764911726201	0.6349021510823213	0.03569575124411274	0.39195673878021997	6.185802151205747	3.452843798311109	2.538768982466076	3.6734048213528756	1.1107530398615073	0.803842706445588	1.7201588545874769	0.9959023987809139	0.1833256010418443	1.231943219385576	0.23190939351596787	0.6107096293584834	3.5564567055680727	0.8505931382925015	0.7822768685147597	2.6885902974680222	2.569891289034565	3.1357958582613037	3.457030936719497	0.7787739283164734	3.729706525034531	0.3290959183535485	0.37375394832914627	0.35823131003409797	0.6724808346397801	3.0156603947795575
ZNF385B	1.0747680700560596	0.8030005795919881	1.383963079987289	0.49456573120911573	0.5529979885523704	4.494055657316419	7.978439842985648	1.4723386836215142	4.779285161052585	0.8686048909823417	0.9928850916488425	3.9485754457959197	1.9227415203587128	0.6654901968546111	1.7747349221527815	0.8617694004960254	1.2886899347142848	6.1138950800395335	1.239279427799029	1.1950349517324677	5.042648291761155	2.9547372886349046	7.046564493056472	6.475137838821618	1.131499020586837	3.9862512117965654	1.7834104391449617	1.2385386968379208	1.030283422445687	1.2955206344338535	2.7363709472180178
LRRK2	0.5652056378134016	0.6469338183629687	1.0510724940109506	0.5233009767928034	0.5343368259262933	3.583129148987947	7.751625617567709	2.1422525243167705	4.2512432166522665	0.9949611314215838	0.9836611142052416	2.8960973979457707	1.516059644010443	1.152603230897041	1.8156828368511264	3.5208347132177407	1.610267463436468	5.72389394632842	0.9453319288172596	0.8201177601431535	4.490437395476799	1.232047131477373	6.654716455274412	5.959124665518278	1.215388947503942	3.43275894482476	1.558820140350458	0.7689702876014798	0.35413341937096704	2.6306887956047977	2.869390972136306
SFTPB	0.7115911072252624	0.6174022057958855	1.4112001242157046	0.48058844921699745	1.324356370128273	6.058908611980871	8.417944065452948	2.2754646758681094	7.872641272120022	0.8285986229921238	0.8211636715952826	4.521381977206552	3.489414011050558	0.5588238573086005	2.1623085846553867	1.1053958115637201	1.9438022296621462	6.893236271771749	2.4286452587760454	2.5012221240494905	5.829974687820339	3.3875942705320385	7.7815335636443335	8.48280094775472	1.4924729531023646	7.719614419176939	2.214793622824236	0.30256080510808425	0.4466267762276764	0.23421492294233726	0.0
ACOXL	0.14637638836875214	0.5504800173122003	0.7516883635894294	0.08191480518969212	0.3828803391857891	4.068813539660098	7.697628392358451	0.8266603185017325	5.714845917353227	0.0	0.09985936046589382	3.901189211536158	4.26578305792209	0.7576109323462745	0.9301923340250037	0.586501624556162	1.1955413183768884	5.90079793278232	0.7806220106748617	0.9164504103359338	4.886762712605503	2.71490720660973	7.064579647564294	7.408797398248113	0.49012843808416934	5.158465826007067	0.4285154288526157	0.12149458798181302	0.4223675030111091	0.2037735691563621	0.0
ANK3	0.6216904942393284	1.4201246389673567	1.5362911323744808	0.20588215818576677	1.4208504253679186	4.995457997684844	7.885745963509817	2.523659765921684	7.799938064524479	0.7757115483447236	0.6113080024106562	6.950812251484489	5.5535051107069195	0.5995402000512241	1.371605054108221	0.9689516239321527	2.6324185449402866	6.254874204890551	3.177620535308946	1.0848610180254812	6.389288447988554	2.3676030578465728	7.3467263695520915	7.479223740597667	1.5106393789578698	7.4165663459586835	5.909860509409298	0.8271284987343053	0.4423742767771155	1.4911126616244958	2.1072776859576807
AUTS2	4.421829759387087	5.6377744855003105	6.837269412090114	0.649425294608879	6.282330837053363	4.1466580720535005	7.870176382304962	6.50438581549802	6.440977419589421	5.581305691382763	6.5680772864374015	3.862976037297758	3.798643701417603	3.744432412924422	6.811129867184131	2.2544778448059795	3.718141112860843	6.796012083765668	5.390815093793679	7.006230478160839	6.605566142327049	3.6137483679943294	6.988866122515415	7.275032236885643	6.963942980325308	6.4861351425864235	5.520804641541215	5.199286249878692	6.192016286317515	5.516583578771012	6.934753038179915
ROS1	0.5200182379143091	0.3513805507926647	0.808000954439663	0.17338125751116665	0.17808800727035737	3.7872031668000097	7.438518985839372	1.0565291528457783	4.856301144430474	0.4653341073434551	0.4829187120496775	3.3966210906646483	1.5812597108917164	0.5730664557746891	0.7092434490365983	0.49474017586425273	0.4846828257067386	5.499014630159504	0.8574239712486224	0.7145356684996242	4.629517680666396	1.6079382003076688	6.622115938241946	6.993469282712495	0.6806660674904706	4.514383274901765	1.1061341720690616	0.2165692274183807	0.0	0.2527350752467124	0.0
DLG2	4.198712891930849	6.658442920451844	6.800025344169821	0.28597601556505764	6.127174894375405	4.189113892474138	7.629431651798431	1.0394439085480354	4.423640245462519	3.717473536168832	3.6500946112138912	3.9652630443926875	2.412795820393206	0.6823940884802036	5.8443719431713355	0.9333427777359976	2.9881457271874665	6.60698701210602	1.3468423989133254	4.377687815194378	6.926241886254822	1.8070320115493554	6.564505540264587	5.101398786258325	5.869184467698804	3.90670976775689	1.4309472753075676	4.604906528943605	6.025636613656595	0.9375120717350829	0.0
PDE4D	5.351736440577729	6.593458522482448	6.176132423140916	2.255721281420164	5.174173159223312	5.721833756495262	8.02579973122459	5.626088794659516	7.353357803518953	2.3770309323469627	2.4963529566965708	6.910889508195799	6.0478522995107475	3.6789119488882074	6.2203285206995265	3.362730595595701	2.4277961807226833	6.967610584017673	4.6025122584845715	5.36026365991142	7.042654779705957	5.20717065116666	7.535194623665751	7.636345529302395	4.415275323062955	7.371081868238808	4.487048173984315	3.5050355103285775	4.3675917832746	1.7460447365272302	3.2882348227316016
ABCA3	0.1284087879998789	0.21898697089570812	0.6225010050134561	0.23895649485876413	0.18006304034337486	3.6002505468337684	7.244712736314625	0.9858372089360371	3.5456619325769196	0.7427521573242652	1.0334012659757978	2.922622019811306	1.5193392444051863	0.12068698915554187	1.853924544639086	0.9324163512420843	0.7788235168865263	5.323094820715879	1.0459210983454161	1.4064127211509683	4.210595428938064	0.0	5.96619172610187	4.805366720967226	0.9884382758076482	3.2606279602486543	1.1172623923648874	0.3463031618952455	0.44764151704305444	0.23250736825040136	0.0
TMEM163	0.4349698339025993	0.16810246173710452	0.363585119869307	3.778153222704658	0.23641052179615485	3.256701189093059	7.0817616077924495	4.22631507785931	3.4518861955797697	0.5949414949517076	0.45994455805964823	3.7310941851827093	1.496744942967879	4.272942627668675	0.6496301918197043	2.820627756893146	1.8251077889362106	5.092664530919905	2.0915160757392135	0.7171537293377314	4.612996620706527	2.3102475338150814	6.257562624141713	5.053263006511705	0.0	3.777274409047972	0.9065201253159844	0.0	0.7034823405563605	4.193224065746662	2.1783699465696116
SNX25	1.5424182599123264	1.1099180759037608	2.2263323809626785	0.3504241678239453	1.8928736000556052	5.819180655885698	7.416310768665424	5.375858772674691	5.1203442916842485	1.7825926782472046	1.6028484143971036	4.165629656278654	2.8609259176000466	0.7832252733367454	4.629679071591877	1.5596664104876978	2.8281620599145803	5.643130567797172	3.0410767470613442	2.1988718543392274	4.768265260467129	5.367398342315233	6.441373515098718	5.810577104477455	1.4564083344385865	4.109962371915561	3.7162010693318126	1.6894639075974363	1.6304196237276134	0.9266124665190704	1.5815630208686877
MTUS1	3.57435815028092	1.2256587226668512	3.434463299357341	2.341374933430121	3.8879719289957793	4.8889626058829645	7.3692534584577345	1.118190991478248	6.673635700669096	1.76897353021799	1.4446528927263766	4.3277824312079	3.1396025157297958	0.9491672352494914	5.015811950180654	1.2500373211175955	0.7642429894846539	5.733043776520046	0.6426001984713761	2.914935690852602	4.770092399152148	2.2753123104471142	6.697831136747425	7.222154515397262	2.8270963933986697	6.73041771286326	0.9741615541315729	2.822314901021744	3.585862250235616	0.8363842912825821	0.0
AFF3	5.977043713139931	2.63310122814824	3.085902565141006	0.705917427613026	3.540939130973593	4.137032997071694	7.640399082253068	8.32634168307763	5.026727572379263	7.729009194049094	8.22236803292629	3.9359640332541455	2.9876084124294495	5.12959993116375	5.466768849123094	3.6470889485577036	3.2022566184516355	6.161506547618435	3.160911814855124	2.835523787450387	5.410839331841464	3.5005756584467895	6.760917898392936	7.2666280268806664	3.4691792935296646	4.829994187837387	4.634477054071101	5.612738192583853	2.845116024060196	6.145507411952888	8.106878160759035
