	AEC	AF1	AF2	AM	ASMC	AT1	AT2	BCell	Basal	CAP1	CAP2	Ciliated	Deuterosomal	IM	LEC	MON	Mast	Mesothelial	NK	PC	PNEC	Plasma	Proliferating AT2	RAS	SCMF	Secretory	TCell	VEC	VSMC	cDC	pDC
ANO2	7.358639968836567	0.7603136301405045	1.3790001019282194	0.6401787925765688	1.8170044333901214	0.5544855929304494	0.16939799791811996	0.5633197221690613	0.8055452373317266	7.425405034884032	4.115341050655305	0.5255162240418523	0.20627219960110982	0.9838236490940983	5.944753159971306	1.2790370451508835	1.1104801105634623	3.1219713793247292	1.3954487850967272	1.561766272140846	1.788012301874532	1.301942755937717	0.3511642619687256	0.21486897389578724	1.1143132537224205	1.0409862625290696	0.9821251865422488	7.949076300893298	1.6774095531750124	0.816557916770672	1.3948265013300607
VWF	7.545401883241319	1.2047951572636744	2.007243663211215	1.185651383726165	2.1700886499617633	0.7982787474405961	0.37930099631225356	0.9225024717067151	1.3890749375712939	7.7914063463585554	4.31997405291045	0.574586791215907	0.47956332083040154	1.646849343964632	6.2344559689432995	2.13582681926922	1.5367567855208821	3.5899168338592293	2.0290057876258127	2.2124461226793195	2.3859569020169733	1.9934160742826388	0.514772231751348	0.6533808851088179	1.6271252639465414	1.065425400081895	1.8142191453745589	8.090657509199715	2.3033362360066683	1.4545996109802068	2.547629463938872
CYYR1	6.7199921475612525	3.1534058815822203	2.4626377561431734	0.4131432892475381	1.0283915104213945	0.17762883866124235	0.04849356204706551	1.042452975286569	0.5508298775725531	6.159838113241756	3.65743333652481	0.182854051563317	0.4111239219574572	0.5422034832290271	4.773292416747987	1.154895805524103	1.1420442836422076	2.638512515882365	0.661041566777662	1.438970354797179	1.6659779953772713	1.6879869403899812	0.2096627706742661	0.1587659364689408	1.8489281434101283	0.04713024881772019	0.35871193786456185	6.472572471863129	1.662374935776182	2.682723073403581	4.271647624953914
PIK3R3	7.566517476503412	1.9621780062180028	2.303897512123572	0.6040015464283947	3.0540911851932098	1.3330172888231175	3.168806788345469	0.8268222232129434	4.323786431067648	7.321566739983232	5.346409954052072	3.9937949437980715	4.4688951669327155	2.1093382937992926	5.5251415418982415	1.3186012299304566	1.0472041761098745	3.928499003837514	2.3044036491977	3.4880554723330115	4.004375384264679	1.242914460993014	4.248955525502143	4.806142997821181	3.216936625829734	5.505557889521016	2.361512675044507	7.055259318590781	2.659461679666969	1.5028249743930315	2.079382260647572
NOTCH4	6.723602075791387	0.4339947408911953	1.147458974888767	0.3124173568509998	0.4932644913022529	0.33870914484008036	0.11706882192872421	0.4989660627558321	1.4425270531675256	6.766928905564956	5.973894625328266	0.21977385456710416	0.24292568704637674	0.5483237708966701	4.22686877441468	1.0535676088546826	0.0	2.291510314519729	0.7066132963993935	1.387180431284228	1.302046560590274	0.0	0.13965731400866785	0.2710645591952889	0.7019913820065327	0.4268558802885425	0.2995963784508995	5.657550829391395	0.7649640448227688	1.8187853419355111	3.5857192263669955
IL33	6.193222187194691	1.9068722285998743	3.4315040561116636	0.11987767739515502	3.3945852719101226	0.07727150089914558	0.07158679325702688	0.28055253374403233	5.393513643046209	3.876420665226578	1.2925807521728463	0.6775339442586005	0.5952934564364185	0.1766455141441153	4.2681759360380225	0.5304924648585786	0.0	2.1517700848599417	0.2988839564220778	0.944463995837817	0.18864629712254136	0.0	0.40690474085796646	0.8610429367777085	1.0410509697195316	3.4086151863859655	0.659842395261548	6.283565045083683	3.4393826305508357	0.0	0.0
TMTC1	7.042654572763318	2.510393785489986	4.083903325967634	2.525816789898237	4.085445843978304	0.28651529654937274	0.09539878961785053	0.6946607068246011	3.3362667258223193	6.377670077049219	5.041193348193423	2.915036351219814	1.4728229230669674	0.9900094762467025	6.368466833475981	2.267913042281886	0.6126897635646037	3.2243633762002584	0.6273961910893998	2.7117759680808278	3.3675318196055732	0.0	0.9564487482013986	1.823118083348579	2.082322607921457	1.9694038642248404	0.7032576108706025	7.275730777158551	3.860604954281644	1.2166780053388275	1.4938178414080931
PTGIS	6.301448589903353	2.2539661569421194	5.850035263331812	0.1987857006756413	4.708808952887989	0.1331559969460409	0.11648388961662719	0.4908627321640069	0.40011067972371966	1.8135637254142225	1.2813369592593544	0.17999464622499256	0.09530316422854439	0.44769344515482246	2.1491854751662185	0.20256127748427122	0.6126897635646037	2.9294250467790985	0.4260391072661417	0.9437265679123022	0.0	0.0	0.1001499231534558	0.23296585270799372	2.9323962099971395	0.1957379603418713	1.0052664792075154	6.522179660783569	4.12760467260711	0.16431636500978802	0.0
SMAD6	7.607518012791931	2.605252129241465	3.393590923130387	3.0282305770890274	4.153792848387971	3.9645649152477147	3.7609519366138864	0.7615181899415835	2.740448107292336	7.385980200500449	6.970135117728641	1.7371133460563102	1.0589089830405833	2.038822776356438	4.862444761126346	2.313365221173492	1.9173727758095125	4.539571602997484	1.3542842755359998	2.217858867748558	2.745825137364218	0.9969283389429408	4.025272436492071	3.131399455150778	4.455675036430817	2.1376477840555888	0.9216652034123503	6.895931460252244	3.7644184041260496	2.786788986958983	3.027222427222101
IGFBP3	5.0478243027357985	0.5521121860721003	2.501072708632398	0.28657130798835057	0.6221068753951886	0.08383874365271578	0.14413513040390383	0.3615930141402732	0.8881177346646246	1.1596292883077406	1.1487595844365188	0.1773302349652189	0.11246922232640463	0.44636055731483876	1.3141318722363529	0.8136412751395616	0.5979743874877275	0.5234729527324673	0.5124305793684569	1.2778088846082298	0.7480348328227567	0.0	0.2984153937886546	0.4026042288438222	1.0289021152344064	2.211010210823527	0.4994768451945951	1.362665944373619	1.0504932950956034	0.13777452726194234	1.3500915814096475
ERG	7.307783777387699	4.329302936886018	4.1989855623984225	0.36288729376107565	6.291633698624845	0.5484438021622753	0.13610392533271848	0.9640855266986317	2.441407887427577	7.158081401241425	7.293841821147377	0.6235748330641905	1.133499772836159	0.818830730179368	6.899453988220791	1.3638320145257656	6.066382254339896	4.501028973123398	0.7898178685833845	3.2036672372485877	2.7990629997001375	0.0	2.364806777252014	2.8627419418647806	6.610445578549767	2.937220331893027	0.8984984868503395	7.366862672760469	4.974016725869589	0.7390825327176068	2.10765717096995
HEY1	5.166219624155648	0.08796581918710036	0.2774751770939439	0.10037154430686096	0.1817099796175156	0.05876622657899423	0.02568740469967468	0.5072002965102326	0.8429316400360082	3.8515429862265655	1.1563593968372092	0.09436296518858893	0.1142647644864919	0.12624329053447333	1.5931498838503848	0.09891336460297127	1.781402801509156	0.4173921009397513	0.46652933696202453	0.4913994998565525	0.0	1.4172957288698307	0.1640327132433991	0.2571710577278945	0.10865469948510345	2.5707941720452316	0.28543342110991815	2.753789277040939	0.34665664991039696	0.16803095105864854	0.984235136561278
PALMD	6.372453513007444	2.0652576544440637	2.5256038783280297	0.19645961388588062	1.017634884521683	0.33382955181551854	0.15309371538621935	0.15892099845992375	3.7507420432063685	5.867585244140356	3.1521234723262586	4.544459292855171	1.8307867691497466	0.37952513447955727	4.197069042192682	0.7159754552951519	0.0	2.390648769401067	0.4344993716214542	1.40705962558645	1.120234647079806	0.0	1.3462282148129987	2.154657887294859	1.0547942205274745	1.9178768314226626	0.7659630008100848	6.096576419154164	2.2481932865721017	0.2772310647341683	0.984235136561278
