	AF1	AF2	AT1	AT1_AT2	AT2	Adventitial_fibroblast	Alveolar_transitional	Arterial_endothelium	B_lymphocyte	CAP1	CAP2	Ciliated	Krt5	Lymphatic_endothelium	Mesothelium	NK_cell	Neutrophil	Peribronchial_fibroblast	Plasma_cell	Secretory	T_lymphocyte	VSMC	Venous_endothelium	aMAC	cDC1	cDC2	cMON	iMAC	iMON	maDC	pMON
Oas1g	0.3242232061115065	0.2733134621061075	0.9840096547213086	0.8096968559050124	0.6205324807798679	0.5165814405303547	2.036509760153655	0.9719225674764415	0.014542513396163846	0.5838892475670043	0.21659812185900457	1.003323256500689	1.245687634559572	0.22032973194649302	0.8528061198105843	0.0795576276978065	1.3624364777618103	0.14414206043972794	0.0	1.4516705049196141	0.08720682467980827	0.19103270672461956	0.2534669114318708	0.9019894913210379	1.0911766897455284	1.3646021068509417	1.6812919718237374	1.5157488593991606	3.891858805857686	1.336589673543994	0.892919040472432
Ocstamp	0.03425755446024041	0.07080174123607373	0.0	0.055760580759677006	0.06935097719460143	0.026865361965303376	0.0	0.0	0.0	0.0020274113933785956	0.0	0.01438205489843258	0.0	0.0	0.0	0.0	0.08731199745661934	0.0	0.0	0.11114920732709081	0.007274628576183156	0.03198288608921425	0.0	0.23619177706524172	1.7814186156235898	2.249902011425195	1.6888746942248847	0.6220166589270263	2.918282980613499	1.6146862032708214	0.409314873628898
Cxcl11	0.27094539538431006	0.1077088862993724	0.03895254902756668	0.04329306436570844	0.15247050310724478	0.15313327885688516	1.6660665859903325	0.720776872926225	0.07893593026009423	0.9358876517289556	0.2537787008012733	0.23431011794598777	0.4131731646579192	0.10768328471496597	0.0	0.12247186247836267	0.9231782102082572	0.24323492986276357	0.1242799460473712	0.4367297663112158	0.1109507073126095	0.24653781953105353	0.609641950965165	0.061292825379223106	0.8295288409468378	2.013935821946603	1.261777561017039	1.0393830341320454	4.282633612826302	2.6643078281620487	0.18088715211984646
Irf7	3.5480998204180882	4.0157161852739875	3.0551298432977263	2.8166373596023813	2.827415953030346	3.557017776277384	5.30168531776212	4.261950226457392	3.5661049225899646	3.961462671197067	3.3392635334004397	4.312078003853255	2.8199022290604887	3.7949589099563905	4.165740955151384	4.541315492647801	4.7805337838005295	3.984876134365968	2.775270652488017	4.1743709680049275	4.294924630596241	4.065885967309845	3.6360326419351745	2.21345497978793	3.9984577846958165	4.9700512500694405	5.733014045962964	3.3745494941396372	6.349110044909655	4.90056260385035	5.010151996696856
Aldh1b1	0.08605927721734627	0.11502193865256048	0.02872158505608085	0.0	0.020144678591770004	0.1897225512754562	0.1407514894975005	0.1596683824227387	1.1709181431752358	0.024058636529161993	0.00363410779362916	0.04386428911142709	0.16354091516498223	0.33261895719769397	0.7268390940948506	0.3932998853096891	0.0	0.3335267619408444	0.0	0.1288499198109347	0.34767554814673196	0.7015172575391155	0.011246108194461086	1.4795882081751888	2.1112596960020404	2.7458091015213575	2.3888991840604663	1.8992788905442668	3.1680193531414242	1.9096602372670557	1.1506514551584976
Oas1a	1.064433461793053	1.0310930695055478	1.7302182543245392	1.5416895041108523	1.1459999557871399	1.472628300205912	3.471790566735073	2.320140017427827	1.296491618455464	1.9718799502632798	1.4511078810616285	2.299479997214481	1.9766682308084818	1.3355321136544438	1.5851482469626381	1.7839381994325785	2.265853492579613	0.8543285550356902	0.5060449161583211	2.6796348326539268	1.9219530875881585	1.0494749232395162	1.4043897896994255	2.2604846810650048	2.3348171177047474	3.076717131759107	3.9263150264450872	2.6601850779607545	4.767241185648591	2.8261524472753075	2.71620584980871
Ifit2	3.598918736307987	3.6302576335731374	3.7679096188030865	2.693474141539761	0.8352974090588741	2.8181167277675274	3.611581927750672	2.3946947043947997	1.9209481595127063	2.856695094342538	2.508309929849744	1.382456507799301	1.3963196167836849	3.0012761407207984	2.615587201544611	2.612075888077345	2.8675296807106405	2.92112143976281	0.6362359744694167	2.0856644555839927	2.833053740352209	2.6839539842130455	1.910985777329533	1.4156003504595451	2.7812815040184193	3.3702817186850598	3.3357054266880573	1.6426457932274356	5.612131119269011	3.920468184085003	2.8033842125888278
Zbp1	3.271020818846678	2.419614381911445	1.5636672430936571	2.0381912105806768	2.123601363873823	3.3532766925008	4.52931239678169	3.475267223603837	3.9465435700357707	3.851445083159764	2.378097401468751	3.178008190243748	2.877060226251804	4.5098356258206245	3.7934053857877763	4.166758974139878	4.241417282265007	3.1095566630674996	5.302242903131365	3.215179795175745	4.586385859602716	3.2667511308538	3.692709921761543	3.185170311491136	3.8666180449177054	4.130310654698771	5.524505753387533	3.450912193156757	6.0085233828332445	4.421566492707019	5.191894826754821
Gpr31c	0.06448878624221577	0.0	0.0	0.0	0.0	0.024105468317978607	0.0	0.06263067234769691	0.0	0.017952680784286423	0.0	0.0	0.0	0.07574016502124048	0.0	0.0	0.0	0.03933242579455731	0.0	0.0	0.0	0.0	0.020099601290712258	0.005149344457480374	1.3552166128601364	0.26575386791480116	0.3120430702955995	2.0943999364824957	2.502351072429155	0.2669379084672472	0.6880921036066363
Il18bp	1.8755334111378403	2.426334381820119	2.1280276173918042	1.5195740729190135	1.9397488806785554	2.2072240096361937	3.823336280360214	3.0276211329464457	1.0153265938396592	3.2287498480756907	2.0718295990883884	2.0864286971911246	1.3942787412932394	2.915297981927926	3.8275938657681476	1.6826673305999857	2.51057036074164	2.389313133194877	1.291313923424062	2.3518717494233865	1.3950466655314506	2.5322857771369676	3.129126344255756	2.3480263638340357	1.93234168022748	1.930061215782349	1.3415764006739805	3.070378225324969	5.3350169888621055	3.0963877085470624	1.4611996215530876
Cxcl9	2.3949368122874786	3.1389773833836867	0.29073776194547984	0.05122764973787252	0.3956671136326662	2.466626742799576	0.8106495547082726	1.636616786479005	0.8461951670155035	1.7611238231044657	1.2941605679095098	0.162689071618786	0.09382185102619323	1.625865797000788	0.8305203115769952	1.0187390331928716	1.2154419301156858	1.8273133995431146	0.9052155571500813	0.4791916990226365	0.8526526229816391	0.7549713370247736	1.6309181059283382	2.395589670251272	4.118295376540433	3.885837846798375	2.0235639031104493	3.772772178875528	5.383348195432351	4.101929970706246	0.5485718315235646
Lhx2	0.04469864231531072	0.4782514443623093	0.014249950784104416	0.0	0.008297499255149427	0.0625915495333203	0.0	0.046548754028815156	0.0521877165861927	0.04902622729450643	0.0	0.23770953061020805	0.06959125586468295	0.0	0.2782383987126868	0.0	0.0	0.0	0.0	0.02777094996756474	0.023479881223850994	0.2441343235307755	0.042256895283689255	0.3795768429064019	0.10327627914673619	0.0	0.0	0.08206625074425129	2.279110347987697	0.0	0.0
Cxcl10	4.523664381554091	4.136211741000557	1.505109029016834	1.637050491815424	1.7605901375375637	4.439103640837337	4.342408966311408	3.5934830883777873	2.2754450326379483	3.596669767605244	2.2681841160144627	1.9062878138671195	3.6441250776526926	2.7558311943976492	5.2227581779046535	2.7814960134621773	3.9298930851595513	5.473153639265027	4.105180624099914	2.307032067091598	3.3259248719159173	3.9749758033835234	3.7195338498712083	2.363864968827994	4.06384167540165	4.3919483849159064	4.965417927560705	4.7246466462576775	6.292552082159367	3.9957433373280415	4.481052412272438
Dhx58	1.7088324318811803	1.9479431541310877	0.9914101487573052	1.2409887776632984	1.1765829084658683	1.7241744753777795	2.90796943935481	2.150906039862609	2.1466137468055972	2.078526797915287	1.6564370042508076	2.294348036168363	1.4146563900893165	2.2056662542442527	1.4984143293403906	1.2058457744486366	2.187459246195324	1.7657146225424063	1.6315592894163589	2.0276314420443815	1.778150742011517	1.8454443588172558	2.051231032125359	2.4773594047784506	3.0746885803089015	2.968038239995	3.783642680652241	2.3211127481650173	4.541794249748043	3.053913027247396	2.62129607125611
Gm5431	0.0363665464530908	0.2345878670177786	0.5097553398714629	0.4530812412608194	0.7246674143458516	0.05824997693079455	2.3283185373119575	0.4711029084443883	0.12972818061733096	0.7979553483321744	0.5748643267456418	2.0756035090058265	0.4113477144224473	0.28471710483499607	0.1724685975676392	0.3020647428752662	0.7268357579184977	0.18549472050157503	0.723020466540953	1.1717365825056887	0.036205021828943404	0.05616336646473552	0.6122464712988163	0.4260451018405361	0.6430184188495294	1.435133985012798	1.9198413233301117	1.7657355560734542	3.3148688726089475	1.1518023993171158	1.3388524556881025
Gm38335	0.013707421878525193	0.0	0.0	0.022414056521861573	0.09734133540769684	0.0	0.0	0.014258490481971975	0.0	0.004154638972490825	0.0	0.01925321194689767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029338293787913035	0.0	0.0	0.38990431065744957	0.0	0.0	0.14859686156590496	0.36479470699479905	1.5269994673875908	0.0	0.0
Sting1	3.170338480007241	2.7408277836662522	0.919595502986702	2.020872729921221	2.5675823549815577	3.3831296294325917	3.768331566884912	2.7379147345409085	3.758444189649848	1.929932355393888	0.719524295042385	1.8939433076659322	3.489427752660286	4.560094334329598	3.4080633824747286	4.094662142998104	1.1108636038825528	2.820594228586751	3.5444151479016144	3.4275075635289536	4.070427901022544	1.436690514501875	2.6708621853008916	3.635055008538353	4.455571138676161	5.058912272344628	4.258264428728115	4.456062548720604	4.909550821113168	4.304291520867283	2.859784308581628
P2rx4	4.152986087659694	4.039264855295022	3.780101698885417	3.4864757378721936	3.9677900447014713	4.029343952048006	4.280158062281133	3.8667989005250596	4.828791377127911	4.211323818934005	3.499050860064237	4.667197068860493	3.5519238231825345	3.0288929983439514	2.317605900893605	2.7719613810012773	2.6956063935846846	3.586186437830371	4.599470980454218	5.18446769441069	3.468303801455733	3.0821356864806733	3.5344763302436855	4.8977796933051385	4.6985262060920245	4.839895093032195	4.7897913574251785	5.528994540871703	5.700175660606594	5.159861416647592	4.216050722206191
Gm18072	0.07058722951706463	0.0	0.0	0.0	0.030953110994078697	0.0024281377390548762	0.0	0.0	0.02754271546552332	0.0029838929270090235	0.0	0.0	0.0	0.0	0.0	0.0	0.09783977816816328	0.0	0.0	0.040558830569154825	0.025477960233386644	0.0	0.009387671384193564	0.3806762383093555	0.0	0.05722594897885226	1.0543386939341313	0.0	1.6915938268544675	0.0	0.0
Gm32089	0.006187734275481	0.0	0.0	0.0	0.07471377523234961	0.02323873835733319	0.0	0.0	0.0	0.0006318866349776947	0.0	0.0	0.0	0.0	0.0	0.0	0.042670433656667485	0.0	0.0	0.17093449514885767	0.0	0.0	0.014017267849229145	0.14047113525329527	0.04987434630493668	0.0	0.6303417620313935	0.08932818160147642	1.3672306002910972	0.0	0.0
Daxx	2.9406547364942095	3.4730700654956546	2.5455894072729146	2.5830305261901287	2.428282498485284	2.984016418975439	3.490062799384985	3.291560890078592	3.7202353126587324	3.5933212798677836	2.91569881161421	2.68032915847856	2.805870625096706	3.3564036282999976	3.2378680476565758	3.456009216336796	3.0173237677697133	3.087264477730248	2.942968426399335	2.6176152709742464	3.757637720363624	3.255114040395398	3.374732280416312	3.987886837821627	3.8768568694881043	4.20581213085163	4.4672002756778095	3.171928677400613	5.251531145879	3.9397709686429363	3.7520606353350217
Bach2os	0.05396848637974935	0.0	0.0	0.0	0.012723921216060818	0.04223408764514604	0.0	0.0	0.4843661314994924	0.0367359557393835	0.020608847482800584	0.0	0.1289525766940014	0.06598483515979643	0.0	0.0	0.030749108229245512	0.0	0.0	0.19452410398936923	0.06578565016893242	0.0	0.0	0.3314554511574791	0.5720582457354529	0.21045692759315934	0.12404479305084869	1.5596308503817446	1.8259514236763374	0.0	0.0
Tmem219	3.847931546830447	3.710967883051031	3.9195493978908136	3.2497116065210183	3.3486935099061257	3.9820153480036953	3.9174566776415505	3.0959979501562245	4.0087102483236805	2.853845831474441	3.1842254200321767	3.4146097023368873	3.774093386412409	3.3752641517265456	3.674064474019069	3.454131970070328	3.134058985711641	3.622630002839184	4.50968822009611	3.820813388690504	3.5876431126541073	3.7537236494664996	2.967863092910638	4.488092659058467	5.080768437436614	4.908682018700069	4.86445263538775	4.36130238654044	5.153294527363207	4.1111269832168595	4.028775549146205
Crlf2	3.6888161984393935	3.7672254143502406	2.294557545014556	2.5091779372579546	2.061584983810095	3.676887026146747	3.593177957632201	4.176144931557326	4.520541140376183	4.128178434189427	4.86562438272781	1.4664612142774416	3.258644417019633	4.4819085571321775	3.7102277374572457	4.551671884199342	4.7611059876396045	3.690006164752468	5.061353403416578	2.301960542632344	4.487017369959063	2.7541096743795848	3.9918894743407165	4.536613175748785	5.377195000059314	5.497751077664123	4.973691039157944	5.120511157743377	5.523162453297618	4.610843376608689	4.838368620969642
Gm47727	0.0	0.0	0.020849924266834588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13321847177325	0.1456542984881423	0.0	0.0	0.0	0.0	0.0	0.0	0.011192711256866838	0.2801397772326506	0.0	0.6826271212024208	1.3144232940064213	1.5062128244986297	0.8272454222414615	0.2191549739208333
Trafd1	4.167230456966652	3.963053194182063	3.4881806550372003	3.363202671069135	3.0350610996746417	4.214316014588234	4.3832749937206525	4.003483978952735	3.443501132031661	4.430328105605469	3.872324698130361	3.9705972138303887	3.8183699287155086	4.125599922055199	4.179829791457025	3.9632561033571925	4.190835235188569	4.367605308723099	3.628009043363557	3.727634183997976	3.7609870678905923	4.5668776168451135	4.239812716584817	4.567099481809003	4.80048709243329	4.701404633763801	5.259214453051075	4.880767770028846	5.649980158752737	5.63584869173502	4.782349169832064
Hrh2	0.38465579586276166	0.042432471482215794	0.2027320689371033	0.05218457064132593	0.05718614151887777	0.327940875184573	0.39256403236118304	0.0	0.562902038680872	0.012525739644255959	0.0	0.06756443086782216	0.16919267225770498	0.0	1.2654020393288725	1.310003737714862	2.2270327127432106	0.0	0.9074962150116186	0.487966395481749	1.5703195330366393	0.0	0.007143555188881058	0.03172709483229298	1.6244530286179235	1.8010714186011312	1.1288119701257595	1.3573035223395622	2.5119215864475977	1.403698580928611	0.765772751731018
