	AF1	AF2	AT1	AT1_AT2	AT2	Adventitial_fibroblast	Alveolar_transitional	Arterial_endothelium	B_lymphocyte	CAP1	CAP2	Ciliated	Krt5	Lymphatic_endothelium	Mesothelium	NK_cell	Neutrophil	Peribronchial_fibroblast	Plasma_cell	Secretory	T_lymphocyte	VSMC	Venous_endothelium	aMAC	cDC1	cDC2	cMON	iMAC	iMON	maDC	pMON
Zdhhc3	3.9483482251023525	3.8583377523932847	4.614026247119652	5.391683145556221	6.106001693483647	4.0003775287884995	5.259104491344398	3.839784279463336	3.472584484538433	3.6931288629152608	3.5272097444590393	4.041051241556342	4.073012325751546	3.9393902584546474	4.873850270833943	3.8572045988850223	2.730011149599652	3.6575271600152734	3.332414837388604	4.643648514003308	4.086571901288302	3.7009114266588887	3.7779324547673268	4.1555413328350035	4.110021076010299	3.860460425983493	3.788485810972148	3.43777597758034	3.556150070848625	4.301900513664693	3.8796859705664075
Rprm	0.06267858689253071	0.1767987348468765	0.3176871852545419	2.6012685529287642	3.484754412432719	0.06642255234221695	1.289946590028069	0.0	0.44060769768724717	0.033280189294714047	0.0	0.8180952431621993	0.0812390888392013	0.0	0.22883170375565193	0.0	0.0	0.0	0.0690276176510349	1.0701904751418525	0.013151811328415032	0.13659216358366602	0.0	0.06544386609194024	0.0	0.0	0.0	0.2395376809521038	0.0	0.0	0.0
Rap1gap	0.6832389959405667	1.2610966727397543	1.8439698800191109	3.044021057895082	4.119900798076805	1.0927105466864437	3.5639304771464344	0.04121024002464	1.0527769320277622	0.11324195473309036	0.05261248074744043	2.232683139646361	2.0014244688082203	0.14592842292149574	1.6857024862987897	0.24729981871425724	0.3740092017343455	1.0205485634451434	1.0954980826072953	3.552350841210034	0.23991730001797812	1.1705697648042073	0.11162545133465603	0.5089869067578721	0.7119310478144171	0.6854055563219417	0.30734296074862083	0.4086116605821467	0.5848553326419714	0.4910365474167741	0.08615078429093385
Mal	0.23186712110214883	0.46892851111616707	3.5716051480729947	4.395293194798494	5.250466930361339	0.30868255617689494	6.058440965666875	3.2386577584422827	0.539034706682498	2.532869477446495	0.39928760471172275	1.7024271768509793	2.9522047864393097	0.2951602322269899	0.28960614333964163	1.0614537244294093	0.4101706991129964	0.32361472935544167	1.24226563989745	4.70250388895137	0.9686853156851185	0.2856827020012467	3.531763309504339	0.21034818734421606	0.5881889466189765	0.48910578719155456	0.1818268238173436	0.32448206085971887	0.09007459221782223	1.5224775445956364	0.0
Pip5k1b	0.05470293826165421	0.23435677310220263	3.2075087925135484	3.4879879066368455	4.18934168150449	0.042787682860820374	3.739406707745998	1.6002735797082013	1.712648785560983	0.11608019944293983	0.06688667127724048	3.1952584467091345	0.3552570689210147	0.04786708987032529	0.07229229694064028	0.2695897241493079	3.2372368186560774	0.04303639118192064	0.10912278603331813	2.473263891125941	0.7938385852592165	0.46590537078023103	0.08651694922535884	0.14511252379791217	0.46080675576876373	0.23416710351481243	0.3690548707436115	0.3096436759195813	0.0998375007668985	0.0	0.3523793404326055
Slc26a4	0.024952390071040585	0.2048162187735682	0.3178548405587745	2.653860925331545	3.8310305012140415	0.030580229494703955	2.560242088292743	0.19070962485346327	0.15192464757313118	0.04370703282355353	0.04519329279323889	0.18816926150582208	0.0	0.12042952692587836	0.03171100138427184	0.21553077864913905	0.0757346197001215	0.1539817008274761	0.06353569036554435	0.8548324017061188	0.06631951290337272	0.11106978780929931	0.01119697477123591	0.058223472292435546	0.3501242402130875	0.0	0.0	0.2276798661576139	0.0	0.0	0.08343680537135352
Tmem163	0.9919397605759641	0.0	0.6345242607600544	3.0374513127977636	4.286142933310629	2.128595300538131	3.110147970317524	0.12275973663538926	3.4096992664886705	0.07025336188970167	0.14408705893110588	0.17645977052059297	0.1287401775278687	0.41052506887149964	0.17050793551806928	3.308712246785547	0.11803466583658277	0.16707628978839126	2.99082519353328	1.0060792759346509	1.894151842236064	0.10175246465536819	0.048557007493347695	0.1634324663690034	0.2538388869285662	2.4096242523897473	0.16323945806965298	0.06686399943758668	0.17246663997829956	0.0	0.3589490106706966
C2cd4b	0.1406710766757617	0.07090392991677878	0.4668561105867174	3.5736446203039156	4.648040396237581	0.1539899378039922	4.249574616929568	0.03523278515552682	0.2674898595012596	0.13070325195418223	0.03624195018018986	4.6433676776196835	3.4098063380669466	1.0276827028857451	0.19504491163326979	0.1326486071010914	0.26907530130376794	0.19131579419883998	0.3589664231403845	5.052529434654324	0.8000672855627745	0.26615202326865484	0.13557824622487785	0.19217238279930482	0.23395237448251532	0.0	0.0	0.10670718441589581	0.12948044690225163	0.0	0.0
Cst8	0.04105194744543119	0.030385935622850836	0.07009684429559804	2.6358290346661644	3.6759530296438174	0.04321802637745712	0.11159561605025643	0.0	0.02009814579619236	0.032042334611249314	0.055104855655205974	0.111736842914093	0.11351374305793399	0.033196512823252304	0.04771163438706163	0.0	0.0	0.08916182577489719	0.6652493558295355	0.3604719969628525	0.11671965712129202	0.12273722566602982	0.0	0.02107561413090919	0.0	0.0	0.0	0.0	0.03798403487609526	0.0	0.0
Ehf	0.1884115015820851	0.44828382887478246	0.7926337012109737	3.7741351485641284	4.99524259358555	0.17756774749688378	5.12719082897778	0.22008101248343714	1.038289498163173	0.1312377037331216	0.14586751731664263	4.203183110449342	6.816264010572354	0.2875856892344504	0.053873318969833925	0.19968008736192927	0.38132964489720034	0.09117012070110404	0.3176453015213015	5.799836269574755	0.1954139893987981	0.06497385983159137	0.16958803770911623	0.26799043910394876	1.4606046430118218	2.974704612039173	0.16838358904131157	1.9486324968690418	0.8423639197537605	3.75010097826792	0.3530898450034208
Adora2b	0.21696468143064607	1.7498313395992542	1.7355843302124911	3.203828815048255	4.246167065821504	0.6802274540757616	3.478160767539481	0.12498485488442375	0.05538686561587832	0.09110668239756542	0.07624572264591176	2.0943480723469667	3.647570456477771	0.17547442670138802	0.22841046722144293	0.052973749813149104	0.7166072295239567	0.09874977875482666	0.5558893476885602	3.506818336354655	0.2045940347633603	0.3894088506231752	0.049863507224070465	1.379257115293962	1.4917969733453482	2.9303169653741414	4.059658706270178	1.2614851418458197	3.1328822211586007	1.298296498943476	2.6277361484342006
Nexmif	0.04522296870465072	0.025630499820034448	1.7247885198757098	2.830426800913389	3.897240231041335	0.05077994440238104	3.965778425701771	0.5649440233949113	0.11965119836805373	0.13241282460651185	0.020572816392118918	2.121270795886684	3.0188157932191135	1.802903723896703	0.03507280139379563	0.05077808240550105	0.1238452116238822	0.1628928767653622	0.17471672333582694	3.4964500126001448	0.07637902156729455	0.0	0.3332466107164675	0.023483180550611053	0.0	0.0	0.17953018042458385	0.051761463889553765	0.0	0.0	0.0
Cebpa	1.8777977376031925	1.5754913920005735	1.1558306106730236	4.2268721007235035	5.271812677764461	2.028492610919245	3.772215737409904	0.8762359944982397	0.5910091135009925	0.6099128218305719	0.3602639769935969	3.4364790265260807	4.868387651669637	1.648619691754327	1.152344234524561	0.4023767494687804	1.6025019775377631	2.612317337638858	0.6626623780002004	4.77059713721407	0.5834410272922098	0.660969159718548	0.9190547646816702	5.521827659591792	3.6225551185005345	4.043926914434411	4.28866284790888	5.246650249853281	4.847363602206448	2.5130157260054995	3.2900357126476165
Me1	3.3053952806720397	2.507726892314374	4.302574660940801	4.506255457149881	5.2684567095889205	3.4530077622858233	5.3446562304461045	3.3617015030043613	0.42473344061864743	1.3439707869556534	2.0972850865573434	3.830099334264628	4.834416557742511	1.8182412986762513	3.9404829368467547	0.6607510512970882	0.6335103563999481	4.259247214321305	1.1138642201907616	5.274280845393993	0.8617737349559419	3.966509539157934	2.878305966184757	0.964090381200525	0.5244141742985622	0.3179505854077575	0.29824408106348427	0.6226325562707844	0.2979865727360871	0.35077493375407204	0.2904835957521947
Rmdn2	2.4159117402719064	1.3144118435210435	2.708401799585459	3.4550266595533303	4.514535650531503	2.0232566541777905	2.9589325472966808	1.4284323131990044	0.3222566273837574	0.7649136429581646	0.25098228938995215	1.5224644053876177	1.5563843602854628	0.9429038256652853	1.1901271130341706	1.2970646687306602	0.187908512240657	2.0677256018166585	0.9034339698781613	3.3166357068042283	1.3102630193490121	1.4668927423150906	0.8479261400911797	0.9825358809494751	0.6758424951151396	0.4822871086296027	0.17589352002717443	0.9115045247429425	0.8261211934070923	0.9182826891920456	0.9731192069190665
Atp11a	3.7751218151839883	5.417806194844493	5.462667900632638	5.423457448399153	6.1193771664584915	3.877431350819952	5.6530992554342925	3.9002202227588505	1.5675761713825722	4.211125588137474	4.040551879201631	4.8190911128276985	5.025346202564314	3.52812474483326	3.9806139211507725	3.1228496341502567	3.1245016941222983	3.992057941235177	1.8990816745334356	6.042053474081813	2.71115607876191	3.220014050581541	4.0107280862922385	3.3292914621424097	3.166160492989805	2.8228348507658825	3.2494863187642795	2.6641265114272796	3.2684435820976403	4.402318987675174	2.188284550097976
Grb14	2.199614403247915	1.0493398035644788	3.647993186441482	4.490747544141708	5.412161830215132	1.2434144676428187	5.012208983631464	1.7829246506694205	0.4108654526230453	2.5008026232999945	5.140041106648226	4.924797273027788	2.3996170631355276	0.9703232973636576	1.8089487478487194	1.96655225724493	0.5232213056352044	1.8592656427127758	0.5579363197232887	3.834182726023125	0.9672680765318226	3.7183876075555196	1.9825480491354825	0.40745205002004037	0.7584216346468883	0.7875631246292606	0.8559814407951909	0.7456386740998974	0.41903539963152264	0.0	0.8116620326241308
Ang	3.3703560848951586	1.0798579584681869	4.045071662381349	4.270894073977501	5.2291319311839075	3.8483124465308167	2.265938900478787	1.216559306209197	0.5944934051589802	0.6355179155245072	1.07665847652387	4.193044639820757	4.76456249984698	4.220024357490569	5.16128406794224	0.6376315366661727	0.5918114106279594	2.568554091454942	1.420746841098305	2.6964539355128254	1.286164405481231	1.5601600267427418	1.328629377549878	3.0935489354215915	1.1765259128111172	1.1181826244481416	2.567043665554222	4.132639449908044	3.2452082062447527	0.4369484559068388	1.2187220445491467
Anpep	0.5698113579721732	0.39949863356138376	0.3088172477208727	3.3150765585154103	4.506630122135285	3.6455690402941703	1.6605690646021862	0.560866440873147	0.12090887331996593	0.07860137059327828	0.047009976165344025	0.8854448300445678	2.9279383398013707	3.2927777359998487	1.313261365647377	0.0	0.32725159289506334	0.47644660278444145	0.5011079116702681	2.9548059065769374	0.21332093893777626	0.7716878937085253	0.1939134237334475	2.3912139404537482	4.7992841869708505	3.340179666494434	0.4316593464634238	2.976898183444106	4.385012954366157	3.2987954380022764	0.14777265966562605
Nrn1	0.6310705290901889	0.27226066336759064	0.3866468368967889	2.855894494616981	4.113152400873463	0.3986824642571243	0.8387252007796714	0.14611223422559577	0.03402447041537162	0.10382284090035825	0.5946459496393715	0.1426922689979972	0.11175611236775868	0.026865682704345195	0.13641359457683264	0.0	0.30488976483464175	0.6589289125991086	0.27067259398881405	0.45441590822974287	1.459486802159632	0.43685640654749014	0.08241621254391844	0.24679670184323507	0.1259965352271028	0.19763880390606967	0.04961562578052234	0.18240510779287686	0.09313436307789044	0.6492370958342447	0.0
Dcn	5.178213486523655	2.511528898904193	0.7752492477537057	1.0861404296237398	1.197517559008003	7.866511916459101	2.1788855625848567	1.5976452032915998	1.7968837899009562	1.0615932910162342	1.3414819299528216	1.5058671640647252	6.43608327999324	2.978866009417651	7.495817633213927	1.479376288409939	2.0644617246833055	7.179216656002648	2.289840774999235	2.4088291209714354	1.7047411872594416	2.9775766726204007	0.8557702508475156	1.1334990826391738	1.816756782968143	0.5327979170715086	0.9834459429664688	1.6428904029182445	1.009429099499102	1.101050619453624	1.1293047313366231
Serpinf1	3.3254186071085323	0.5579193357721581	0.20908817888129433	1.5239194846222672	2.3916319330334086	6.3029731316482405	1.0777921090739195	2.154579186129989	0.6059270348908512	0.19554296864963266	0.4131928670198952	2.1919874557448704	0.7938207247248373	0.2574780772857482	1.975653147035536	0.0	0.25024398874643417	1.8678468465066596	2.023109072645694	2.9334204454563264	0.725030175590508	1.2783394811802025	0.2528154853943586	0.3774698308635155	3.514719450754387	2.343727768706418	0.4428432899518405	3.619892709094233	0.38647462383299613	1.2091526527295944	0.2950699212625609
Pi16	0.7517080793523119	0.12269587379643318	0.29816051991768355	0.457520601866023	0.189423643674449	6.21396753598088	0.10418564248995069	2.889619597337477	0.6550411122030076	0.6483159882464358	0.3380209243537413	1.2914739336497714	0.3241452208204452	0.4620501266705459	0.9385539723948632	0.2144368742465549	5.305936354950688	0.4450831367802132	1.1203332136175657	0.41537177035540257	0.39761101917486935	0.5880041688729384	0.5812427836648606	0.3310171264361055	0.9478968129455082	1.6643513417659148	4.3724956460613935	0.6878440776245244	1.5990573161213932	0.5008523776564402	3.6348504267664543
Rbp4	2.7939179033883828	0.5261227008061908	0.21191291086372888	1.6414845573881824	2.636452362770899	6.068411276747217	3.7185374795297887	0.2810678292648421	0.40171923640685303	0.1406798338170134	0.2839725217177977	2.4386839419535296	3.1462510050496753	0.3974019916003769	1.187396272489734	0.2168582155448328	0.16151689625710114	3.229947513742188	0.9902836698441145	5.141898664001103	0.34895835487960614	1.195733164227788	0.14544830618930446	0.44052956076491245	0.5221325914141912	0.3042255866820647	0.11913636066322776	0.7346715468115184	0.17342900428441388	1.4162118823224048	0.23013045147760136
Entpd2	1.05780509729624	2.1704551987303247	1.366010035179997	1.4352842499975063	1.366474719680817	5.387529131706819	2.1142690180567123	0.1783180815594883	0.07316037578267268	0.17720753268006237	0.44293992650308894	0.5764006103282473	1.7142331391358168	0.5062014757382026	2.5871484684947053	0.2230462881084212	0.0830198869928587	0.9848468099103977	0.20211556411815904	1.890107521659747	0.13857720094576767	2.180093260298602	0.3990054627792618	0.25822741813577654	0.3174016862580136	0.08909642762440728	0.06711271630424027	0.1354977169245967	0.051880022438275254	0.0	0.29175254869309913
Scara5	0.22965850751591185	0.3292181193116057	0.01902309788666391	0.39231560343956146	0.48769914413728443	5.184905289596502	0.17305211172422827	0.05863069529361919	0.05909787856578855	0.07074999155769301	0.11671035756955411	0.39334183416691826	0.23317593115203186	0.03831840777793142	0.8397589678442898	0.18759546090743726	0.06229390713424868	1.2049063380878566	0.25369465410392916	0.5357076170455034	0.044310048595600754	0.37180931041831855	0.15569706860279645	0.11480768338339543	0.14318334970296573	0.0	0.18693276790157373	0.17235543782655072	0.07636230053964498	0.0	0.0
Abcc9	3.260399972228779	3.4231042636454756	0.2205282289173712	0.28902761313076764	0.3485863343736362	5.654325824005114	0.24277529571058748	0.15556454739056783	0.133412837605051	0.1770030708376714	0.24856057540045984	0.43587160726134117	0.4471334002803032	2.3090344372802645	0.7203857268906796	0.2281071394933707	0.15011805450302224	5.7327773709752705	0.48088500308875	0.38443341462220665	0.40034380615731907	4.6823189750500855	0.18455735144654192	0.29313148623337776	0.5382022473648876	0.06654431513809898	0.09314134150009974	0.5417940496260136	0.17092435297041614	0.8578825193519954	0.13039372376262368
Ccl11	1.866757211878602	1.7699177012157596	0.029251942923506514	0.0	0.16960047738768969	5.520157145592854	0.66488352135296	0.2319913349641633	0.3082463888027223	0.19268594407581652	0.19236894426228615	0.21058716698931546	0.2872496382047852	0.3817691895423897	0.3041921967547745	0.5748669300659472	0.22683087706638871	0.5045424023432525	0.8078453166732051	0.021135748948686455	0.29025927836500537	1.3604181077303814	0.144951125070035	0.1827464593384711	0.6349836418001706	0.3131536927131251	0.21247050512442248	0.22961541749800576	0.4288473868692681	0.0	0.3556038730900705
Smoc2	2.8374653124681832	0.23160360753961795	0.8636228596036027	1.3268528055174937	1.9329242963885036	5.319819785427839	1.002278854942946	0.09101398603915647	0.1936724302277723	0.16199552554844646	0.17005242002754045	1.4544113420136173	0.18671258697186885	0.18750980986841845	4.30730366848131	0.18061731314786433	0.39132496608584505	4.473435191900306	0.2415545228679456	0.9218643561514601	0.6790033838864413	0.4047305001793376	0.1825525096635677	0.21450910287733144	0.0812983238865909	0.1187792504796999	0.1170951194693631	0.26859857359310907	0.24572591231087282	0.0	0.15997650338699457
Igfbp4	5.342460164185961	4.4174604018912405	2.0403380700931497	3.63022152884582	2.2961323930556077	7.2984666072902495	2.703141663808197	6.778551469362001	2.2164838898290307	5.673735266467516	3.2970674939357467	1.9461111807152849	1.9403102421545348	6.809397664258887	5.1540962362880265	3.7004895000401934	2.371173329829816	5.946358757181395	3.042723258506857	2.3322307816743995	4.657355191358552	4.9717567843648816	5.854416740302125	1.7318606947180752	2.94949559422224	2.172375021233317	2.1184038812077923	5.477062137484458	2.790299542405034	3.2019862281808815	2.4033646023355506
Mmp23	3.1665650688648226	2.4719405134571835	3.5786848126545148	2.0311413579449398	0.5714003687222957	5.29761169506675	4.065064249444471	0.23148028370898302	0.37019389893025867	0.3004783089396905	0.335816158975612	3.826563186238219	2.8153404486680986	0.25523817402579985	3.635323479756616	0.0	0.12833985988488694	4.367235120953039	0.49583177814955665	3.6402753718013807	0.5084891709618666	4.779539783716974	0.2690407157580879	0.3908770612118222	1.1328921290254095	0.45736336974169794	0.4194310812855354	0.4241142420385971	0.19786909989338652	3.2544164606034336	0.2200360172830751
Fndc1	3.428059792845078	1.4419493500607246	0.3622976532397016	0.6726031921679482	0.44538175971221405	5.354221903402196	0.472109805603542	0.7382232468138072	0.3681032122548937	0.7758794717083551	4.209275325960174	0.4146926476372324	0.37499856482204197	3.763714677387574	3.8282265207235917	0.8212912711316054	0.34535237118227635	5.210217822775381	0.48821509231956856	0.42899882736066597	0.5686415587090079	2.2821961034371285	0.6143392796675138	0.40084317542053116	0.42182718442651396	0.0	0.14087060893143785	0.4497424530383113	0.2166624310571373	0.3744285780805555	0.3456299667197275
Lum	1.7496604197165975	0.3603975467636455	0.15786949235462738	0.09779335354549694	0.17912994001567656	5.344357742910194	0.08565054836071968	0.14593653677569923	0.21532322590188258	0.18903226415088092	0.17984521584937585	0.3204877938323707	0.517876831154253	0.17376642494843555	0.8658888667997614	0.12635267428280927	0.15333800304383918	6.935902322149449	0.5341052165763841	0.4106040666270659	0.36135733218658767	1.2057201731526455	0.056949107083293087	0.15128831414753452	0.20830481700139053	0.092016567862508	0.26145713193307035	0.3093536178767617	0.1204581149368082	0.5413664113732979	0.0
Cyp1b1	0.8757667361940806	0.16346272529205708	0.10378258068459621	0.24249288096826402	0.5214391259012804	4.282892746065575	1.3729948941119312	0.6357617875868421	0.2529769871681764	0.08779474506173919	0.04441585056159435	0.6435798431682399	0.7731549522115547	0.23139365318108648	1.1328422529912252	0.11571654635919848	0.11935813835321643	1.0539569530242792	0.25790403935415646	2.895909326649485	0.1848137375277734	0.9305758267990918	1.4256749130192048	0.01926444853068154	0.0	0.10679078052888938	0.0	0.13352346542729193	0.2341592593333045	0.0	0.3097397909763042
Scara3	0.45056192024483654	1.544058487670803	0.31226603788150814	0.04733276383445969	0.18272647455041172	4.382881678714344	2.983263119790427	1.524789305468359	0.01995224705396559	0.06680217715770438	0.08966311191883347	0.22942312173804053	1.3436106895762456	0.2955051119457468	2.3121385416144187	0.0	0.36925726077109516	2.349295514614099	0.06918067640073607	1.8195343331409002	0.13531345858697819	5.557015164064883	0.09166558854044507	0.09622660537277844	0.10463992447949241	0.0	0.2059788932044244	0.09433818972474381	0.04191307349694248	0.9954735698448622	0.26714392589189123
Adgrd1	1.85301235089839	1.0253677443310374	0.6410710964902466	0.2843593512895	0.4654249791271233	4.3687181419899375	0.36459632407919346	0.31574737203203374	0.14751837152429692	0.3803876124576838	0.7019828491157467	0.15877210453056487	0.23202717540536041	0.22571394834543904	4.961000537757106	0.15630233555982817	0.10820998707128246	0.534687212748432	0.06366692192611027	0.5449508285921234	0.13628857140339554	2.099405597867354	0.5207140156229613	0.06279343960024747	0.29617393739392717	0.07151103602525004	0.16373442442637057	0.2962093229389351	0.18722592302584098	0.0	0.1664828997096652
Kcnj8	2.966876897558905	3.1685811976810787	0.0732033520278106	0.20002406225650748	0.1759667209087373	4.911665037366572	0.25824706331316327	0.10926219470200514	0.043221911784180694	0.15071864582013567	0.18044459266693635	0.34404865851960864	0.3942890214358419	4.322381865638182	2.2652535014729334	4.39078901713446	0.4121001674353295	5.896189249583331	0.4091493335677367	0.2238287864622244	2.1848576035730973	3.625968963843224	0.14882744115969335	0.2315738109960343	0.2818605195819736	0.09889949101160285	0.09926186911588185	0.12492424112957898	0.19579362693022992	0.3744285780805555	0.0
Gxylt2	1.0155971964308566	0.3184932622479582	0.2507648044004966	0.5543344896174754	0.2490293025831303	4.933144802244632	0.3380339032715869	2.111076901949538	0.36579584979950797	2.2411932145856386	0.6430229519715519	0.7981279544544958	0.8318192066384403	1.6503484160022621	2.8743040088912037	0.8498777817487904	0.4973769360723928	0.3436557074795334	1.0195461333858178	0.4799358580343581	0.4855609684389507	1.5507961372327972	4.199462728382637	0.32578179194856355	0.33150374575403996	0.03658040009845553	0.16811866068685297	0.3183590280461851	0.28682247195352867	1.2044712339567183	0.2682571302885068
Fbln2	3.060966676677863	0.5051085517056902	0.4904615456002228	0.5904822275246598	0.49415695566889384	5.5174289254617435	2.3979572948420516	5.721453813241929	0.6902124605860802	2.4771176612503063	0.6606259934446099	0.6645594564721929	0.4880743587409413	5.363072939977451	4.930353289897101	1.197753525154013	0.733734043887562	2.3081065168832624	0.6020741301929435	0.6451836052645537	0.8872054414477077	1.9120670669652706	2.66219915756544	0.44207339133357715	0.7238432193368486	0.38779497494752874	0.6506210598158845	0.42271829438480035	0.3727508074537489	0.0	0.436735495143911
Has1	2.8894467080172612	0.6517120160720058	0.19051634594894398	0.35832464807808023	0.23197855507622508	5.044362084453419	0.9528440370185868	0.7659501339443698	0.19603628517722263	0.6409136299956907	0.4165777153546922	0.4197489514625311	0.5456019062883762	0.9652857987856432	5.002091066892558	0.27196961943447057	0.2380679160389949	4.126116716876508	0.38170039980796766	0.4501527113848033	0.17662252885638466	1.0220527137591535	0.6965652712085054	0.8921104042800316	0.5997812923294398	0.03352754893663347	0.20508477129267688	0.46794364385089865	0.6918330963289232	0.3743916044277638	0.2599523015532393
Col15a1	2.439551110697786	1.1607708021791256	0.38271257457310215	1.1288421644052091	0.6453413772075928	5.368719893577597	0.5599286020333394	0.8832230989170984	0.533090579324009	3.18910923787748	0.7382907470876295	1.3949174707923337	0.9796478530574385	1.6284451026647426	1.4788118162884019	1.7589897609447553	0.7916726877176103	3.236457313680199	1.0677936839657873	1.772838050724527	1.0585957576331972	4.431284923355373	2.9557215244011115	2.1333428265357726	1.1769236056712764	1.3003246956562022	0.49224145083030435	1.8547733361672747	0.9453036739847206	1.7769311484991377	1.2205444633169142
Adh7	0.6873172947700046	0.1442052211563277	0.1801551901144725	0.057601493124900205	0.1488987147994828	4.644818781378251	0.5305218460694039	1.5997868630889076	0.2227084822688935	0.11161973232631213	0.14119067592406948	1.3761143206115638	6.2255300654180825	0.1727939137909869	3.436862516097975	0.0	0.19282613233404977	0.6238252253623381	0.29104866410773517	4.8068140198484235	0.2536318076398883	0.0	0.14625179332568405	0.23028342888009706	0.09662972479785338	0.0	0.0	0.45079598808416804	0.09546299747999995	0.3871413710998289	0.053806930798542624
Slco2b1	1.660572343177386	0.5346058821451227	0.6378665198263225	0.29237853200412817	0.18003260550681136	4.605966557824374	0.050611356900667405	0.26870520108540585	0.244819322779474	0.35703256375868003	0.06498662011935355	0.20947408189282035	0.220728651526487	4.71265001277343	0.4600947731008842	0.1964056577042213	0.1411264099503353	1.0139768969199419	0.5885058783073894	0.2638178283786592	0.23671128190378585	0.9669394908973122	1.0242317613963725	4.372978710317241	1.2762895428787835	0.23648276861187237	0.17998010700155886	4.886290562013232	1.3514853987618571	0.0	0.0
Lsamp	0.07014206293075947	0.08133688330312218	0.0	0.0	0.004827274529306596	3.328686298470638	0.22901282279572585	0.0	0.0	0.009546642187012126	0.042924219067281395	0.10963223850644346	0.056134029088646474	0.0	0.0	0.0	0.0	0.30874611158372384	0.0	0.0	0.01297636045657342	0.0	0.10008134202638766	0.035614472707773945	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdon	1.9187578750352867	0.26040497491295844	2.2468925731118534	1.3568055019991112	0.7693317807078343	4.410510302434696	1.7973709425451756	1.1220160595984052	0.9404019807598212	0.4437241104979066	0.5181309935722644	2.5830002661557154	2.0729693667811557	1.1185986534998456	5.3692085862277	0.5672803070313192	0.4019892162657035	2.194144145422976	0.6941441352612763	1.1159485732452223	2.431016371400419	2.2914886126590477	0.3796188722848204	1.532795134417099	2.3282257003483124	1.1922388846562721	0.2585604647687126	0.30659277784997785	0.29522530868049934	2.458544822638016	0.2929605766849723
Gpc6	1.0598660653335448	2.751401941382877	0.0055908651426224395	0.053254390532675874	0.12300114465832666	4.3026145867268974	0.7363772505355851	1.118378150609529	0.3511840104976584	0.048582270178755056	0.06458906654410733	0.21283092838950304	1.3006378719891372	0.1949171886817032	1.690058350097124	0.1798245044805059	0.04695870218089014	1.142766978756548	0.245014612141718	0.33729213450837525	0.08502971989788458	5.9142172470156025	0.14495034110536062	0.1071419689015139	0.1915422787118868	0.0	0.0672025958962081	0.09699804863940703	0.11121229687887073	0.0	0.2309141415222454
Shisa3	0.3540736874866386	0.04924257236641575	0.0	0.02135705560184974	0.10211518927966598	3.303985773048241	0.2802126070930278	0.06831744861266241	0.08623508676068486	0.03895661891021683	0.08606220408279851	0.14625697702134483	0.07331571531804125	0.01773473471122555	0.018484300788666728	0.0	0.0	0.06337026803797637	0.1839471107589077	0.1614659898596022	0.061756162041044026	0.2961202370664391	0.008837214803574718	0.014522933928722472	0.0	0.0	0.05928378429860259	0.0	0.07353281894029196	0.0	0.0
Penk	1.148137829758351	0.09614399437878159	0.0	0.02200254806494649	0.12664679144801974	3.9108329648222333	0.4126707882967699	0.7955951084393053	0.17662774449928068	0.036839824238915936	0.03870024230053513	0.06568284043254903	0.2943204259818423	0.05962073845017294	0.02071684112117011	0.0	0.22274843524780352	3.8555436220556003	0.6213202555575446	0.06358650622581324	1.463667331423261	0.24298704590397627	0.03311795854120999	0.3485079938587063	0.06905314455155054	0.15111492878170343	0.28062321264206325	0.0995901853542845	0.19244717800727787	0.0	0.6103214446769407
Lamc3	2.4996760436380803	2.3699145155213133	0.273375727461099	0.6416482185413488	0.23484781324641957	4.445885085846069	0.16646610295480901	1.2685664816337954	0.03271533507735246	1.2304534308298767	2.093199199803879	0.2734364674599311	0.16517210824369763	0.30994556425500347	1.3338654044113905	0.44752853686075766	0.10572142988436291	0.3641488489588652	0.24626851235274963	0.21840159480016605	0.3097879973673397	0.6782811095674491	1.7734140104363554	0.21263167825365786	0.3081175282071472	0.0	0.04742387095944737	0.2872833569428938	0.1575280089755561	0.0	0.28339347031286594
Hmgcs2	2.8935696985948804	0.7006114596101292	0.6503835596064534	0.8408434182982938	0.8891918638436457	4.506355424710993	1.057170928723485	0.1862170916798831	0.2991276640375455	0.13597419714886552	0.199845539607572	5.127491353817851	2.670178095602186	0.2999683766048612	3.9753960888186617	0.3391576594587307	0.4772975044912167	3.340542716215929	0.6359357193958904	1.2489116264635067	0.3832637224446233	4.244728622811644	0.1084237244881769	0.22197007165572125	0.09573911947533978	0.2805721102944418	0.12460313452137607	0.4745215322332755	0.3158344639098361	0.0	0.34088797246479924
Gabra3	2.3164359890657256	0.2765651648148953	0.06915016676757295	0.050109836541491225	0.15317792974995353	4.025441850388799	0.0	0.06243129232075778	0.10874935032966955	0.03687936040253535	0.10393585615567637	0.19480363368889073	0.23885147487144612	0.2127894699297141	4.3688530923142554	0.0	0.1290772831781	0.7721758006077518	0.07990551374347778	0.09442862261922887	0.11461167436399497	4.355103016496503	0.21166935790109254	0.09097043039818684	0.1152928792364748	0.18602973924141025	0.09890548227312813	0.11307877387198556	0.015967550041157623	0.0	0.0
