UID	HSC-1	HSC-2	MPP-1	MPP-2	MPP-MEP	LMPP-1	LMPP-1-cycling	Multilin-1	Multilin-2	MEP-1	MEP-2	MEP-Eryth-1	MEP-Eryth-2	ERP-1	ERP-2	ERP-3	ERP-4	ERP-5	ERP-6	ERP-7	ERP-8	Erythroblast-1	Erythroblast-2	Erythroblast-3	MKP-early	MKP-late	MK-Platelet	BMCP-1	BMCP-2	LMPP-2	CLP	Pro-B-Early	Pro-B-1	Pro-B-cycling-2	Pro-B-Early-cycling	Pro-B-cycling-1	Transitional-B-1	Transitional-B-2	Pro-B-2	Pro-B-3	pre-B	B Memory-1	B Memory-2	Plasma Cell	CD4 TCM	T CD4 Activated	T CD4 Naive-1	T CD4 Naive-2	T CD8 Naive	CD8 TEM	MAIT	NK-Mature	MultiLin-GMP-1	MultiLin-GMP-2	MultiLin-GMP-3	preNeu	immNeu-1	immNeu-2	cMOP	Mono-1	Mono-2	Intermediate Mono-1	Intermediate Mono-2	Intermediate Mono-3	Classical-Mono	Non-Classical Mono-1	Non-Classical Mono-2	Myeloid intermediate 1	Myeloid intermediate 2	Myeloid intermediate 3	MDP-1	MDP-2	MDP-3	MDP-4	MDP-5	MDP-6	pre-DC-1	pre-DC-2	pre-DC-3	cDC1	cDC2-1	cDC2-2	pDC	ASDC	Mac	MSC Fibroblast-1	MSC Fibroblast-2	Osteoblast	Stromal Vascular
PLEKHH3	0.005173633	0.004987922	0.004557591	0.003636266	0.002477469	0.005290264	0.00634388	0.012031683	0.005570925	0.010044561	0.002529208	0	0.007576947	0.001094658	0.000854548	0.004221928	0.006412503	0.003676204	0.011701346	0.020558082	0.144113978	0.567588631	0.795073826	0.986212481	0.005069902	0.010999228	0	0.001625767	0.014994295	0.017281177	0.00655078	0.010414534	0.012440184	0.013056416	0.002040867	0.00941651	0.005287358	0.0037464	0.004706298	0.00403607	0	0.005635699	0	0.104315192	0	0	0	0.003003166	0	0.007528626	0	0.003920232	0	0.007221232	0.004724572	0.002176815	0.003312323	0.003978385	0.014188365	0.022205335	0.036582533	0.010360751	0.002924127	0.008966942	0.004623719	0	0.007930019	0.01298134	0.012046728	0.013061898	0.020135067	0	0.013034006	0.009084082	0.002650938	0.005087262	0.011519195	0.020837983	0.00838224	0.010609717	0.022332823	0.01182969	0.007709316	0.001808698	0.102002782	0.249581444	0.327812741	0.448753798	0.429580376
MFHAS1	0.091887597	0.058035803	0.064241215	0.073601715	0.047715252	0.097312739	0.105742927	0.149047159	0.126516859	0.110180289	0.045363716	0.069184629	0.106829006	0.064426747	0.109484696	0.143227979	0.15980216	0.207766208	0.227659073	0.27706924	0.47338377	0.559210945	0.784751473	1.021421285	0.064383157	0.026825174	0	0.099214288	0.073070691	0.083548478	0.089280045	0.124825364	0.158670822	0.149385859	0.141525558	0.217200127	0.079756396	0.164657089	0.071153491	0.064186165	0.040906328	0.034254548	0	0	0.213192559	0.168844148	0.186877552	0.145653165	0.086285461	0.047916121	0.079689167	0.048198442	0.046372329	0.096958285	0.117723293	0.087529088	0.059625893	0.008057879	0.089858131	0.097150874	0.118189253	0.072549644	0.058657934	0.060585545	0.048907308	0.00914505	0.021344008	0.071302746	0.098261635	0.090579563	0.04009803	0.059910868	0.050207274	0.12238649	0.074719635	0.030405607	0.061225965	0.096105175	0.067482059	0.067613815	0.059516659	0.025082915	0.011147774	0.013206968	0.221636494	0.271150799	0.061343119	0.079506406	0.110735803
SLC22A4	0	0.001168094	0.006456321	0.009598226	0.005851215	0.026969218	0.017964247	0.030408577	0.017365466	0.006171992	0.000886994	0.002829102	0.001071406	0.00072757	0.001512898	0.01103424	0.010293317	0.013285156	0.030895084	0.050831879	0.125579793	0.225413066	0.373129725	0.428770692	0	0	0	0.007224279	0.013826753	0	0.000547171	0	0.002583117	0.001940737	0	0.00088864	0	0	0.000580686	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061611929	0.066903665	0.065754161	0.085005258	0.076184059	0.028998921	0.053508825	0.067478444	0.059897665	0.093666379	0.043036116	0.024795969	0.064142965	0.012743731	0.00756966	0.072572195	0.03996733	0.067601542	0	0.009588266	0.002019312	0	0	0.00094199	0.012729803	0.007774192	0.014243625	0.006361672	0.029611191	0.011871129	0	0.003638897	0	0.039593712	0	0.010492726	0.005786741
PIK3R2	0.019443453	0.030019778	0.027594537	0.021914942	0.019052532	0.018598968	0.038435829	0.031491943	0.022647669	0.047402571	0.023752402	0.044391027	0.031401607	0.034152255	0.034217219	0.029614426	0.037107506	0.064472279	0.047739234	0.054795628	0.105474363	0.146309105	0.172397705	0.162326876	0.029521992	0.014431093	0	0.012582542	0	0.013842863	0.018803173	0.009749788	0.007507876	0.014119068	0.010856589	0.010840261	0.010213165	0.019143934	0.008171095	0.019399858	0.006374447	0.007504836	0.031021973	0.011530901	0.002935687	0.022636289	0.015080026	0.012297741	0.001024609	0	0.006778161	0.001016766	0.030747626	0.023604685	0.028779821	0.015480562	0.011994034	0	0.031974793	0.021704974	0.026022274	0.020284502	0.026992624	0.022713905	0.023322333	0	0.021914916	0.018351687	0.026499734	0.035339935	0.004826547	0.026593706	0.026161427	0.016931494	0.021624451	0.022074392	0.026067941	0.04055158	0.029854447	0.031786019	0.029516208	0.027706471	0.043476708	0.010982209	0	0.004684147	0	0.033864853	0.052169771
ABCB10	0.042344667	0.036461956	0.054094099	0.064510339	0.070832465	0.100754824	0.089997376	0.14152902	0.092211578	0.178281336	0.104269177	0.210924255	0.185365406	0.198781999	0.255822926	0.305134259	0.358969274	0.454256289	0.509255608	0.624012737	1.043832644	1.426350963	2.1496361	1.951449185	0.185202835	0.189904829	0	0.098152245	0.097747025	0.047107479	0.051048574	0.079639975	0.094557429	0.081441298	0.076258693	0.11335072	0.110920492	0.105927443	0.02227821	0.013367315	0.002396744	0	0.029825069	0.004101445	0.000735574	0	0.001469062	0	0	0.001903624	0.001538473	0.015041043	0.064599057	0.155135818	0.152869196	0.208856756	0.183384015	0.178759324	0.276411755	0.207639827	0.209061168	0.065020272	0.059801897	0.053565697	0.083834662	0.059917367	0.064713128	0.208319849	0.258225091	0.227989508	0.022124374	0.144691263	0.103708733	0.191066602	0.153071527	0.092275619	0.173648017	0.213567802	0.122781589	0.150984786	0.112388902	0.045711902	0.040914977	0.083089391	0.028924615	0.044650257	0	0.075795486	0.036805208
ERMAP	0.048911131	0.032278538	0.028450749	0.042618875	0.030433937	0.037627149	0.030137211	0.04810234	0.053011213	0.041592169	0.046343259	0.094768938	0.064169016	0.057826383	0.093341969	0.093245233	0.110848249	0.113099284	0.128190656	0.169843403	0.301482622	0.547415575	0.717947111	0.87859297	0.043436127	0.052446669	0	0.027716305	0.02202217	0.067420122	0.012428366	0.004288459	0.010585174	0.015781214	0.018119372	0.018524122	0.001106224	0.006258797	0.021689594	0.030272244	0	0	0	0.006180885	0.003042708	0	0.001965999	0	0.004423002	0.002682915	0.007970376	0.003691451	0.053860971	0.031873107	0.033559431	0.030632939	0.026920889	0.020386387	0.040223144	0.055951721	0.055905477	0.060091386	0.041813071	0.014557328	0.07445523	0.036791503	0.063248657	0.049154462	0.054310106	0.053688466	0.061184792	0.066460282	0.050312249	0.035415155	0.029718621	0.074649267	0.068183405	0.065193664	0.047598745	0.057670976	0.049267125	0.00173726	0.02281887	0.022608055	0.019224697	0	0.027139714	0.0348061	0
SLC22A16	0.062526144	0.056176136	0.075513037	0.078800652	0.071048342	0.092683046	0.098873139	0.126943854	0.124644188	0.090642939	0.025296897	0.025077019	0.02603045	0.010485107	0.012248041	0.029562503	0.028830755	0.03549436	0.092569168	0.148422322	0.360661834	0.52913969	0.812147036	0.659998999	0.056410537	0.071100501	0	0.01460646	0	0.054858428	0.089511125	0.08853289	0.100765428	0.125047119	0.073413028	0.089566424	0.03231252	0.102053008	0.125061228	0.179135695	0	0	0	0	0.000246317	0	0	0	0	0	0	0	0.140895385	0.142063073	0.127761128	0.117283166	0.079992913	0.055085339	0.071995366	0.060551559	0.032169248	0.003623982	0.003428303	0	0.007279244	0	0.00409819	0.084413017	0.088639218	0.075637086	0	0.049552242	0.010380082	0.010982	0.008798674	0.001887788	0.014645373	0.032222278	0.003487456	0.034878813	0.007089815	0	0.003176436	0.008477551	0	0.029962433	0	0.009316171	0
CCNE1	0.001971427	0.003713068	0.005061244	0.014567661	0.020118456	0.04411232	0.037066508	0.141114984	0.04441152	0.162974111	0.023853516	0.066849846	0.086038018	0.030858438	0.109419514	0.201757391	0.205718139	0.339279119	0.393708804	0.460169023	0.732799031	0.844242306	1.178913922	1.050745745	0.145897564	0.119565072	0	0.034225926	0.128618496	0.013052229	0.036908754	0.111036423	0.14137238	0.076742875	0.048558964	0.291389026	0.223911908	0.093979865	0.001140673	0	0.023047528	0.007091819	0	0.017437546	0.052750382	0.065322181	0.016878955	0.020953503	0.021883322	0.008400157	0.002966512	0	0.085485062	0.056935662	0.119642447	0.038886752	0.015154022	0.004753092	0.079766081	0.080910798	0.117870763	0.001400584	0.001749674	0.008645693	0.00580996	0	0.0051085	0.026275832	0.063396619	0.044865667	0.002770218	0.02609839	0.074315743	0.440376687	0.344802739	0.160957425	0.243942256	0.216346737	0.037374813	0.065473985	0.138164259	0.004718518	0.018053633	0.042023739	0	0.02194368	0.032088139	0.068923261	0.044984696
TAC3	0	0	0	0.000546249	0	0.000278104	0.001277297	0	0	0	0	0	0	0	0	0	0	0.002022339	0.001574576	0.001867414	0.020003781	0.104290839	0.310102105	0.120860138	0	0	0	0	0	0	0	0	0	0	0.001131022	0.001051339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203151	0	0.000491385	0	0	0	0	0	0.000671892	0	0	0	0	0	0.000397482	0	0	0	0	0.001229906	0	0	0	0.00093289	0	0	0	0.001644758	0	0	0.003735815	0	0	0	0	0
TMEM86B	0.022709253	0.01126864	0.009559414	0.018749733	0.016837287	0.017901267	0.021641862	0.034658289	0.02022243	0.031687194	0.009249253	0.032625261	0.042700863	0.04170414	0.0567992	0.062386175	0.085669554	0.079496836	0.113928012	0.116805512	0.189489874	0.307329655	0.492568888	0.538447676	0.041650589	0.039615438	0	0.038360249	0.045150335	0.022123066	0.020341396	0.021210448	0.024046496	0.033419981	0.028396639	0.019487069	0.019831468	0.041327303	0.018304228	0.028470381	0.03043236	0	0.036007767	0.012449002	0.014841991	0	0.0040467	0	0.002120827	0.014686382	0.002841232	0.018144557	0.088285834	0.027834426	0.026745363	0.036775718	0.043466993	0.080376709	0.05310154	0.053742212	0.056979322	0.020185392	0.029182062	0.035980806	0.034871976	0.016696754	0.024465677	0.039302092	0.045814048	0.037388129	0.017788819	0.032410656	0.035431197	0.031708715	0.021231276	0.046840459	0.032629273	0.04484023	0.016592634	0.025417623	0.030390661	0.009061258	0.036193443	0.036020978	0.016945494	0.0099503	0	0.034839594	0.018387299
DMTN	0.00936226	0.010123493	0.001450675	0.000686984	0.002341358	0.000616827	0.002383207	0.000734929	0.000910422	0.031776061	0.0320107	0.037742696	0.017143482	0.019523081	0.024257347	0.029310233	0.03955916	0.094412757	0.086352486	0.126188511	0.303399708	0.695252583	0.968147621	1.522433921	0.307030345	0.821251067	1.703148566	0.001604399	0	0.003119509	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01069962	0.057483502	0.00612715	0.031703543	0.040064567	0.032500043	0.079916955	0.066474889	0.024088438	0	0.000543761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005594817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013389079	0	0.017265203	0
SMIM5	0.038350256	0.020129307	0.013385375	0.009328007	0.010876752	0.005700921	0.009842005	0.004264732	0.003759237	0.014108897	0.020600809	0.019822975	0.028584364	0.018615035	0.023638501	0.024376158	0.018373288	0.01999696	0.037740974	0.043967904	0.109315824	0.257487256	0.522029198	0.559719391	0.042586402	0.162640765	0.465631771	0.033337803	0	0.011215319	0.011434247	0.006317876	0.02106438	0.021681748	0.015755778	0.012231191	0.001659677	0.002997004	0.017292867	0.024191324	0	0.01299432	0	0	0	0	0	0	0	0.003863635	0	0.001578342	0.004896273	0.005202879	0.006764229	0.005867872	0.003625393	0	0.006211912	0.002618097	0.001184008	0.001131543	0	0	0.002822045	0	0	0.004420447	0.002873763	0.00546582	0.001885507	0.003218925	0.007828139	0.017891163	0.008125084	0.003717402	0.001654221	0.001880213	0	0.001798426	0	0	0.02874373	0	0	0.005638076	0.021051276	0	0.002635772
FAM210B	0.231361319	0.225750364	0.242309181	0.227031452	0.186831759	0.199236228	0.243753606	0.238194085	0.184605734	0.216266159	0.235430346	0.287145592	0.424333105	0.559266148	0.655464356	0.593069073	0.76116669	0.739260694	0.814321236	0.910442774	1.257963143	1.50242328	1.948712333	2.018214779	0.338531635	0.393943333	0.419586503	0.110619002	0.067013182	0.129526749	0.063886197	0.031078887	0.042226802	0.042631418	0.044774323	0.099172907	0.035065819	0.064440025	0.006783843	0	0	0.009069407	0.028878857	0.033165672	0.083657667	0.033031071	0.065377133	0.037826171	0.043686871	0.050876293	0.039218387	0.038933342	0.237891533	0.202394817	0.207226544	0.197375908	0.174766527	0.127906617	0.139991437	0.140158041	0.124675686	0.228147686	0.218662172	0.081204122	0.172611409	0.147764224	0.20114457	0.162216252	0.16362716	0.15608992	0.042675342	0.153824518	0.071989322	0.10221724	0.086302524	0.069611035	0.092091954	0.133485279	0.055459609	0.122948536	0.076029092	0.081746045	0.026906273	0.045917789	0.194115485	0.168537127	0.147976173	0.268640672	0.161213682
CA3	0	0.003052376	0.00130595	0.002606944	0.002159664	0.000732549	0	0.001206885	0.001939289	0.002815908	0.001447716	0.007028153	0.006125399	0.0037938	0.00650226	0.009020332	0.013935014	0.022593284	0.018159107	0.035780337	0.110836836	0.542546683	0.932124557	0.903167487	0.023228112	0.058330621	0	0	0	0.003313101	0	0	0	0	0.001900761	0.002444595	0	0	0.000741008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001468628	0.002077313	0	0.000312944	0	0	0	0	0	0	0	0	0	0	0.001908039	0	0.000720644	0.003764329	0	0.000630163	0	0.003464942	0	0	0	0	0	0	0	0.001675771	0	0	0	0	0.029779972	0.016737674
TMOD1	0.015617756	0.021865243	0.011838707	0.006021692	0.015216313	0.002258065	0.005255868	0.000778422	0.000677437	0.013051818	0.03711243	0.212039687	0.190395818	0.418255974	0.476206236	0.384895863	0.479946793	0.384202246	0.361366442	0.370731549	0.409822982	0.505167044	0.931160911	0.812022199	0.012163594	0.013750675	0.219264508	0.013854029	0.007015424	0.00183862	0.00099733	0.001242511	0	0	0	0	0.000282301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001303412	0	0.000405214	0.001008726	0	0.000872797	0	0.002230161	0	0	0.00076372	0	0	0	0	0	0.001276645	0.003921106	0.000880902	0	0	0	0	0.001715312	0.002679489	0.000355957	0	0	0	0.000324306	0	0	0	0	0	0	0	0
SELENBP1	0	0	0	0	0	0	0	0	0	0.002225364	0.00152295	0.062695052	0.081051866	0.063319846	0.122518727	0.211336895	0.402952713	0.418926913	0.53698243	0.667501642	0.873283295	1.492374723	2.045544168	2.227387778	0.000672365	0	0	0.000653423	0.007015424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002226674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007463834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001025086	0	0	0	0	0.317804884	0.816787446	0.663430448	1.388934713	0.862431284
ATP1B2	0	0	0	0	0	0	0	0	0	0	0.000936668	0.004110233	0.010813803	0.008277492	0.016060162	0.026465944	0.048203969	0.05021275	0.070264432	0.083571757	0.19338846	0.30346842	0.610445391	0.697353002	0.001765457	0	0	0	0	0	0	0	0	0.003835562	0	0	0.000448114	0	0.000368822	0	0	0	0	0	0	0	0.00091775	0	0	0	0.002585772	0	0	0.000186535	0	0.000206604	0	0	0.000958741	0	0.002485627	0.001139626	0.001563179	0	0.001493812	0	0	0.000868316	0	0	0	0	0.001013495	0	0	0	0.000407741	0	0	0	0	0	0.000463346	0	0	0	0.007182943	0.008135624	0
SLC25A39	0.206274898	0.26645917	0.273131162	0.3542733	0.279684583	0.450221688	0.419709438	0.583150556	0.446769665	0.59830477	0.37188299	0.654766211	0.551017425	0.404117498	0.567113586	0.812879175	0.805396795	1.073707624	1.020003689	1.261054452	1.664587213	2.152956866	2.752062993	2.830114746	0.713777996	0.707596306	0.067465412	0.327948705	0.216629312	0.314499197	0.347802411	0.480378186	0.424866816	0.280672184	0.494958835	0.466628505	0.850857757	0.365225996	0.114837869	0.112664188	0.164652519	0.121878473	0.259402455	0.404458673	0.189618342	0.117278694	0.213604656	0.203560758	0.286293787	0.211374634	0.290732826	0.314619747	0.430838954	0.547872421	0.641934528	0.483482106	0.26783701	0.120175074	0.424231598	0.49592053	0.392600069	0.160599718	0.257001865	0.312058709	0.189677848	0.017217178	0.254555384	0.349277381	0.60884866	0.463827477	0.576240405	0.482639666	0.55218474	0.780865091	0.638195031	0.576162811	0.767905147	0.761274672	0.576217631	0.6086949	0.555873739	0.31336064	0.432689811	0.543153068	0.133585436	0.221225712	0.173272431	0.20896652	0.191691647
HBD	0	0	0	0	0.044456762	0	0	0	0	0.696991903	0.965888516	2.073100698	1.149278362	1.292442384	1.631110359	2.584756522	2.343203038	3.035045728	2.854266829	2.809603288	2.633602009	4.561495379	5.942060667	6.402230536	0.960105055	0.208180296	0	0.006427474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001145637	0	0	0	0	0	0	0	0	0	0	0	0	0.002820883	0	0.001885507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058015961	0.064532803	0	0
SNCA	0.170188969	0.135882956	0.10921627	0.158380523	0.105229287	0.165906053	0.19085177	0.227725926	0.154483818	0.295412972	0.220870783	0.298034625	0.214442277	0.228248328	0.267658714	0.335933221	0.300740957	0.420881943	0.668648491	0.64411177	1.066188351	1.640471002	2.079797904	2.235569154	0.747962884	1.765761675	3.622668741	0.021422595	0	0.06966107	0.05148893	0.031683252	0.025777278	0.043634536	0.044428865	0.037243328	0.008553427	0.018321142	0.0079158	0.007999694	0	0	0	0.009989732	0	0	0	0	0	0	0	0	0.129824545	0.243176848	0.28137406	0.14489191	0.05456943	0	0.15807629	0.154510357	0.070302829	0.020438977	0.007630034	0.013180942	0.030909345	0	0	0.135841656	0.25143926	0.156241604	0.032484836	0.163962481	0.15609637	0.096647682	0.179763044	0.155142013	0.191501653	0.238912403	0.104299099	0.167583626	0.108698407	0.019196603	0.097184364	0.171145627	0.018065202	0.031144196	0.024813915	0	0.003656239
HAGH	0.111808354	0.086775021	0.068037289	0.062286524	0.060019783	0.060302673	0.079611923	0.097902073	0.060599431	0.111548957	0.067710245	0.233186012	0.183075438	0.201810539	0.319071492	0.352739661	0.467389206	0.495477737	0.643852237	0.821367246	1.147805973	1.224823252	1.376247974	1.948716729	0.185644316	0.341447315	0.164166824	0.040652504	0.048079644	0.060417999	0.046049424	0.055194942	0.057812444	0.108828183	0.055222627	0.032674769	0.032311904	0.023559357	0.026311714	0.024488168	0.003619954	0.046792222	0.03590107	0.613834801	0.130494764	0.113981748	0.119917002	0.113894062	0.090174613	0.109381429	0.082334594	0.13365488	0.093896404	0.055503162	0.094923594	0.040930829	0.02528331	0	0.038451007	0.048773728	0.042946896	0.099127285	0.099666246	0.049519543	0.053961352	0.036981888	0.397151082	0.034056859	0.05528074	0.038869623	0.05490827	0.071104674	0.0987652	0.141003606	0.179761619	0.198715593	0.090869849	0.088560966	0.069121651	0.061144298	0.07215131	0.063296912	0.12220807	0.065727972	0.174231283	0.113151651	0.153407559	0.165711414	0.14201416
SPTA1	0.004053246	0	0.001629108	0	0.001062049	0.000965929	0.002347215	0.001017212	0.003495163	0.015332064	0.022933065	0.175251576	0.111254601	0.098186102	0.17048428	0.165644514	0.335518435	0.410344894	0.460445059	0.637696614	0.921350726	1.163610569	1.452498116	2.013893819	0.067064543	0.033749385	0	0	0	0.009015381	0.012386944	0.019982513	0.028565359	0.064878368	0.012894033	0.019138553	0.00224478	0.015570389	0.188927123	0.265798534	0.046640888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000327452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019569549	0.012324742	0	0
PAQR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000300792	0.001491103	0.013537279	0.159912118	0.377265235	0.438742462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000850768	0	0	0	0	0	0	0.000696933	0	0	0	0	0	0	0	0	0	0	0	0.003749344	0	0	0	0.001210248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPGM	0.025747731	0.038818538	0.047211983	0.058138246	0.056663506	0.070454509	0.06216435	0.087115308	0.08146453	0.131484628	0.08090339	0.128319834	0.152269223	0.153267576	0.169300422	0.158417128	0.171812803	0.178091445	0.192970364	0.230903216	0.267533249	0.58343424	0.475737283	0.498695496	0.081302085	0.114556286	0	0.048179244	0.091265145	0.072689816	0.114520279	0.161435146	0.140030726	0.157319537	0.214463526	0.17224368	0.127678066	0.278790508	0.053738791	0.07748021	0.089002872	0.011298343	0.068099821	0.072643194	0.102188237	0.217114801	0.120048329	0.134320244	0.113943587	0.106082804	0.109648446	0.229782845	0.038702506	0.068162711	0.079615905	0.048579812	0.026968135	0.019949442	0.031197744	0.033966447	0.048808653	0.02809105	0.025611044	0.070082786	0.04022012	0.066222	0.024079745	0.040886105	0.050953862	0.041352542	0.10291546	0.053489638	0.04631571	0.091225504	0.081257119	0.072734733	0.050059755	0.055164307	0.032439601	0.03393955	0.045459496	0.022916954	0.039295813	0.028748141	0.097516178	0.112810897	0.108040583	0.107350891	0.11167525
SNX22	0	0.002553682	0.002454912	0.001857697	0.002673562	0.003435056	0.00386885	0.005927246	0.002953967	0.004470311	0.005273243	0.008652817	0.011835995	0.008628565	0.009743292	0.01348116	0.026987178	0.024019526	0.048646077	0.084034843	0.200470541	0.414333226	0.631465405	0.798508701	0.006687689	0	0	0.007145768	0.019295116	0.011130625	0.032225581	0.078395775	0.052066925	0.034895412	0.051081864	0.056749446	0.126633986	0.026434856	0.031343981	0.026130226	0.139745872	0.188352771	0.20511884	0	0.003805302	0.005806968	0.006452388	0.001598422	0	0.007479875	0.011197308	0.006973273	0	0.003983366	0.002968685	0.004398364	0.001531883	0	0.009180801	0.005313512	0.00202241	0.001838933	0.002639566	0	0	0	0.005636453	0.004191272	0.004432682	0.003187217	0.007190992	0.007925887	0.002019785	0	0.009003835	0.008751821	0.003600442	0.001015914	0.007886173	0.002135431	0.00274061	0.005755987	0.023607155	0	0	0.030616479	0	0	0.013630192
SLFN14	0.001777237	0.000392524	0.001071625	0.001285945	0.002207222	0	0.001091958	0	0	0.003506359	0.004053273	0.001257262	0.000336092	0.001313556	0.001284724	0.001322841	0	0.004103189	0.002716445	0.002376075	0.007510677	0.021743313	0.057774162	0.087115563	0.004477282	0.003318401	0.037640933	0	0.005694943	0	0	0	0	0	0	0	0	0	0.000674127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254593	0	0	0	0	0	0	0	0	0.000417832	0	0	0	0	0.000215228	0.000275786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A37	0.243519369	0.288721818	0.285784453	0.309743265	0.300727982	0.351245399	0.374974898	0.313850317	0.279928618	0.398731599	0.357151561	0.43193616	0.497054097	0.577711402	0.616596677	0.596108977	0.711602382	0.708984682	0.723706319	0.852828029	1.58704274	3.652421285	4.612232117	4.917306087	0.373102795	0.189634583	0	0.287212623	0.231874831	0.210639161	0.20409962	0.196935876	0.241910521	0.248743189	0.184849423	0.27859665	0.167579354	0.30465783	0.15423043	0.195040986	0.038435667	0.020832181	0.067439435	0.012325241	0.029409065	0.074424418	0.038834907	0.016187192	0.036435712	0.01962454	0.014095745	0.002625933	0.442192833	0.405776741	0.409409899	0.489451002	0.477150845	0.550013105	0.39592256	0.438718852	0.536708379	1.157982802	0.854460638	0.508425011	0.866686912	0.439318916	0.299696414	0.427940404	0.368895801	0.419171332	0.149385344	0.247280054	0.08518265	0.136560287	0.091783377	0.046363866	0.241048033	0.258460022	0.298837597	0.292021453	0.418745902	0.234640838	0.032350071	0.09526704	0	1.094135065	1.29385198	1.049562633	1.557013111
