UID	Chondrocyte	MEC	AF2	AF1	SCMF	Pericyte	ASMC	VSMC	Mesothelial	Neutrophil	maDC	IM	AM	iMON	pMON	cDC1	cDC2	pDC	PNEC	Megakaryocyte/Platelet	Plasma	CD8 T	NK	ILC	CD4 T	Treg	B	Mast/Basophil	CAP1	CAP2	AEC	SVEC	VEC	LEC	Ionocyte	Tuft	Basal	Suprabasal	Ciliated	AT1	RAS	AT2	Deuterosomal	Goblet	Secretory	SMG Basal/Duct	Mucous	Serous
VGLL3	0	0.077338656	0.622350187	1.284267962	0.405441083	0.341740311	0.555895342	0.472287037	0.81971375	0	0.006557323	0.009051208	0.21259054	0.003669029	0.000754952	0.06442312	0.00225028	0.009753923	0	0.255394333	0.017680489	0.010040023	0.005109274	0	0.005756442	0	0.009241111	0.013841085	0.024671729	0.012469225	0.012242579	0.014778767	0.005579534	0.004907973	0.014494907	0	0.050717737	0.048696965	0.083833638	0.034807534	0.01294762	0.020191522	0	0.006884139	0.016027865	0.004076081	0.002295621	0.000861341
MAMDC2	0	0.002961515	1.002332844	1.944728075	1.232642816	0.071807057	0.356746014	0.154823527	0.34195052	0	0.17876684	0.357952953	0.143365458	0.116723287	0.179815158	0.274848143	0.210621556	0.047087312	0.043237634	0	0.068081649	0.147405284	0.075600799	0	0.156209027	0.13873377	0.148164862	0.116291262	0.106962958	0.058734691	0.061370655	0.056571922	0.158703825	0.21259506	0.322244643	0	0.153542161	0.076551026	0.134068326	0.291146849	0.128753321	0.308697156	0.014317496	0.014223651	0.103231552	0.005892284	0	0.001493068
LRRN3	0	0.011245571	0.025298219	0.420607607	0.002349115	0.143482307	0.017246284	0.033508946	0	0	0.020015547	0.008189241	0.004024012	0	0.001808379	0.002737808	0.000759193	0.009636657	0.011142495	0.045349793	0.005692763	0.003075472	0.003307218	0	0.032914442	0.005353385	0.012184182	0.003795343	0.044080267	0.005839301	0.129562508	0	0.008416444	0.010777879	0	0	0.0081258	0.00242833	0.009700235	0.011145273	0.015690482	0.024025335	0.029232053	0.004728462	0.008769294	0	0	0
EMILIN1	0.840718615	0.751298037	0.730284036	1.359781212	0.791128617	0.395786595	0.792803966	0.615829239	0.23854539	0	0	0.0378635	0.021741169	0.012321479	0.005071066	0.021114411	0.019275338	0.107860977	0.005301589	0.486710751	0.008045095	0.002841845	0.010075854	0	0.003626347	0.005258341	0.000820973	0.02505299	0.008294949	0.019203055	0.006070144	0.001275796	0.000981596	0.369213705	0.002480514	0.005319675	0.010742346	0.011675926	0.004681228	0.010011918	0.001387774	0.012752716	0.0026128	0.032807387	0.003107877	0.008059205	0	0.001175387
CAMK2N1	0.963716023	0.075458276	0.371601255	1.253392557	0.382773684	0.480156388	0.280198346	0.636121287	0.024112211	0	0	0.010772712	0.002368263	0.008665287	0	0	0.028198005	0	0.826373494	0	0.008605069	0.038960399	0.012559033	0	0.039819368	0	0	0.014692652	0.019473785	0.014397897	0.015071441	0.008060531	0.007718359	0.131317572	0.188037329	0.095905339	0.032730191	0.008523567	0.001673735	0.002633539	0.004656824	0.003810698	0.002313837	0.049846473	0.021089333	0.050523163	0	0.00424954
MCOLN3	0	0.126881347	0.051406377	0.606204328	0.017492872	0.05018031	0.062935434	0.02266915	0.043287716	0	0.058612252	0.047563533	0.018961905	0.00488338	0.002063441	0.011251795	0.026690517	0.004956952	0.221958198	0	0.001512897	0	0	0	0.012899038	0	0	0.001495555	0.008011204	0.002028881	0.000980686	0.000699352	0	0.001514284	0.059301296	0.046055175	0.082928436	0.01777003	0.009461501	0.136956835	0.015616849	0.023537383	0.050767119	0.043683449	0.00240596	0.014593489	0.005412896	0.053720707
ELN	0	0.471289926	1.86119778	2.303316775	1.687315995	0.181784976	1.395489431	1.402217155	0.419888519	0.021123796	0.001905897	0.015467322	0.022140907	0.007748694	0.013446644	0.022092425	0.019912784	0.009754561	0.068101887	0.110259748	0.002898288	0	0.01607758	0	0.005792576	0.044801883	0.011943505	0.024413156	0.110173207	0.215240946	0.696095154	0.119262991	0.529327142	0.759675923	0.007876524	0	0.611177757	0.088711005	0.318195436	0.009548471	0.008155672	0.043646548	0.012990619	0.017221018	0.015875752	0.018019345	0.0060602	0.090418613
RSPO2	0	0	0.007445184	0.324607236	0	0	0	0	0.00528864	0	0.086868572	0.009840715	0.008535122	0.007726258	0.001173264	0.014869529	0.009916314	0.009753923	0	0	0.004939465	0.001990496	0.007860811	0	0.0059206	0	0.008222911	0.019400907	0.003360803	0.001679368	0.005031677	0.012631157	0	0.005107196	0	0	0.002876597	0	0.012965115	0.010833889	0.00827315	0.005201756	0	0	0.003508466	0	0	0
NCAM2	0	0.071241825	0.221827446	0.743963988	0.094691172	0.036860486	0.020303047	0.017480628	0.121532686	0	0.031104428	0.027040553	0.026336039	0.018817874	0.027451414	0.004813792	0.023936059	0.056825937	0.092511892	0	0.012183074	0.024167562	0.03104357	0	0.018046441	0.011984784	0.022446398	0.019303583	0.026419317	0.015832328	0.011497646	0.022029895	0.004786868	0.041117981	0	0.031044063	0.027297887	0.000440173	0.023235381	0.048918139	0.02636974	0.079034282	0	0.01397795	0.033844986	0.001714311	0.013884768	0.005161499
ROBO2	0.439583858	0	0.414874409	1.336003561	0.740503054	0.168273905	0.0873398	0.018361025	0.584976883	0	0.058490499	0.075821612	0.087719526	0.058948819	0.04794193	0.146213738	0.073665562	0.020668859	0.067458479	0	0.095122375	0.063090794	0.080863188	0	0.046533043	0.061932053	0.096468218	0.056714904	0.090470926	0.074066617	0.080765724	0.081721561	0.092279434	0.089076377	0	0	0.067248429	0.134891313	0.071877501	0.048853964	0.210546824	0.068187518	0	0.003432949	0.068808193	0.001052693	0	0.015293576
LTBP4	1.714297223	0.503347454	2.149377595	2.311237137	1.270169663	0.394974252	0.633648435	0.88814169	0.932821616	0	0.1037028	0.074574488	0.107451097	0.040598717	0.060198369	0.0831465	0.133392858	0.10942285	0.230817656	0.134406215	0.13358785	0.168333591	0.144126705	0.617389134	0.13885306	0.244965779	0.120786128	0.080293748	0.084253958	0.04468152	1.248602874	0.198732306	0.147665515	0.712037819	0.207926253	0.366150263	0.882087079	0.425650708	0.105629142	0.473726462	0.20359187	0.169367714	0.226883146	0.363066163	0.147155067	0.373166894	0.325157091	0.138911309
CYP7B1	0	0.06303021	0.209742045	0.838806203	0.129805777	0.122551718	0.032079434	0.189164434	0.050232765	0	0.28834657	0.019239447	0.019293388	0.016459524	0.010901963	0.008339635	0.015692057	0	0.062450068	0	0.000801436	0	0.010151614	0	0.013671315	0.026821456	0.007569349	0.139841135	0.013347591	0.006713504	0.014888232	0.076660582	0.022140622	0.017857907	0.005720277	0.0269341	0.141423518	0.048109769	0.039754029	0.093368427	0.145674173	0.132896654	0.011996469	0.076409243	0.188697392	0.052077748	0.058496865	0.034759401
SFRP2	1.285534711	0.516522297	2.477729426	0.250086966	0.372973866	0.008547487	0.001787307	0.001964753	0.024551952	0	0	0.003055729	0.005261588	0.002388682	0.003688819	0	0.002672238	0	0	0	0.000381057	0.001649048	0.005954323	0	0.001281211	0.007141844	0.001713187	0.001799477	0	0.004406318	0.000539315	0.001482069	0.001189681	0.001529418	0.004342697	0.101890621	0.031349755	0.042003572	0.006433759	0.001978205	0.005092041	0.003744867	0.014432216	0.075129893	0.065310618	0.011125119	0.00527197	0
SCARA5	0	0	1.757725589	0.125088055	0.020321644	0.08434459	0.001903364	0.00125828	0.006733477	0.020473383	0.052323102	0.004216789	0.003922495	0.006165614	0.002692223	0.019657868	0.003597908	0.224076107	0	0	0.00334875	0	0.002104847	0	0.006317616	0	0.00908868	0	0	0.004137921	0.001414129	0.001428121	0.007954871	0.001356383	0.009528606	0	0.001107056	0	0.00427016	0.001089131	0.00842083	0.004861312	0.007768158	0.000439182	0.001697709	0	0	0
MFAP5	0	0.052319372	2.107576182	0.0106116	0.137847192	0	0.054437165	0.002414319	0	0	0	0.035312696	0.047065732	0.004747618	0.015136564	0.006375644	0.008770706	0	0.006705591	0	0.002535789	0.001504533	0.006230309	0	0.004462388	0.00396049	0.011118179	0.004868197	0.000623258	0.00134825	0.01732244	0.029787968	0.001719616	0.00388469	0	0.006634586	0	0.000403594	0.01134676	0.016211208	0.005518033	0.014169129	0	0.00031449	0.015885265	0.001627201	0.006444626	0
PI16	0	0	1.565198625	0.070855419	0.044712418	0.003191508	0.012792698	0.002367427	0.010325535	0	0.012960437	0.001282544	0.003659029	0.000901914	0.002586702	0.011725502	0.000887409	0	0	0	0.003428575	0.001290669	0.005948929	0	0.05039075	0.024193433	0.006384971	0	0.01003204	0.004700632	0.079052024	0.009784425	0.004555651	0.005420403	0	0.001988847	0.009528435	0	0.006164167	0.000968276	0.006656378	0.001329669	0.005028578	0	0.004808713	0.001287759	0.004237002	0.009038957
HTRA3	0.338795554	0	1.370068509	0.587676188	0.21316785	0.095745571	0.014486061	0.005994004	0.014436927	0	0	0.001513321	0.001587896	0	0.004269849	0	0.002430822	0	0	0	0.027696119	0	0.005283468	0	0.003467935	0.001770893	0.004331908	0.005451012	0.003596555	0	0.055112321	0.018021078	0.011771338	0.008313635	0.009528606	0	0.00626261	0.000654839	0.001515633	0.0116663	0.001753847	0.001951436	0.00538461	0.009968506	0.001046856	0	0	0
FBLN2	0.87061073	0.451335624	2.221983252	0.713974492	0.069088625	0.022515033	0.002067415	0.028213292	0.353119408	0	0.04804364	0.007964005	0.007639873	0.003434595	0.004156666	0.051323718	0.031470449	0.002116478	0	0	0.000360986	0.040053494	0.013196436	0	0.021891615	0.033891727	0.012342016	0.175823504	0.000735072	0.003987041	0.819362247	0.453724603	0.143305394	0.190051967	0	0.007874553	0.16787027	0.006385491	0.010700261	0.007738236	0.012790944	0.005884532	0.02729743	0.0602265	0.131105298	0.394179234	0.021139591	0.00386238
IGFBP6	0.905485834	1.844947774	3.213758876	0.737195422	1.047205314	0.440300467	0.95868803	1.405922499	1.63031177	0	0.036254067	0.0529206	0.022063803	0.015523495	0.040064661	0.000845683	0.024694049	0.099655432	0.106661607	0	0.131155545	0.053692539	0.007389253	0	0.019882243	0	0.008373526	0.010703568	0.012974335	0.058873633	0.108639104	0.108712981	0.037386962	0.056438646	0.102842381	0.269672728	1.07156596	0.380668114	0.050529645	0.019098453	0.114867345	0.150132603	0.229429039	0.123691792	0.03076912	0.195175495	0.10888648	0.059112143
FBLN1	1.784440362	1.114305788	3.792429248	3.227840671	1.374553941	0.203353191	0.87695964	0.141551739	0.841805645	0.021463168	0.017872027	0.022098936	0.024860927	0.013360536	0.01490269	0.005048848	0.025058182	0.094107527	0.032682432	0	0.060621103	0.007541321	0.022888833	0.537340539	0.030011986	0.114446347	0.019398036	0.017448742	0.039899155	0.056435652	0.015749031	0.013381804	0.004286032	0.051814702	0.088964558	0.109270681	0.84942206	0.562893438	0.048704185	0.014131362	0.112110066	0.030561703	0.172267271	0.199266	0.10971353	0.568584862	0.015579156	0.021942996
CD248	0	0.056769965	1.22592638	0.144036192	0.197306631	0.521696198	0.01049719	0.21724594	0.217339171	0	0	0.0039387	0.002103745	0.001536147	0.001185572	0	0	0	0	0	0.002135216	0.007551002	0.00112868	0	0.037745942	0.007195599	0.006097983	0	0.006838058	0.001874016	0	0.000821651	0.001403192	0	0	0	0.004634811	0.000961132	0.000429624	0.00036992	0.024420226	0.000521108	0	0.001958439	0.00401494	0	0	0
PDGFRL	0.609914027	0.449178828	1.275829142	0.143679506	0.352056991	0.066522342	0.099130635	0.04907802	0.554497732	0	0.0209905	0.004787652	0.001250952	0.001195924	0.001556482	0.050843755	0.001942917	0	0.145522569	0	0.037351983	0.001628615	0	0	0.001477666	0	0.000922708	0	0.005549474	0.005867229	0.015845485	0.051937236	0.038682723	0.019937339	0	0	0.04609689	0.011290913	0.023500189	0.008832016	0.032971595	0.126073982	0.016098487	0.036542819	0.080378618	0.006520488	0.085380736	0.0145864
PODN	0.400482097	0.151249422	1.747495487	0.738477481	0.669959043	0.053415177	0.553771983	0.366551431	0.325913355	0	0	0.002528576	0.002006044	0	0.001390873	0	0.001521816	0	0	0	0	0.003851448	0.054640489	0	0	0.008465781	0.001067802	0	0	0.003581113	0.034224501	0.010998177	0.002270175	0.001038626	0	0.0144421	0	0.002122379	0.002381757	0.002496574	0.003170281	0.01208792	0	0.001512468	0.000544495	0.000954846	0	0
ABCA8	0.338795554	0.010420802	1.819936499	1.349631898	0.262094491	0.025726696	0.144375286	0.02780335	0.843198524	0	0.049121977	0.021357052	0.012029474	0.00622197	0.004446481	0.002181294	0.009126716	0.002123729	0.00223879	0	0.007593961	0.003028919	0.009767398	0	0.002158138	0	0.011331461	0.021013349	0.013003284	0.007902298	0.025430018	0.004973166	0.002771799	0.008603062	0	0	0.026169179	0.000402212	0.009022223	0.610228331	0.032785806	0.035630524	0	0	0.01342504	0	0	0.025517892
GAS1	0	0.909201152	1.140311964	0.253668923	0.23835378	0.045220149	0.117531452	0.126492908	0.911625338	0	0.012256085	0.004299273	0.005666635	0	0.001074737	0	0.00986757	0.01534375	0.001972749	0	0.002370037	0.00295489	0.018077204	0	0.003606695	0	0	0.007497668	0.00520928	0.002946156	0.025493234	0.010390759	0.006330458	0.019485099	0.00713092	0.003767574	0.040940435	0.133714703	0.002200244	0	0.003006887	0	0.000709857	0.010716858	0.013029472	0.083578147	0.001432887	0.018849899
SFRP4	0.778379412	0.028898871	1.447885953	0.304219897	0.583744311	0.028849051	0.158497617	0.116077129	0.001384342	0	0.017260243	0.01536231	0.011958069	0.006668157	0.011193912	0.002411972	0.003906488	0	0.020634905	0	0.020972833	0.003017423	0.003328908	0	0.007516664	0	0	0.007210495	0.00228986	0	0.013033098	0.004358449	0	0.000763592	0.092808503	0	0.004434388	0	0.032108054	0.056911963	0.082762895	0.103794039	0.007123897	0.005259222	0.006727179	0.004099521	0.01398662	0
OMD	0	0.010874159	1.239121982	0.367149355	0.193460989	0.006290981	0.012141382	0.051605301	0.550449844	0	0	0.015464871	0.036453353	0	0.007593206	0.049727636	0.001724642	0	0.000891924	0	0.005439676	0	0.00489775	0	0.005830936	0	0.016112612	0.001913334	0.00838904	0.006716508	0.150147941	0.048019511	0.161254125	0.004873478	0.009528606	0	0.016752755	0	0.003248934	0.000846254	0.000449896	0.004101319	0	0.037941162	0.013502621	0.004317021	0	0
FBN1	1.212617355	0.018315001	2.228648141	1.099267474	0.895422058	0.322512433	0.608831775	0.308316234	0.629496301	0	0.040798893	0.009988086	0.096995372	0.002872832	0.010781824	0.039878547	0.015685407	0.008289505	0	0.052087748	0.032719634	0.002953831	0.007871417	0	0.007841478	0.00376306	0.007858362	0.024680446	0.036130024	0.016425817	0.396034316	0.379764427	0.446012538	0.58759617	0.001272229	0.005894244	0.102967121	0.163658668	0.0385806	0.00953823	0.175163022	0.009755729	0.048139101	0.014162222	0.080306778	0.005853684	0.004557211	0.018973748
AOX1	0	0.077909962	1.381304357	0.581376282	0.388151658	0.021280086	0.149167411	0.027097816	1.01561276	0	0.00150466	0.00529929	0.007526561	0.004689164	0	0.001813202	0.008968629	0.003258031	0.0250844	0	0.001916262	0.00236767	0.001329951	0	0.001537929	0	0.001588991	0.007658072	0.0051948	0.019040302	0.001665518	0.006915892	0.031866508	0.003166639	0	0.001988847	0.049968859	0.011614204	0.004358394	0	0.037930005	0.010495811	0	0.003143193	0.019150483	0.085927368	0.006753038	0.037718085
PRRX1	1.159160466	0.893616043	1.609439586	0.765323034	0.660991665	0.364544968	0.154874893	0.395468099	0.336071388	0.033872794	0	0.004213984	0.010497732	0.001511525	0.0014808	0.002835079	0.00410666	0.0108048	0	0	0.026477126	0.001161232	0.006419526	0	0.00092367	0.024869841	0.001305442	0	0.005390305	0.004716112	0.006977617	0.00227583	0.009530553	0.002797206	0	0	0.014838805	0.018200564	0.007785614	0.004401156	0	0.005948962	0	0.006375063	0.003607509	0.005450842	0	0
CILP	0	0	0.528946465	0.019963185	0.079248008	0.003039899	0.002503928	0	0.014407656	0	0	0.001452391	0	0.002571624	0.001247881	0	0	0	0	0	0.000498404	0.009668797	0.002791019	0	0.001778808	0.003299853	0.001102117	0	0.002963771	0	0.002810533	0	0	0.000669537	0.001384495	0	0	0.00108471	0.001602997	0.001724399	0.000504629	0	0	0.062593655	0.026609418	0.001811635	0.001874198	0.004984014
FGF7	1.229368181	1.587328605	1.841355959	1.418286421	0.578712456	0.050501164	0.300199205	0.109086207	0.239684886	0	0	0.008459849	0.014823336	0.006580283	0.004317714	0.00236104	0.005547347	0.002416466	0.200979908	0	0.012082549	0.004237093	0.012294692	0	0.001288731	0.020667168	0.000945932	0.02187194	0.026048674	0.042463311	0.013424836	0.031449436	0.013763449	0.02438525	0.035225158	0.095196468	0.125527105	0.086537188	0.038341807	0.103528628	0.021055828	0.315145265	0.077982682	0.052235421	0.026265678	0.213574304	0.082432781	0.143182922
MMP2	1.854288651	0.824308874	2.472697096	2.449144238	1.520099012	0.263756112	0.437973038	0.066708117	0.250390082	0.017366275	0.15937078	0.218844394	0.248008597	0.065116876	0.012076686	0.099730712	0.131339764	0	0.00221509	0	0.008936007	0.016664667	0.003007325	0	0.023548403	0.068874587	0.008420304	0.036830402	0.018657118	0.014372391	0.263215336	0.0744617	0.013154476	0.234922778	0.003965459	0.005894244	0.15451136	0.021486441	0.021261146	0.008823002	0.007142257	0.010364246	0.005781751	0.003422782	0.005116488	0.013186429	0.001834219	0.006770899
TWIST2	1.150930812	0	1.093368708	0.296923723	0.456029746	0.175122862	0.169491602	0.125121124	0.469012794	0	0	0.019493059	0.002147799	0.007371228	0.001676855	0	0.001175636	0	0	0	0.019931376	0.001424647	0.002662322	0	0	0.00396049	0	0.003083358	0.005427308	0.003110844	0.001931615	0.008398423	0	0.039510258	0	0	0.096824124	0.019577931	0.010475674	0.037400412	0.025419324	0.253520823	0	0.021610553	0.042430316	0.009829513	0.010754181	0
VIT	0.523564511	0.028429048	0.678965952	0.0451019	0	0	0	0	0.025164462	0	0.007282694	0.007314375	0.006918377	0.004009455	0.002650653	0.003776095	0.006586054	0.007970388	0.040464964	0	0.004464809	0.005968954	0.052365403	0	0.009508735	0	0.019340734	0.021605627	0.001636669	0.001869628	0.006392882	0.017579034	0	0.003816102	0	0	0.045610173	0.002600869	0.01807999	0.004281465	0.000426355	0.005213675	0	0.017085312	0.042890938	0.000459872	0	0.004883769
SPOCK1	0	0.022015224	1.105881051	0.069205171	0.148138901	0.008596685	0.124164663	0.004763341	0.121398584	0	0.04395328	0.040310427	0.032208486	0.067434752	0.09248912	0.032694522	0.053765171	0.002372473	0.837013461	0	0.007553299	0.010028957	0.013069221	0	0.017610581	0.131717016	0.029429542	0.016953623	0.00536181	0.012344116	0.059485546	0.027345917	0.019968767	0.034099333	0.075779145	0.006638928	0.063958337	0.015180351	0.134530668	0.011981522	0.016438564	0.020464665	0.008600972	0.013373796	0.016593421	0.050283937	0	0
PCOLCE	2.016762254	0.076872477	2.058092868	1.604414083	1.190162086	1.171188481	0.112385593	0.676782849	0.874345969	0.019903431	0.007741562	0.011495195	0.045486991	0.016481483	0.034178572	0.030080387	0.031176214	0.00586856	0.009806308	0	0.002717434	0.01951183	0.034099258	0	0.023740929	0.018323572	0.013852584	0.015307879	0.012923106	0.006736484	0.024951503	0.022643719	0.009243728	0.004606783	0.076913864	0.011812264	0.070044323	0.039750968	0.140031558	0.098500171	0.055106559	0.026652032	0.348963945	0.023063558	0.023249296	0.026581613	0.009339505	0.003428102
FSTL1	1.551412909	1.163796582	2.533618649	1.702197132	1.350460947	0.897546313	1.487714435	0.94256434	1.391547661	0.14786797	0.03943397	0.018200552	0.011683443	0.007151906	0.001541752	0.006933216	0.007295438	0.009452246	0.028546014	0.782674041	0.005011329	0.004806354	0.006585868	0	0.012276692	0	0.007141641	0.00282404	0.178964398	0.148976094	0.586622678	0.406316548	0.432086918	0.173660443	0.016331662	0.174800127	0.309876303	0.240486328	0.556259307	0.609400282	0.215056704	0.028481942	0.414067226	0.24953718	0.324995826	0.355980392	0.053072898	0.039131166
MYOC	0.450988769	0.007005856	0.730725006	0.113346319	0.106680492	0	0.222344617	0	0.008340347	0	0.027487818	0.00452206	0.00189177	0	0	0	0.00337349	0	0	0	0.003079362	0.001245689	0	0	0.001778808	0.002640483	0.001033574	0	0	0	0.000359271	0.001221029	0.001134648	0.004141184	0	0	0.000952434	0.000482799	0.002161308	0	0.004818384	0.001138368	0	0	0.000661391	0	0	0
