UID	Lymphatic EC proliferating	EC aerocyte capillary	EC general capillary	EC arterial	EC venous pulmonary	EC venous systemic	Lymphatic EC differentiating	Lymphatic EC mature	Peribronchial fibroblasts	Pericytes	Subpleural fibroblasts	Adventitial fibroblasts	Alveolar fibroblasts	Smooth muscle FAM83D+	SM activated stress response	Smooth muscle	Myofibroblasts	Mesothelium	Neuroendocrine	AT0	AT1	AT2 proliferating	AT2	Multiciliated (nasal)	Multiciliated (non-nasal)	Deuterosomal	Hillock-like	Club (nasal)	Basal resting	Suprabasal	Ionocyte	Tuft	pre-TB secretory	Goblet (nasal)	Goblet (subsegmental)	Club (non-nasal)	Goblet (bronchial)	SMG duct	SMG mucous	SMG serous (bronchial)	SMG serous (nasal)	Hematopoietic stem cells	NK cells	T cells proliferating	CD4 T cells	CD8 T cells	Plasmacytoid DCs	DC1	Migratory DCs	Mast cells	B cells	Plasma cells	Alveolar Mph proliferating	Monocyte-derived Mph	Alveolar macrophages	Alveolar Mph CCL3+	Alveolar Mph MT-positive	Interstitial Mph perivascular	Classical monocytes	Non-classical monocytes	DC2
WDR38	0	0.001396869	0.01939704	0.015433593	7.93E-05	0.014142586	0	0.007142057	0.074432034	0.000870165	0.003184441	0.002332862	0.00624667	0	0.045902892	0.016253022	0.000365767	0	0.007152119	0.002751151	0.001358156	0.001235768	0.002472898	1.012091395	1.295468204	0.983263956	0.011925929	0.01300389	0.011592803	0.012661747	0.010115258	0	0.010223612	0.02949979	0.022294547	0.027102558	0.048349465	0.020875389	0	0.026081433	0.002778144	0	0.013522329	0.016703524	0.010587873	0.024056329	0.061023065	0.040134413	0.009971134	0.012396476	0.014778948	0.006720569	0.003913487	0.007236851	0.003133128	0.012581309	0.006301852	0.003101758	0.009623757	0.002832224	0.014664075
C1orf87	0	0.000418354	0.009226146	0.002512938	0.00118018	0.00494068	0	0.007907	0.043286778	0	0	0.005257615	0.000524818	0	0.026087986	0.001514282	0.045082185	0.007425773	0	0.002256746	0.005536216	0	0.00168656	0.365413269	0.672410171	0.157886306	0.001673881	0.002394792	0.012529034	0.007393262	0.009303506	0	0.001850415	0.014046162	0.010258784	0.011681171	0.007752311	0.004880173	0.000734405	0.000260469	0	0	0.003862639	0	0.007728235	0.0069426	0	0.008837335	0	0.002702601	0.004324845	0.00283386	0.002442724	0.001839998	0.002585717	0.010359569	0.002172382	0.008345151	0.009623618	0.001297373	0.003816746
FAM183A	0	0.023079842	0.049177116	0.021326395	0.010637508	0.066062245	0	0.021781436	0.139602177	0.005291205	0.008784658	0.018178168	0.004283225	0	0.015843145	0.032289757	0.00251853	0.01957889	0.095638042	0.077129435	0.023844741	0.041994578	0.014642939	2.58916821	2.584974168	2.14280586	0.069902358	0.078466409	0.105293462	0.081677959	0.098477854	0.057411995	0.04776094	0.155041513	0.1167308	0.113047859	0.085297843	0.049093202	0.004616451	0.288942794	0.00027584	0	0.054645986	0.045254615	0.03812644	0.065028824	0.044970618	0.025219428	0.019559779	0.031959912	0.02725722	0.019012364	0.025242366	0.010607357	0.009310391	0.015594892	0.015769191	0.059193731	0.033596414	0.022790813	0.034935654
VWA3B	0	0.000927182	0.005593651	0.012095022	0.028939743	0.009510382	0.00145662	0.019962385	0.065578912	0.000373765	0	0.017019795	0.000717341	0.011526031	0	0.011173797	0	0	0.007152119	0.001410298	0.015144094	0.001976373	0.004022154	0.683492881	1.07834711	0.281414508	0.005357633	0.010505287	0.011733004	0.010062075	0.012759797	0.01280795	0.019400368	0.052456579	0.009687514	0.033775188	0.014085903	0.007763715	0.01179258	0.016314502	0.000461888	0	0.017525022	0.004510951	0.01810952	0.018269708	0.018418701	0.008837335	0	0.005042797	0.026498813	0.00641377	0.00316372	0.011490232	0.012269088	0.02964058	0	0.004155868	0.026987839	0.015505605	0.022010801
ARMC3	0	0.008150778	0.007096933	0.014108017	0.006431131	0.036802242	0.020128404	0.012886699	0.045683797	0.003002421	0	0.007050531	0.002075053	0	0.024541965	0.011716301	0	0	0	0.039041518	0.007816244	0.016591816	0.017054621	1.16557891	1.327787491	1.02998256	0.002727137	0.008776462	0.010355959	0.009178665	0.006949007	0	0.032420597	0.045806409	0.016748937	0.019904657	0.012780126	0.00908871	0.007739291	0.00592475	0	0	0.02408724	0	0.010846745	0.016754009	0.035573028	0	0	0.005960766	0.010546787	0.001865161	0.005112122	0.006619361	0.003633752	0.010517318	0	0.004155868	0.010558301	0.020951689	0.015718055
SPAG17	0	0.001502979	0.000192118	0.004940203	0.013059767	0.012503244	0.013451248	0.031868323	0.04966225	0.000613011	0	0.027174038	0.001353622	0.035980442	0	0.000610891	0	0.040519173	0.071411162	0.002724389	0.019381158	0	0.016436424	1.036650005	1.477687977	0.95045769	0.00175631	0.009051238	0.010557303	0.011946762	0.057754587	0	0.013909746	0.055606593	0.044853817	0.060842563	0.017026406	0.009811802	0.010538712	0.007660737	0.003915623	0	0.024959212	0.008483569	0.010853854	0.019633661	0.051625475	0	0	0.044598048	0.020115926	0.007312588	0.011424244	0.006410451	0.005617239	0.030927789	0.008943107	0.005884089	0.016074994	0.010409259	0.016561548
C1orf194	0	0.013477404	0.063458782	0.051146657	0.008484491	0.072058445	0	0.014678859	0.221792625	0.028520426	0.003184441	0.064808883	0.008742761	0	0.018045259	0.041310904	0.008007013	0.010530055	0	0.08476087	0.025027719	0.053495388	0.017488724	2.29924638	2.507093358	2.14598268	0.028409948	0.056689611	0.082663732	0.06113049	0.096479497	0.01280795	0.062850589	0.193151828	0.181631385	0.169332694	0.091270207	0.054961419	0	0.044330943	0	0	0.037310885	0.041751583	0.047899604	0.071341075	0.066709093	0.040134413	0.009971134	0.049092497	0.032997229	0.020334553	0.015176724	0.033027786	0.014486057	0.060533024	0.012669818	0.0092019	0.034175941	0.010467446	0.037423124
TEKT1	0	0.000903381	0.061522935	0.005028913	0.006226291	0.015809813	0.020637574	0.012530322	0.095952902	0.002661591	0	0.002712012	0.001354038	0	0	0.011478346	0.000830562	0.017413719	0	0.003330521	0.006911698	0	0.008333134	1.191026274	1.385590867	1.29896726	0.011993097	0.016888895	0.020193494	0.025931223	0.017731355	0	0.010284736	0.055649197	0.024606113	0.032140149	0.03117823	0.016377822	0	0.016345415	0.000699044	0	0.015551292	0.032201544	0.018082148	0.022878983	0.018418701	0	0	0.023821185	0.016565454	0.004754832	0.015726948	0.007774628	0.00520528	0.000624058	0.002451577	0.0031914	0.017006823	0.004248625	0.0157775
ERICH3	0	0.001870565	0.022210002	0.022158056	0.005854545	0.021028506	0.011824371	0.017010322	0.107533351	0.000381494	0	0.002950212	0.005085762	0	0.04010415	0.018305076	0.001781102	0.016083085	0.222686835	0.004036239	0.001208183	0	0.003269716	1.68477593	1.568120267	0.87311934	0.004054154	0.020987685	0.014784813	0.017448468	0.114820346	0.054456197	0.005655527	0.067006407	0.000373562	0.040898201	0.048574394	0.016698602	0	0.00599904	0	0	0.018702902	0.036572536	0.021819365	0.023587599	0.035573028	0.008837335	0	0.016294449	0.021977301	0.01376154	0.005154188	0.003468493	0.008052967	0.000955524	0.003470512	0.005273256	0.011048927	0.004971057	0.017022007
CATSPERD	0	0.007739503	0.038529262	0.024441029	0.036403006	0.018999962	0.088088946	0.016330333	0.027561665	0.003747328	0.001675533	0.02273818	0.007934694	0	0.009581775	0.012180784	0	0	0.007152119	0.003836595	0.037278628	0.003921983	0.050233888	0.716948226	1.211922562	0.581781554	0.003642695	0.007388829	0.022924903	0.02333661	0.012166707	0	0.038818812	0.034951076	0.018780434	0.026904939	0.014117717	0.009807717	0	0.005025535	0	0	0.025715347	0.003541334	0.025212801	0.034547985	0.018418701	0.01722958	0.046023855	0.004834582	0.041664309	0.007993982	0.006492695	0.020169028	0.029324668	0.021428351	0.002060151	0.005340254	0.026195487	0.018647422	0.035541987
C6orf118	0	0.000307143	0.013085822	0.007587575	0.0025562	0.009372109	0.008396143	0.003634631	0.034166436	0.003250192	0	0.027915117	0.000471814	0	0	0.006367972	0	0	0	0.019038378	0.000131397	0.000974607	0.003002687	0.91659633	1.03091257	0.718291236	0.002533832	0.007795016	0.010198932	0.009519993	0.019137273	0.037404079	0.015591218	0.028783411	0.01500702	0.009917811	0.007286512	0.006878757	0	0.008345537	0	0	0.016234282	0.008747861	0.026242673	0.013373837	0	0	0	0.010028514	0.004450083	0.006404954	0.004111491	0.002640948	0.002190646	0.010933443	0.001041216	0.00286067	0.00461113	0.004267603	0.009271561
CCDC78	0	0.001813142	0.05423303	0.023635984	0.00204011	0.052366477	0.0319955	0.026752236	0.108399928	0.003032306	0	0.006822423	0.005352083	0	0.044126723	0.017797143	0.001116198	0	0	0.025317469	0.003191717	0.001718534	0.003769923	1.58596316	1.667020476	1.165604306	0.029691571	0.024839344	0.019181337	0.028321756	0.044181699	0.04579528	0.021677664	0.098672097	0.020801801	0.023881061	0.054338025	0.02750786	0	0.036598574	0.007000654	0	0.029818507	0.04017297	0.035257394	0.039114631	0.076106683	0.008837335	0	0.011173651	0.022510903	0.010752274	0.015119306	0.005346402	0.004732063	0.017725409	0.010715203	0.016222855	0.020066057	0.00645346	0.01608154
EFCAB1	0.055282657	0.001761104	0.002813647	0.04744125	0.003381902	0.029622337	0	0.003032997	0.051235445	0.022318604	0.003184441	0.00585736	0.010774272	0	0.011732879	0.016299183	0.000255269	0	0.007152119	0.003555815	0.011351869	0.039224388	0.003409284	1.44748463	1.45466696	1.34536478	0.021277865	0.017734121	0.037015765	0.023843128	0.030009277	0	0.013271435	0.04824145	0.009486697	0.032476105	0.02854091	0.019899779	0.004616451	0.01456278	0	0	0.012657921	0.028490428	0.012527542	0.030545486	0.018418701	0.01722958	0	0.009981612	0.010550801	0.009779779	0.015483573	0.002252547	0.008137368	0.012263802	0.002172382	0.004219146	0.009659723	0.004144732	0.00810356
CCDC173	0.06258885	0.04053209	0.052666194	0.007160523	0.024975485	0.014729564	0.052272436	0.022657694	0.024887812	0.015194227	0.034514977	0.037698439	0.018736954	0.020571815	0.001085248	0.009354861	0.008484116	0.105474463	0.033989779	0.011184714	0.031750817	0.040741	0.037718271	0.724531739	1.228705036	0.73443903	0.005052683	0.008382856	0.028961902	0.008016784	0.032502849	0	0.037020734	0.029724365	0.008640538	0.020479773	0.012416411	0.00809667	0.002176774	0.001896084	0	0.00323204	0.036596206	0.012024903	0.056674446	0.046417593	0.018418701	0.01722958	0.02354129	0.045122986	0.057011703	0.037535599	0.013231841	0.011753004	0.018311902	0.012661184	0.004680037	0.001875682	0.015667645	0.007216282	0.016148912
CFAP73	0	0.000756415	0.0064528	0.010816188	0.001627485	0.009586833	0.066792759	0.002512811	0.050607624	0.001585472	0	0.001699518	0.003906325	0	0	0.003226289	0	0	0.008910945	0.022086899	0.004764268	0	0.002050347	1.131015834	1.162306031	0.780299544	0.010291846	0.015249681	0.015891971	0.011279073	0.042890211	0.004416749	0.014010218	0.027530901	0.003755645	0.025667302	0.037002312	0.019452288	0.002893374	0.022882995	0.029010735	0	0.00814482	0.0287059	0.008068818	0.014192836	0	0.008837335	0	0.006861089	0.004918834	0.004586196	0.009659664	0.003867291	0.003773675	0.011237732	0.001041216	0	0.006219084	0.005745612	0.02675281
CFAP53	0	0.030166829	0.069919315	0.034398552	0.020267703	0.027541644	0.077115852	0.024350272	0.103484539	0.006175141	0	0.026104015	0.081552683	0.000711861	0.030522375	0.023526912	0.013633808	0.01764968	0	0.009970499	0.025630931	0.007724644	0.017333285	1.11782643	1.50031795	1.16368188	0.016086862	0.021454663	0.053372272	0.025251818	0.029143926	0.037404079	0.018942668	0.040963654	0.01500702	0.039580545	0.027061687	0.01358957	0.029903802	0.015810092	0.004309404	0	0.015972282	0.025188026	0.03353837	0.035290695	0.035573028	0.010138966	0	0.03361781	0.019206813	0.012169171	0.017680714	0.010011717	0.013610842	0.012813865	0.010363228	0.001448118	0.019097085	0.008662103	0.017242772
RSPH1	0	0.019890683	0.061578541	0.049141799	0.008872641	0.108021929	0.065046446	0.02798965	0.172222669	0.005368257	0.001675533	0.013925378	0.008143301	0	0.043184879	0.092584878	0.014923745	0.06618992	0.21683915	0.08279368	0.024653766	0.062110767	0.056788325	2.43075723	2.625209843	2.10460496	0.025529753	0.080357371	0.093027467	0.069326219	0.166982439	0.098324009	0.050036456	0.21660212	0.063101749	0.109323315	0.156340843	0.069804374	0.005052302	0.065185358	0	0.048263537	0.052531355	0.074110072	0.043733576	0.070131905	0.160871776	0.06647327	0	0.042391854	0.062867131	0.034776723	0.026804228	0.010577187	0.042423867	0.032549196	0.017277548	0.041372769	0.039819437	0.012771688	0.042724209
ZBBX	0	0.022680888	0.009513808	0.003799741	0.005111288	0.01479077	0.02129561	0.005454049	0.043547484	0.003196037	0	0.030362146	0.004755757	0	0.009581775	0.003194616	0	0	0	0.001383147	0.001625148	0	0.002816909	0.919443067	1.196725134	0.655124354	0.00082138	0.00670896	0.017053772	0.006547914	0.008276415	0	0.007379769	0.036984794	0.0117877	0.020058372	0.091715906	0.003200991	0	0.01755909	0	0	0.015374662	0.007227136	0.013666086	0.010456257	0	0.008837335	0	0.008523569	0.008591813	0.001129229	0.008561479	0.005792151	0.002948103	0.01233406	0.004653217	0	0.008127093	0.004126618	0.00732202
FAM216B	0	0.002037563	0.002606676	0.00734714	0.007970096	0.017792243	0	0.01375377	0.072422927	0.004798716	0.097414568	0.029722373	0.003077282	0	0.02542492	0.023648963	0.000365767	0	0	0.023412633	0.007506464	0	0.00369074	1.24756328	1.336840053	0.632108606	0.010361796	0.010045504	0.011516618	0.017342121	0.038027439	0	0.007237408	0.039596018	0.019526535	0.03310108	0.019080264	0.013104578	0.004616451	0.027796779	0.000699044	0	0.004135935	0.004510951	0.010220498	0.017004951	0.035573028	0.008837335	0	0.005105959	0.01223405	0.002469739	0.005578127	0.004526268	0.004931131	0.012663166	0.002261749	0.001117388	0.009057456	0.004749201	0.01123623
FABP6	0	0.010000436	0.031573786	0.03999597	0.040510817	0.015259556	0.00145662	0.016741689	0.064704405	0.00058075	0	0.016256058	0.004904033	0	0.015843145	0.017355969	0	0	0.056974257	0.002508701	0.00980918	0.043578129	0.025645595	0.858249255	1.40356267	0.722862982	0.017795659	0.021361575	0.034327794	0.025953832	0.031022444	0.01280795	0.017645208	0.030352783	0.016276233	0.026678134	0.028838122	0.015637587	0.019697217	0.0078006	0	0	0.01408907	0	0.015158041	0.026737411	0.035573028	0.054675472	0	0.008293458	0.008699906	0.006584155	0.007728609	0.01155164	0.007142455	0.02237761	0.003821365	0.0031914	0.017978326	0.007268177	0.017895625
LRRC46	0	0.002575572	0.041332694	0.024188003	0.002716596	0.020386096	0	0.014369356	0.080327445	0.009023151	0	0.004158975	0.003365379	0	0.001065857	0.009817409	0.006916418	0.001566595	0.017690624	0.006678121	0.003217337	0	0.006616475	0.881763256	1.298119779	0.957676612	0.024650596	0.013846454	0.023381652	0.019986289	0.04403937	0	0.006119569	0.037273779	0.0309911	0.032765015	0.030103107	0.026586973	0	0.022185355	0	0	0.032724121	0.015063943	0.023841485	0.034387118	0.090331795	0.025219428	0.019559779	0.01472185	0.017792975	0.011233793	0.013713945	0.004653492	0.003603748	0.011737126	0.003725329	0.002776227	0.015666275	0.006905634	0.021373148
STMND1	0	0.008488933	0.003366155	0.003041141	0.003676574	0.025580361	0	0.006638761	0.03632893	0.000199955	0	0.033949656	0.003014059	0	0	0.006942739	0	0	0.020387317	0.060663349	0.00079003	0.012243709	0.009716079	0.478480704	0.936244647	0.610077596	0.008923232	0.01672966	0.016656287	0.012304069	0.01211446	0	0.032368566	0.045074553	0.019717903	0.012886531	0.009322063	0.004244111	0.005586562	0.00958346	0.00128387	0	0.010098245	0	0.019630355	0.016517608	0.018418701	0	0	0.02431142	0.01356999	0.00223143	0.003530018	0.007782104	0.004762101	0.028876171	0.002451577	0.001272019	0.009518282	0.00564326	0.00785951
MDH1B	0	0.001903439	0.007630479	0.002869323	0	0.011620435	0	0.003970466	0.025088401	0.0135351	0	0.003969352	0.009212521	0	0	0.00329216	0.002361583	0.01869432	0.022450611	0.026107647	0.003099379	0.02514518	0.002358696	0.471776388	0.656442843	0.226859758	0.012630511	0.005760654	0.011585524	0.00899643	0.010322602	0	0.004450465	0.016351055	0.008640538	0.013864216	0.009565513	0.010389858	0.005586562	0.005980826	0	0	0.00699578	0	0.002589273	0.006537753	0.018418701	0	0	0.002488011	0.002122379	0.003118123	0.008935228	0.00152974	0.001799776	0.000460833	0.004894101	0.001070907	0.005920472	0.001173471	0.005414925
CDHR4	0	0.004901111	0.012488737	0.003001652	5.44E-05	0.010453427	0	0.01442128	0.032453357	0.001389692	0	0.054816115	0.003703067	0	0	0.007067145	0.000651403	0	0	0.001777957	0.001003033	0	0.002432761	0.819462937	1.151486348	0.616346252	0.003055365	0.003634317	0.007635589	0.006661825	0.035287137	0	0.001307066	0.026434203	0.006418553	0.018352444	0.017550893	0.008586311	0	0.00721697	0	0	0.00731656	0.022577898	0.010678777	0.014494826	0	0.008837335	0	0.003035019	0.024483066	0.002582498	0.004384875	0.009979102	0.009533673	0.010675393	0.005153616	0	0.020785841	0.013076173	0.017440733
LRRIQ1	0	0.093331458	0.024011347	0.025184285	0.026861432	0.053615995	0.048806834	0.068439729	0.123032603	0.003403722	0	0.046459029	0.012072676	0.004830256	0.015843145	0.051610034	0.000255269	0.047367706	0.050779003	0.039637536	0.089126679	0.01422011	0.028473873	1.89284807	2.175215384	1.77441766	0.017378537	0.035732706	0.090080058	0.039451419	0.024658693	0.027507129	0.042646115	0.145059985	0.030785858	0.060061629	0.047188533	0.028277381	0.002911179	0.023218583	0.000254749	0	0.018784119	0.018775062	0.029679772	0.039407909	0.035573028	0.008837335	0	0.011275317	0.037055633	0.00907547	0.007835311	0.009906735	0.013887296	0.022555622	0.004111634	0.014221412	0.015689486	0.008282526	0.024420246
TEKT2	0	0.001975024	0.000963679	0.000973196	0.003153061	0.012012745	0.006939523	0.007963581	0.040305296	0.004182813	0	0.009130062	0.001023597	0	0.03450156	0.010564135	0	0.009735665	0.007152119	0.021633379	0.008119233	0.003636697	0.003023199	0.738865391	1.10415915	0.82023577	0.005079466	0.00985355	0.01360617	0.014148229	0.011951645	0	0.009407471	0.030494844	0.002029278	0.018114888	0.021231009	0.008312648	0	0.031072608	0	0	0.019300847	0	0.01126334	0.011646834	0.012628565	0.022469108	0	0.005247195	0.011440612	0.003023213	0.008568146	0.004314149	0.003379685	0.010672196	0.003217053	0.006215316	0.006355024	0.005812512	0.004635552
ANGPTL6	0	0.027935749	0.004691688	0.002564069	0.008439051	0.005566272	0	0.005849251	0	0.007138108	0.004859974	0.007383851	0.006418063	0	0	8.99E-05	0.072891954	0	0	0.001104674	0.000484815	0.000924596	0.005798939	0.000866985	0.007585547	0.003080256	0.002338175	0.001872293	0.000991864	0.003719458	0	0	0.000400036	0.001663456	0	0.000684341	0.004997153	0.000668128	0	0.000333913	0.003117701	0.029450925	0.027749291	0	0.005574771	0.005944114	0	0	0.009971134	0.00249526	0.024909408	0.005423377	0.004018654	0.005844161	0.004656876	0.012924592	0	0	0.002100695	0.002345381	0.005278105
FN1	1.748241833	0.186982781	0.333899056	1.294706691	0.621657452	0.240450124	1.141340717	1.127669894	2.101006841	0.911440075	1.331554017	1.803121257	2.745259733	1.736183636	1.029294824	1.32858372	2.189809954	0.767661107	0.083261496	0.209791119	0.540744466	0.447640651	0.270288231	0.005153375	0.122872049	0.105050102	0.007795645	0.017802286	0.092227638	0.03566487	0.005773347	0	0.130125594	0.206709438	0.016373907	0.021674466	0.127694737	0.003413533	0.0202395	0.009118511	0.00073788	0.095806559	0.122734288	0.01866477	0.086706007	0.084117616	0.052381298	0.01208374	0.16834041	0.120123333	0.104349949	0.08702479	2.116724561	0.901577524	1.626811674	2.092996907	1.5811341	0.619929954	0.232142663	0.15439214	0.209399221
PEG3	0	0.000362647	0.005446094	0.003954386	0.010655447	0.006852096	0	0.00566163	0.101149276	0.091892924	0.021614993	0.019377727	0.027781942	0.002882514	0.020533444	0.024754836	0.140586134	0.003728483	0.016737997	0.016796183	0.003944331	0.004001535	0.008448729	0	0.012728009	0	0.005542607	0.001257685	0.023702261	0.012419745	0.006011385	0	0.01025545	0.006537908	0.000373562	0.013300229	0.006661246	0.013748645	0.010638864	0.019693095	0.000377581	0	0	0.004510951	0.000726863	0.000757423	0	0	0	0.004616321	0.000710926	0	0.005493228	0.000598521	0.001635182	0.004337209	0.009824766	0.001237826	0.000274954	0.001029063	0.000593247
ANGPTL1	0	0.095814564	0.063137728	0.029308673	0.074362438	0.009729271	0	0.001268606	0.805022984	0.053054756	0.3709361	0.514497385	0.724559463	0.525182168	0.441230879	0.225786872	0.500190057	0.047493564	0	0	0.003807876	0	0.002726754	0.001905452	0.003404718	0	0.001283478	0.000574694	0.002147922	0.001288427	0.089595125	0	0	0.006581963	0	0.001735558	0	0.0156658	0.013225701	0.035258074	0.06828917	0	0.001032328	0	0.00151648	0.00158258	0.016741088	0	0	0.002678135	0.006784329	0.004053845	0.010439742	0.001567977	0.007511189	0.0139257	0.002096307	0.002489651	0.003815264	0.002457377	0.001261028
MGP	0.39778728	0.766134975	1.496464976	2.947872302	3.019225669	2.414462131	0.32908835	1.173745072	4.687411947	2.0163923	3.110810467	3.630641491	3.714462695	2.554486622	2.344176718	2.735501713	3.573352579	1.50134769	0.156981214	2.044119416	0.155258089	0.348258798	0.186837972	0.081070031	0.34948498	0.197765115	0.02038343	0.01424266	0.122881088	0.054459899	0.027139634	0	2.256069128	0.238403441	0.365007562	0.343919182	0.175846095	0.74253169	0.096748938	0.581477834	0.413525743	0.029765053	0.128134865	0.052157579	0.105317667	0.124462108	0.106258029	0.110790739	0.383215875	0.155792338	0.124108867	0.128860283	0.063596353	0.110997713	0.089795181	0.082558935	0.037586503	0.199915412	0.117042593	0.090019237	0.083348023
