UID	AF1	AF2	PMP	SCMF	VSMC	ASMC	Pericyte	VEC	LEC	AEC	CAP1	EPC	CAP2	Chondrocyte	Mesothelial	AT1	AT1/AT2	AT2	Sox9_Epi	Secretory	Basal	Ciliated	Deuterosomal	PNEC	CD4_T	CD8_T	Treg	ILC	NK	B	cDC1	cDC2	maDC	Neutrophil	Basophil	Mast	iMON	AM	IM	Megakaryocyte/Platelet
2610203C20Rik	0.209439627	0.496254852	0.004602779	0.009637795	0.251473812	0.098095248	0.003267829	0.084179811	0.002402538	0.040461459	0.003450879	0.002157831	0.000907995	0.096760298	0.324614345	0.039564576	0.027076245	0.029064632	0.082059787	0.003898876	0.035372714	0.008497167	0.011367377	0.045332044	0.005473932	0.004514932	0	0	0	0	0	0	0	0.002767363	0	0.034343774	0	0.002350781	0	0.015517204
Col6a2	1.516720511	2.40384586	1.321257892	1.001520264	0.424129719	1.244573865	0.623664382	0.007255862	0	0.016088358	0.009542998	0.005795666	0.025906246	2.013395938	1.429066035	0.022457484	0.216075877	0.370318943	0.051210605	0.099969005	0	0.014606305	0.029326928	0.019794815	0.019395009	0.024377585	0	0.01410806	0.006850486	0.014698429	0.056498192	0.006656454	0	0	0	0.038859205	0.01468575	0.010554215	0.035294573	0.016831262
Clec3b	1.168379669	1.428382373	0.004701192	0.002267353	0.006465711	0.003966532	0.086135982	0.003541758	0	0.014451116	0.012836323	0.010510276	0.008698471	0	0.703353763	0.001833652	0.002859252	0.006972667	0	0	0	0	0.003003491	0	0	0	0.016888664	0.01049578	0	0.007724095	0	0	0	0.01039501	0	0	0.0106572	0.003182375	0.005846464	0
D630003M21Rik	0.003284318	0.136417954	0	0.021204749	0.007330124	0	0	0	0	0	0	0	0	0	0	0.005378015	0	0.003987175	0.024028286	0	0	0	0.008826992	0	0	0	0	0.041096638	0	0	0	0	0	0	0.011062712	0	0.005318851	0	0	0
Itih5	0.031873231	0.645663125	0	0.39449396	0.046054951	0.059591105	0.232518555	0.004318682	0.184611373	0.009198301	0.00548605	0	0	0	0.130760792	0.003099835	0	0	0	0.07653714	0	0.039946187	0.068848024	0.065640049	0.065581989	0.033029537	0.078789164	0.016583684	0.070827702	0.025902645	0.033873809	0	0.05825671	0.062173407	0.033229051	0	0	0.003563144	0.00692006	0.034312108
Cpz	0.013926743	0.596935816	0.00879622	0.005291785	0.029490472	0	0	0	0	0.003788245	0	0	0.006397203	0	0.581059821	0	0	0	0	0	0	0	0	0	0.003742718	0	0	0	0	0	0	0	0	0	0	0.051020582	0.00133887	0	0	0
Gsn	2.923138177	3.690119112	1.297708002	0.489634101	1.541247081	0.778183454	0.360256176	0.065796586	0.161485516	0.069117601	0.016083058	0.014171017	0.053060271	0.50365767	0.271493565	1.746514803	1.29790772	0.264313836	0.492734672	0.348293258	2.102571004	1.411828296	0.252694063	0.202677875	0.117358113	0.165892539	0.071256025	0.176772717	0.138065153	0.098204191	0.690316373	0.662987533	0.143008858	0.672993227	0.954139348	0.028813712	0.279660829	0.424211743	0.338776148	0.623549398
Serping1	1.803831909	2.42896923	0.271641036	0.313329063	0.535148865	0.203615759	0.768799922	0.071113436	0.200957585	0.03807986	0.035236782	0.014740448	0.018563303	0	2.317198206	0.038402215	0.000983938	0.011884401	0.021261306	0.012231783	0	0.090442095	0	0.02244117	0.015204871	0.025190855	0.00638125	0.227853977	0.023347414	0.018243125	0	0	0	0.097538611	0.02613581	0	0.016859812	0.008893779	0.014775659	0.018493641
Mmp3	0.022858139	0.175786355	0	0.004824929	0	0	0	0	0	0	0	0	0	0	0.022306287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cilp	0	0.092509153	0	0.005877599	0	0.004125119	0.00167037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005395158	0	0.022047334	0	0	0	0	0	0
Dact1	0.045415778	0.33870193	0.004545778	0.046660864	0.062416489	0.02271746	0.183146342	0.005289529	0	0	0.003266651	0.014725176	0.006339608	0.170363779	0	0	0.001811636	0.004892976	0.029531909	0.034519385	0	0.010819508	0.003054106	0	0.005300252	0	0	0	0	0	0.007298249	0	0	0	0	0	0	0	0	0
Nrk	0.054225139	0.711974955	0.075883749	0.071686513	0.021902724	0.040155954	0.04887541	0.109597567	0.010710817	0.076754116	0.009699911	0.051862868	0.134614521	0.718296907	0.114440358	0.042085893	0.002243957	0	0	0.00793658	0	0.017630451	0.027452564	0	0	0.051553564	0	0.006259628	0	0	0.028923761	0	0.030912471	0.022047334	0	0	0	0.002264263	0.023893607	0
Gm266	0.006446481	0.054536555	0.005859656	0	0.007002954	0.004536509	0	0	0	0	0	0.003662388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002001846	0	0.00295435	0
Pycr1	0.057939962	0.267861793	0.009551922	0.090611646	0.074747756	0.068956524	0.011328284	0.004882838	0.008330671	0.004799141	0.003984937	0.00889039	0.012944997	0	0.036639084	0.014986875	0.003432935	0.031443136	0.055041114	0.0234942	0.06079906	0.006588449	0.005208073	0	0.007823455	0.004040626	0	0.015211153	0	0.008498389	0	0.004145428	0	0	0	0.041726724	0	0	0.002479459	0.016524487
Col5a3	0.004454933	0.326402535	0.005380789	0.015643626	0.003085532	0	0.014440359	0.004392943	0.003602626	0.012571608	0	0	0.003206499	0	0.109652634	0	0	0.005317598	0	0.00197098	0	0.042841728	0	0.115766952	0	0	0	0	0	0.015499714	0	0	0	0	0	0	0	0	0.007457442	0
Aspa	0.065550398	0.168094423	0	0	0	0	0.00167037	0.00919958	0	0.004234527	0.020463365	0.007648896	0.000858713	0	0	0	0	0.005218345	0	0.01252067	0	0.003605198	0.002974438	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003948463	0.061928961	0.020248169	0
Osr2	0.000257841	0.116733195	0	0	0.001191695	0	0.001248255	0	0.005835373	0	0	0	0.004140672	0	0	0	0	0.003819487	0.017301643	0	0.16630833	0	0	0	0.004559162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcolce	1.049334672	2.362939073	0.201192721	0.675176281	0.441479672	0.175230726	1.302233667	0.023451507	0	0.042566104	0.011496559	0.043955634	0.036628428	0.269010784	2.048871437	0.377784016	0.214415258	0.022617238	0.044397671	0.017390892	0	0.197013945	0.113843454	0	0.012034029	0.006350006	0.00607996	0.009397807	0.028794206	0.007739526	0.045886761	0.054510383	0	0.022881389	0.048287123	0	0.030394723	0.009390391	0.017415978	0.039468744
Zim1	0.00422609	0.105759719	0	0	0	0.01723583	0	0.001285138	0	0	0	0	0	0	0.014405315	0	0.001782864	0.003540027	0	0	0.016592013	0	0	0	0	0	0	0	0	0.009871535	0	0	0	0.003956879	0	0	0.000964171	0	0.003959414	0
Akap12	2.137093251	2.857719671	1.438597958	0.172325049	1.063151184	0.304146597	0.88727052	0.485197383	0.960729438	0.553420228	0.815112677	0.816308154	0.960847755	0.083785049	0.462515568	0.078564787	0.072759683	0.028290391	0	0.015698943	0.029038744	0.030673836	0.025224997	0.448316392	0.045469795	0.114011285	0.110414961	0.063321856	0.129805266	0.350720607	0.022010301	0.019954966	0.033545859	0.099833123	0.027994153	0.069759084	0.067742513	0.045918456	0.038662119	0.091846014
Kcne4	0.158518818	0.239977473	0.00874806	0.048100338	0.058090545	0.045514859	0.007785151	0	0	0	0.004899452	0	0	0	0	0	0.001302532	0.000427221	0.012197125	0.009774887	0	0.003113077	0.004006299	0	0.005377496	0	0	0	0.005907196	0.003435621	0	0	0	0	0	0	0.004324713	0	0	0.010360568
Dpt	2.950070283	2.894640296	0.56155386	0.881534246	0.236731438	0.246955339	0.060458892	0.024655284	0.034069124	0.052819785	0.012066192	0.021696684	0.045809225	0	0.0591487	0.034278729	0.012161898	0.042591355	0	0.035366385	0	0.019684261	0.00151011	0	0.049338619	0.016624656	0.032839912	0.033234129	0.022955427	0.047452703	0.017849611	0.030959563	0	0.047273772	0.060722309	0.017964418	0.031537165	0.072482434	0.067762576	0
Abca8a	0.131907171	0.817087486	0.491191611	0.002078943	0.016864431	0	0	0	0.004033652	0.006471588	0.007449289	0	0	0	0	0	0	0	0	0.008708332	0	0	0	0	0	0.015676625	0	0	0	0	0.033873809	0	0	0	0	0	0.000981965	0	0	0
Fbln1	0.513826118	1.852978268	0.579980113	1.174032183	0.084723264	0.552515251	0.270606428	0.014211433	0.019515169	0.039274245	0.009566513	0.063948976	0.004504373	0.170363779	0.884485222	0.027687257	0.002578386	0.007429741	0.451732627	0.020474024	0.35591231	0.049521236	0.058423006	0.021576364	0.0424265	0.067536207	0.04352101	0.048721873	0	0.004067359	0.038709739	0.017072964	0	0.021227516	0.018528512	0.063157485	0.005258621	0.006490183	0.02499633	0.028784776
Itgbl1	0	0.144549693	0	0	0.019415379	0	0	0	0	0	0	0	0	0	0.023116022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004740049	0	0	0	0	0	0	0	0	0	0
Islr	0.459242397	1.008236919	0.158460838	0.315985922	0.26293198	0.346662261	0.144815616	0.002190507	0.010619405	0.004125139	0.004249393	0.003554127	0.008722191	0.443506569	0.044915356	0	0.002988008	0.012787308	0.00923031	0.009797062	0.012585902	0.016695055	0.011576154	0.199565024	0.003655372	0	0	0	0.013863081	0	0.006506454	0.014599476	0	0.085500552	0.00454346	0	0.003181162	0.02339018	0.004163922	0
Kdelr3	0.424534386	1.011865259	0.06844993	0.604294311	0.447947488	0.231389247	0.25778693	0.071375094	0.034089687	0.084845138	0.009888508	0.018033297	0.000936914	0.455896607	0.254842247	0.051034535	0.052530936	0.03202219	0.091614345	0.084656499	0	0.069914916	0.055538071	0	0	0.01229039	0	0	0.017524206	0.011843069	0.033873809	0.013147332	0	0.015063487	0.029632753	0.015215858	0.005408907	0	0.007110438	0
Adamts2	0.822749044	2.095411658	0.151290947	1.172261039	1.034529209	0.290728016	0.10835385	0.009789339	0.007199217	0.004312459	0.000724654	0.0105968	0.004779269	0	0.961307498	0	0.006204154	0.01916823	0.014428656	0.012717817	0	0	0	0	0.003532613	0.009475461	0.011016676	0.047578821	0.006665389	0.0150486	0.006540399	0.009689528	0.054734009	0.050573209	0	0.204298363	0.008591828	0.044553171	0	0.015517204
Fam198a	0.014408407	0.150354735	0	0.005821899	0.001141433	0	0	0	0	0	0	0	0.010619264	0	0	0	0	0	0	0.054417505	0	0.015432007	0.01166691	0	0	0	0	0	0.002683533	0	0	0	0	0	0	0	0	0.002013513	0.00433706	0
Matn2	0.087048414	0.662965007	0.049211362	0.029719334	0.076913891	0.092688222	0.164010964	0.032884839	0.003651518	0.014512701	0	0.019310214	0	0	0.112449843	0	0.023503291	0.013377686	0.008039186	0.010630566	0.036842708	0.034132904	0.18693266	0	0	0.009685032	0.00322803	0.021282737	0	0.006734352	0	0	0	0	0	0	0.011617639	0.1068004	0.014109767	0
Col14a1	0.346864794	2.524414138	0.451073134	0.214861728	0.651053374	0.365297471	0.120988957	0.726872491	0.003651518	0.060324956	0.129133341	0.109768026	0.017407522	0.429531611	1.759759303	0.014850619	0	0.015123782	0.017962527	0.011841791	0.017842456	0	0.010934998	0.036366997	0.021380617	0.037497993	0.013412967	0.003829829	0.055267131	0.024077792	0.044367454	0.006545769	0	0	0.00404004	0	0.042899387	0.026427728	0.103109156	0.010360568
Thbs2	0.028783359	0.839072709	0.027824962	0.247453896	0.273790793	0.175717828	0.00680526	0.029336755	0.052134659	0.005655896	0.000370385	0	0.004329369	0.170363779	0.153967162	0	0.006181266	0	0.021261306	0	0	0	0.005272756	0	0.005758292	0.019085997	0	0.005955249	0.014583311	0.005629641	0.033873809	0	0	0	0	0	0.003292023	0.00232017	0.0063927	0
Agtr2	0.012708197	0.760056948	0	0	0.004271947	0.007710265	0	0.002456439	0	0.015976489	0	0	0	0.389602018	0	0	0	0	0.005236341	0.003461709	0	0	0.010529305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003802959	0
Ebf2	0	0.138416841	0	0.006058317	0.004189107	0.012413802	0.021042449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entpd2	0.002600856	0.461553404	0.004513347	0.00331571	0.137991437	0	0.088479837	0.016629182	0	0	0	0	0	0	0.041005545	0.003928264	0.001979138	0.011853435	0	0.02088898	0.030428358	0	0.0024478	0	0	0	0	0.007337024	0	0	0	0	0	0	0	0	0	0	0	0
Apod	0.010026109	0.257650961	0	0.020431111	0	0	0.003240899	0	0	0	0	0	0.000855508	0	0	0.004219971	0	0	0	0	0	0	0	0	0.003567695	0	0	0	0.0040092	0	0	0.008885552	0	0	0	0	0	0	0.002764444	0
Htra3	0.197737161	0.810305754	0.163595842	0.050285607	0.126376731	0.017820847	0.020669338	0	0	0.002564481	0.008825145	0	0.003000016	0	0.123488956	0.004744791	0.001519621	0.02025753	0	0.021092271	0	0	0.005208074	0	0	0	0	0	0.079546023	0	0	0.119980162	0	0.084985178	0.026963242	0	0.070808595	0.01466618	0.027876272	0
Col5a1	0.308833351	2.189202604	0.098393422	1.125400246	0.564736987	0.418444838	0.542618117	0.144624655	0.053459273	0.049871512	0.015314116	0.034319751	0.027307837	0	0.697761242	0.051778751	0.019035006	0.018925585	0.015771022	0.009774887	0	0.003057554	0.042877003	0	0.010489734	0.005315552	0.020940301	0.005955249	0.041350345	0.028982171	0.041176198	0.049796475	0	0.035481963	0.025710185	0	0.011550258	0.044501931	0.015070514	0.015517204
Twist2	0.006352813	0.60812531	0.004604552	0.031945784	0.056144814	0.010075811	0.141176855	0.002489338	0	0	0	0	0	0	0.018879627	0	0.001906199	0.00046525	0.008353994	0.008658176	0	0	0.002893587	0	0.007550724	0	0	0	0	0	0.047863725	0	0	0.085500552	0	0	0.009551144	0	0	0
Fap	0.029076081	0.382773799	0	0	0.088721029	0	0.009975027	0.003158858	0	0.003878936	0.002587134	0	0	0	0.013610447	0.003380413	0	0	0	0.005649077	0	0.003434953	0	0	0.01123319	0.005952404	0.007336206	0.006818127	0	0	0	0.007729906	0	0.002951602	0	0	0.002016509	0.005358844	0.035517275	0
Serpinf1	0.021320419	1.463659668	0	0.024056381	0.015939061	0.025523927	0.011645358	0.00487651	0	0.263257055	0.000708213	0.010196259	0	0.488630421	0.189798199	0.001833652	0.100527227	0.187559084	0.204215928	0.083496133	0	0.035417885	0.021079961	0.049621783	0	0	0.011007956	0.00411283	0	0.050092175	0.404657454	0.016333667	0.023594677	0.002612025	0	0	0.00621625	0	0.086159032	0
Cygb	0.125253137	1.974737356	0.031239312	0.645926251	0.041608879	0.205073141	0.19790772	0.140542265	0	0.009112222	0	0	0.004836567	0	0.706030488	0.042195574	0.102823007	0.093986491	0.114566286	0.022680568	0	0.015259707	0.008512666	0.039058134	0.005833507	0	0	0.005955249	0	0.00100175	0	0	0	0.032938772	0	0	0.007748912	0.003197489	0.018750937	0.011668813
Mfap5	0.586328297	3.091636815	0	0.463136839	0.266297709	0.403178708	0.015994967	0.547347993	0.006471034	0.444903487	0.024328438	0.015404448	0.012785825	0	0.635941983	0.046970861	0.00315033	0.019063265	0.013142864	0.004333495	0	0	0	0.251541587	0.022324589	0.015915724	0	0	0.015310714	0.018944528	0.047618456	0.005529187	0	0	0.004097425	0.023478532	0.007110652	0.006625491	0.002777392	0.166575154
Lum	0.008161814	1.13761698	0.013304505	0.018455462	0.034316424	0.038021893	0.001890933	0	0.010045602	0	0.002631895	0	0.007316927	0.280920207	0.013974134	0	0	0	0	0	0	0.003337285	0.002158983	0	0.009486977	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007017839	0
Ubox5	0.016806469	0.012530158	0.533634365	0.015361828	0.005413663	0	0.009824149	0.018328784	0.009983168	0.03345735	0.022600599	0.020450183	0.021001622	0	0.025692324	0.004664604	0.003379104	0.033704993	0.017161443	0.040635385	0.012234292	0.058757015	0.047436355	0.02244117	0.031581434	0.012403846	0.011611731	0.026579414	0.059441281	0.001235698	0.031505129	0.004201888	0	0	0.012429935	0	0.002118822	0.024239063	0.023977894	0
4930570N19Rik	0.003284318	0	0.058993523	0.0032379	0	0	0	0	0	0	0.003600987	0	0	0	0.004494397	0	0	0.000505669	0.012197125	0.005330657	0	0.001658453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001533703	0	0
Cdo1	1.075945891	0.382869847	1.151075274	0.132946328	0.170336999	0.100722063	0.328211745	0.012014616	0.010131668	0.051154216	0.00475931	0.007830692	0.017736064	0.185219737	0.295214878	0.001932463	0.007909618	0.022201592	0.024875547	0.014235577	0.03557227	0.023782486	0.023560207	0.553765218	0	0.008077806	0	0.013316826	0.005907196	0.025520669	0	0.004943644	0	0.010732323	0.02225195	0	0.00285793	0.002944223	0.016592428	0
Kif22	0.008317477	0.03002303	0.925438698	0.03672283	0.086301214	0.042712346	0.060470944	0.033806615	0.058602507	0.028182577	0.004376732	0.712888382	0.013751342	0.174373115	0.05473009	0.003121354	0.029999258	0.020931441	0.21381807	0.059842391	0.049381553	0.010273007	0.224920715	0.035601249	0.054893893	0.191138781	0.316754606	0.2858472	0.315878023	0.09299668	0.049168632	0.035864719	0	0.002648898	0.007693479	0.03316448	0.021576277	0.094846612	0.048254048	0.167516781
Gfra2	0.710390953	0.397259631	0.819756326	0.46640973	0.035047637	0.10377419	0.125209507	0.001900922	0	0	0.000881068	0	0.004323722	0	0.020668967	0.00859674	0	0.004894129	0.008978586	0	0	0	0.004049493	0.032709058	0	0	0.006424024	0	0.030244527	0.061914322	0	0.190337304	0	0.054735208	0.016438215	0.038859205	0.00571276	0.022027844	0.043092232	0
Nol4	0	0	0.058993523	0.003316023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001531902	0	0.009758798	0.003792472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2an	0.00344639	0.007898675	0.553950263	0.000750241	0.030014892	0.033355835	0.005215312	0.007201212	0.006590784	0	0	0.16198973	0	0	0.008477559	0	0	0.000636808	0.026037337	0.011909888	0	0	0.004150292	0	0.01277562	0.034201427	0.090517111	0.028533609	0.030966024	0.028167807	0.031375417	0.070750231	0	0	0	0	0.001355532	0.009247283	0.007353242	0.019137547
Als2	0.00968715	0.002032652	0.524843881	0.01523664	0.016369168	0.017629494	0.042794596	0.019610784	0.018937176	0.01039507	0.010086969	0.028164891	0.021305429	0	0.017514951	0.001652288	0.001658086	0.02147814	0.016354635	0.007332752	0	0.004844789	0.021421445	0	0.008336356	0.025836553	0	0.029045073	0.012396638	0.012003955	0	0	0	0.044736612	0	0	0.007267577	0.004461499	0.03095765	0
Dscc1	0.005101848	0.037391004	0.604558377	0.036755757	0.07565048	0.010878161	0.065705963	0.024410765	0.040711063	0.015394966	0.017875837	0.144660771	0.008871399	0	0.051332958	0.006761693	0	0.014191153	0.057488405	0.012900821	0.034065107	0.024549266	0.027904716	0	0.048626204	0.069753722	0.063023414	0.07083879	0.063307026	0.044056227	0.008812746	0.130852545	0	0.002433719	0.014255213	0	0.021903906	0.035919919	0.033311196	0
Gng8	0.072810662	0.164379342	0.304865775	0.028409201	0.032312888	0.031853795	0.059460639	0	0	0	0	0.002643875	0	0	0	0	0	0.000414071	0	0.001993337	0	0	0.003003491	0	0	0	0	0	0	0.00100175	0	0	0	0	0	0	0.008839337	0	0.005968829	0
Rimklb	0.027326807	0.005140945	0.492487152	0.020359748	0.006210775	0.018078944	0	0.004876707	0	0	0	0	0	0	0.064048326	0.007591176	0.019685033	0.014162093	0.017387445	0	0	0.071544298	0.018917731	0.070434908	0	0	0.026360268	0	0	0	0	0	0	0.002612025	0	0	0	0	0.002573704	0
Kcnb2	0.040098884	0.009018003	0.524843881	0.064538446	0.009960049	0.079086831	0.004202922	0	0	0	0	0.004068027	0	0	0.056580085	0.004329823	0	0.002056144	0	0.001671827	0	0.015264116	0.008553516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005113222	0	0
Spin2c	0.038902274	0.058139789	0.511033879	0.018999238	0.011158262	0.048066081	0.059202922	0.011838593	0.032844869	0.026806291	0	0.011437554	0.004396547	0	0.032593681	0.029967854	0.04936253	0.024363247	0.104065998	0.062036369	0	0.004687984	0.083256438	0.011046412	0.002951581	0.014978487	0.021547674	0.009321945	0.020444318	0	0.009148506	0	0	0.02746327	0	0	0.001201684	0	0	0
Qrich2	0.000223419	0	0.017733085	0.002226079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp964	0.013816007	0.002381422	0.482423871	0.005661042	0	0	0.007973184	0.011412604	0	0	0.000332575	0.002777577	0.000858625	0	0	0.002649575	0	0.000915462	0	0.006229373	0	0.002435591	0.004459786	0.045332044	0	0	0	0	0	0	0	0	0.05825671	0	0	0	0	0	0.015537633	0
4931403E22Rik	0	0	0.085591571	0	0	0	0	0	0	0	0.000385489	0	0.004126721	0	0	0	0	0	0	0	0	0	0.002513346	0	0.002634405	0	0	0.004791092	0	0.007770714	0	0	0	0	0	0	0	0	0	0
5730507C01Rik	0.006759454	0.002944976	0.29440485	0.012205562	0.008526881	0	0.005761893	0.005505035	0.023436735	0.026111064	0.020892213	0.006613518	0.005676413	0	0.016299246	0.013832624	0	0.000495386	0	0.004048373	0.016592013	0	0.007428114	0	0	0.009966265	0.015396149	0	0.013113964	0.005048003	0	0	0	0	0	0	0	0	0.01183093	0
Trim66	0	0	0.464644716	0	0	0	0.020634397	0	0	0	0	0.005252788	0	0	0	0	0	0.007649302	0	0	0	0.011821391	0.006807903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nyap2	0	0	0.277627819	0	0.003011478	0	0	0	0	0.00924169	0	0.007155693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005502076	0	0	0	0	0	0	0	0	0	0	0	0
Zfp101	0.108944782	0.11125845	0.713519995	0.101337812	0.069362171	0.029885829	0.090152093	0.175991946	0.104036442	0.157439059	0.120253328	0.31053126	0.193710018	0	0.101547296	0.041291713	0.170724787	0.064674783	0.158484749	0.058387395	0.268091294	0.017552964	0.178641984	0	0.08839172	0.039737579	0.076515688	0.034213255	0.047306162	0.042934222	0.085686193	0.093491868	0	0.025764932	0.036298364	0.036223835	0.041597628	0.050532776	0.047742851	0.158652812
Rbmx	0.346311466	0.270949892	1.554266139	0.222539273	0.539316278	0.156670851	0.690606949	0.328138151	0.208089264	0.272092015	0.225489818	0.386577111	0.230199624	0.927728362	0.2481382	0.505339891	0.482272682	0.227906388	0.322402339	0.279206126	0.051352149	0.276075524	0.38982542	0.388668917	0.164684915	0.213835176	0.211542417	0.208762924	0.157674642	0.216046516	0.147164008	0.062158378	0.101579796	0.125009295	0.083282483	0.092650676	0.054557599	0.096825463	0.081109205	0.111850679
Trpm8	0.000223419	0	0.524843881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003509719	0	0	0	0	0	0	0	0	0	0
