uid	qHSC	aHSC	HSC-Ly	MPP5-IER	MPP5 Ly-I	MPP1-MKP	MPP1-G1	MPP2-G2	MPP2-M	MPP2-S	MPP3-IER	MPP3-S	MPP4-TCA	MPP4 Ly-I-a	MPP4 Ly-I-b	HSC-Mac-1	HSC-Mac-2	Mac-Nr1h3	ML-1a	ML-1b	ML-CC	ML-2	ML-MDP	ML-3	MEP	MkP-HSC	MkP-Kit	ErP-HSC	ErP-MEP	ErP-1	ErP-2	ErP-3	ErP-4	ErP-5	BMCP-G2	BMCP	pro-Mast	pre-Baso	Baso-Mature	MP	IG2-MP	IG2-proNeu1	EoP	proNeu-1a	proNeu-1b	proNeu-2	preNeu-1	preNeu-2	preNeu-3a	preNeu-3b	preNeu-3c	immNeu-1	immNeu-2	immNeu-3	MDP-1	MDP-2	cMoP-a	cMoP-b	D3-LM	pre-cDC1a	pre-cDC1b	pDC-CC	pDC	pre-cDC2	plasmaDC	CLP1-a	CLP1-b	CLP1-c	CLP2-Ly6d+	ALP-a	ALP-b	proB-cycling	preproB-1	pre-proB-2	preBcrII-G2M	preBcrII-S	preB-kappa	immB	matB	EILP	CHILP	ILCP-a	ILCP-b	ILC2	ILC1_3+NKP	pre-aceNKP	aceNKP
Pdzk1ip1	1.445472532	0.870231797	0.753429407	0.483412371	0.50942621	0.572114611	0.246360326	0.465895125	0.425436884	0.372248176	0.228496361	0.254574183	0.373375103	0.242461746	0.25747059	0.602363065	0.524041535	0.080834145	0.012479688	0.057428823	0.004604389	0	0.009434932	0.192845377	0.216192792	0.56816968	0.49295947	0.25350854	0.209376157	0.090460591	0.15491513	0.186155926	1.236161936	0.457376682	0.039117696	0.131836771	0.17451914	0.074875351	0	0	0	0	0.013813246	0	0	0	0	0.025326513	0	0	0.05355656	0	0	0.02384618	0	0	0	0	0	0	0	0	0	0.010031301	0.161693028	0.049293603	0.015167137	0.103387848	0	0	0.012593112	0	0	0	0	0	0	0	0	0.051572355	0	0.014154595	0	0	0.030472415	0	0
Mllt3	2.140094238	1.231128652	1.055799846	0.757729275	0.848755338	0.416267892	0.360181175	0.521017644	0.33159803	0.335370849	0.169435449	0.250480786	0.521724405	0.55031831	0.710135392	0.75623578	0.759016246	0.218737311	0.134868011	0.025974977	0.124153211	0.118020201	0.088887244	0.29198981	0.195244589	0.144060163	0.258680885	0.294472025	0.183069174	0.484861538	0.784301115	0.920796493	0.70315551	1.153332969	0.100397096	0.167332008	0.330693114	0.087718435	0.167816473	0.064658205	0.031995603	0.034220209	0.078104024	0.04333663	0.034521654	0.045217825	0	0.032070279	0	0	0.066032728	0	0	0.021021053	0.038635327	0.034801784	0.04745773	0.033339551	0.108401829	0.061618147	0.063631012	0.090777094	0.051531784	0.065031074	0.234292333	0.183572733	0.276883702	0.073576235	0.09337626	0.193597	0.097527586	0.097966385	0.167657494	0.16115044	0.212053784	0.214191263	0.482439124	0.041734369	0.245781268	0.175090176	0.200013167	0.45598065	0.235588101	0.266359715	0.592558816	0.511474082	0.406987174
Scn2a1	0	0.065612165	0	0	0	0	0	0.01435291	0	0.008429445	0	0	0.047919791	0	0	0	0.021994164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myof	0.419031482	0.430803982	0.337379737	0.206808199	0.125343372	0.01783112	0.119601728	0.05483074	0.048228842	0.008188097	0.137053307	0.103788768	0.260858925	0.214235433	0.247055866	0.168760392	0.217160911	0.080353422	0	0	0.004604389	0	0.012037583	0	0.027741833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00876962	0	0	0	0	0	0	0	0	0.014438701	0.019982703	0.196644021	0	0.036714834	0.010173151	0	0.028968575	0.029203435	0.10806029	0.047234933	0.079767765	0	0.038612086	0.096208769	0.018188113	0.062623758	0.208842906	0	0	0	0.053970985	0.110959554	0	0.053385021	0.025098869	0	0	0	0.016937399	0
Mlph	0.080599908	0.160834751	0.081429632	0.055941995	0.021339699	0.075055791	0.016660767	0.07109289	0	0.034543444	0.045211259	0	0.040080255	0	0	0.053328812	0.008697718	0	0	0.028585134	0	0.011772812	0.012536416	0	0	0.011480807	0.017760779	0	0	0	0	0	0	0	0	0	0	0	0	0.004475708	0.030586353	0	0	0.011592525	0	0	0	0	0	0	0	0	0	0.021021053	0	0	0	0	0.006516242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myo1h	0.026887162	0.121128108	0	0	0.059401711	0.016353183	0.025654728	0.007865503	0	0.01637129	0	0	0.038138482	0.020673465	0.045126033	0	0.01006456	0	0	0	0	0	0.012536416	0	0	0	0	0	0.021397665	0	0.005605397	0.0230326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01758611	0	0	0	0.022495706	0	0	0.055951258	0	0	0.012956958	0	0	0	0	0	0	0	0	0.028020521	0	0	0	0	0	0	0
6030445D17Rik	0	0.058825808	0	0	0	0.016565393	0	0	0	0	0	0	0.019397647	0	0	0	0	0	0	0	0	0	0	0	0	0.03777608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012524808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde6h	0.228607028	0.154943747	0.075871009	0	0.021313309	0.014196517	0.030639454	0.011841402	0	0.03009571	0.019693343	0	0	0.024314521	0	0.034573123	0	0	0	0	0	0	0	0	0.027741833	0.010687406	0	0	0	0	0.004421216	0	0	0	0.01031166	0.029744444	0	0	0	0	0	0	0	0	0	0	0	0.014265274	0.01025315	0.020539895	0	0.028249754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021955598	0	0	0	0	0
Pabpc4l	0.056585789	0.122213081	0.061725576	0.027737689	0.015310457	0.026702975	0.077158028	0.018809086	0.007314605	0.019968129	0.038105612	0	0.025094221	0	0	0.016476933	0.009065358	0	0	0	0	0.009447087	0.006642038	0	0	0.019397194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031210948	0	0	0	0.032597846	0	0.009133982	0	0	0.021306722	0.019690549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp532	0.172821594	0.224140993	0.15779061	0.060066373	0.13730239	0.054699545	0.037683899	0.049128044	0.052880611	0.071847661	0	0.044550788	0.144520566	0.097019897	0.181255673	0.146168057	0.055800901	0	0.01834593	0	0.006964992	0.011241568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007073959	0	0	0.055871061	0	0	0.018283423	0	0	0.031721037	0	0.016152046	0.023146908	0.036533419	0.035934686	0.008950019	0	0.02957747	0.020184985	0	0	0	0	0	0	0	0	0	0	0	0	0
Eng	1.277404922	1.090477984	0.802142005	0.877092234	0.733960494	0.500554911	0.553150603	0.703720334	0.615001918	0.463439106	0.693333216	0.545703175	0.872532714	0.826301219	0.697347863	0.688931187	0.254633147	0.042465584	0.270066107	0.340675044	0.385870004	0.336324847	0.233209423	0.334154781	0.331485036	0.36022823	0.492313394	0.404347914	0.282978362	0.410864116	0.714074113	0.711709383	0.126923183	0.50138262	0.268962628	0.286928994	0.123631181	0.257828423	0.041411765	0.134368804	0.045977735	0.104488533	0.099745661	0.11071371	0	0	0.019061702	0.037801086	0	0	0	0	0	0.043748537	0.233386799	0.255112463	0.292974959	0.120217505	0.165035998	0.021904889	0.037656079	0.255943785	0.093769163	0.230092621	0.082539544	0.264646255	0.287368087	0.426564085	0.185128119	0.333099454	0.238059327	0.31070949	0.27363761	0.322656901	0.270269658	0.218063004	0.455049708	0	0	0.167433953	0.232391012	0.486514699	0.580615821	0.119435079	0.153909283	0.197018046	0
Col4a1	0.240695923	0.416383197	0.30658573	0.295130209	0.267257387	0.132831211	0.213889361	0.365186228	0.159716172	0.156213826	0.086180169	0.155923173	0.097809867	0.214683269	0.137042281	0.318933447	0.305667618	0	0.081522622	0.014761274	0.006964992	0	0	0	0.01002602	0.051202645	0.046855665	0	0	0	0	0	0	0	0	0	0	0.011066512	0	0	0	0	0.017294982	0	0	0	0	0	0	0	0	0	0	0.021021053	0	0	0	0	0.425876147	0	0	0	0	0	0.040481134	0.127903533	0	0.079808069	0	0	0.022804663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tie1	0.560599716	0.494674067	0.460606478	0.351857805	0.388507426	0.366389497	0.376402082	0.527345991	0.261680573	0.330918684	0.095274477	0.287605626	0.244075479	0.135054635	0.184875959	0.574299455	0.372132277	0	0.018570702	0.027286092	0.098768589	0.051080678	0.014512115	0.073640855	0.027142182	0.285999518	0.423931095	0.030238512	0.020202648	0	0	0	0	0	0.018848322	0.056680461	0.043397835	0.011030965	0	0.016014635	0.037410726	0.035629296	0.008761837	0.042899302	0.045292287	0.055769055	0.004615608	0	0	0	0.011865848	0	0	0	0.028792839	0.045611823	0	0	0.050342092	0	0.00851387	0	0	0	0.047422457	0.033222672	0.018671467	0	0	0	0.044983934	0	0	0.02718623	0	0	0	0	0	0.013000893	0	0	0	0	0	0	0
Ccdc112	0.611138441	0.55517434	0.289058084	0.383630176	0.331358466	0.399817696	0.299244938	0.402850044	0.209594944	0.286794051	0.129335853	0.26627567	0.350759745	0.192917079	0.161171217	0.289716531	0.440475355	0.076330726	0.128887767	0.136204739	0.061179747	0.038080257	0.125509022	0.035892068	0.086032563	0.195163544	0.118119686	0.040278462	0.13552247	0	0.026635956	0.016746846	0	0	0.036822146	0.093672697	0.126854556	0.011030965	0	0.02174429	0.007779515	0.03153451	0.00763904	0	0	0	0	0.034386925	0	0	0	0	0	0.021021053	0	0.04069162	0.039496755	0.031322283	0.006516242	0.147527902	0.078492488	0	0.040707788	0.037375619	0.096192574	0.139348914	0.052411555	0.129702421	0.092523943	0.053153606	0	0.014698647	0.047789835	0.095509541	0.044763784	0.014026852	0.042480516	0	0	0.094814788	0.068919204	0.132410061	0.122874669	0	0	0.042850281	0
Mageh1	0.036662561	0.272364054	0.100890103	0.110968581	0.065806945	0.125848089	0.045960912	0.055071676	0.011756276	0.088309507	0.078065029	0.125857106	0.054976747	0.128488457	0.132228728	0.086378727	0.057034357	0	0.048564178	0.008314478	0	0.00506023	0.012536416	0	0.024719207	0	0.015815112	0.032723366	0.01474701	0.02145848	0.010095475	0.005960197	0	0	0	0	0.042623295	0	0	0	0	0	0.018181006	0	0	0	0	0	0	0	0	0	0	0	0	0.00872925	0	0	0.006516242	0	0	0	0.03108916	0.044958622	0.084632686	0	0.053844885	0.048487661	0.035687809	0.07662188	0.032465551	0.014357284	0.026393632	0.029502343	0	0.02490979	0	0	0	0.067074468	0	0.146737699	0.062892805	0	0.021614188	0.056511163	0.040915227
Mb21d2	0.039350739	0.125380251	0.092279742	0.034889655	0.052468984	0	0.026123693	0	0.00712664	0	0.018817758	0.009383237	0.057303425	0.073528324	0.035580065	0.024428649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038244257	0	0	0	0	0	0.007913615	0	0	0	0	0.023694957	0	0	0	0	0	0	0	0	0	0.01686812	0	0	0	0	0	0	0
Siglec1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.511376138	0.421505346	0.717417653	0	0	0	0	0	0	0	0	0	0.014125611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048052186	0	0.029472059	0	0	0	0	0	0.137729256	0	0	0	0	0	0.029177436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011564272	0.021333541	0	0	0	0	0	0
Mrap	0	0	0	0	0	0.020182044	0.012766371	0	0	0	0	0	0	0.032653185	0	0.468462778	0.205770846	0.681036132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01592521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068868962	0	0	0	0	0	0	0	0.081535964	0	0.017641562	0	0	0	0.007449223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sash1	0.197832377	0.317064599	0.281211903	0.141608291	0.218887106	0.088819984	0.098322683	0.12808302	0.139109857	0.123864012	0.06956066	0.087511374	0.257160022	0.162096412	0.234041197	0.905913529	0.595748888	0.870746899	0.058912619	0.094925866	0.089370298	0.057288946	0.048246528	0.049235801	0.060502728	0.018952347	0.084083048	0.014125611	0.070797467	0	0	0	0	0	0.01028121	0.030606934	0.024234397	0	0	0.038026508	0.012581482	0.054427569	0.008761837	0.032892682	0	0.014181567	0.010318368	0.061633058	0	0	0.052797031	0	0	0	0.062894228	0.036640235	0.027202708	0.015338509	0.325049668	0.046403608	0.118339433	0.021362846	0.026479313	0.03834191	0.055177798	0.038924642	0.020698227	0.067158402	0.013661295	0	0.0270347	0.069962307	0.026370367	0.044664649	0.106620803	0.174114464	0.232553577	0.035343317	0.021536454	0.061303414	0	0.047488944	0.025503155	0.021838813	0	0.065344185	0
Lipa	0.129032707	0.289413577	0.224164143	0.128873149	0.28887302	0.167624285	0.174306675	0.285181242	0.308978098	0.164533887	0.250057877	0.202671145	0.180837203	0.271223867	0.279690962	1.633227303	1.162519136	2.24801016	0.219031069	0.18975168	0.387954348	0.182157666	0.330129337	0.127278918	0.202850643	0.109762768	0.100795332	0.258543843	0.163294431	0.244233654	0.336805635	0.178585371	0	0.0427113	0.208197782	0.262209774	0.05235427	0.242365829	0.31006005	0.315884426	0.26014861	0.276289529	0.230988949	0.333401893	0.351700666	0.162301616	0.15185975	0.142925909	0.07151286	0.076715314	0.283299371	0.085826807	0.132015545	0.113409806	0.253912731	0.373501577	0.318152189	0.479157738	0.736979721	0.205593933	0.508720844	0.111488854	0.12357121	0.149809427	0.293902983	0.205255359	0.201347655	0.255378136	0.125189607	0.11923671	0.112390824	0.185443292	0.214628405	0.201127169	0.165901688	0.082847883	0.117043408	0.100185415	0.048760069	0.144112322	0.053774851	0.282964262	0.337099798	0.108274421	0.259697519	0.207324785	0.109472472
Il18	0.242726251	0.259748764	0.328868733	0.230397878	0.263847798	0.047226087	0.160390883	0.236336823	0.05775019	0.088201235	0.240285821	0.237597098	0.238366842	0.214035434	0.366111133	0.977519157	0.398677957	1.709293064	0.071940163	0.046894097	0.059911687	0	0	0.019101832	0	0.038854447	0	0.026287132	0	0	0	0	0	0	0.011884436	0	0	0	0	0	0	0	0.042428309	0	0	0	0	0	0.021785217	0.020639518	0.163579859	0	0	0	0	0.007684265	0.007565109	0	0.036261399	0	0.146174622	0	0	0.018309815	0.052642889	0.112910146	0.119277278	0.098558265	0.016346522	0.087812633	0.051295817	0.070522966	0.114233737	0.090541369	0.022067498	0.008774726	0	0.037658119	0	0.047467252	0	0.015196564	0	0	0	0.053761709	0.040522833
Ptprm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264984897	0.167827325	0.256469348	0	0	0	0	0.01165804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015899111	0	0	0	0	0.006089471	0	0	0.006516242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06107424	0	0	0	0	0	0
Slc16a9	0.281481764	0.090252881	0.11534717	0.041659195	0.122059501	0.040314234	0.053623729	0.052161341	0.046016295	0.016888259	0.090592058	0.014365311	0.082995504	0.062695101	0.082316499	0.604483983	0.4777436	0.910469527	0	0	0.014775566	0.008822313	0	0	0	0	0.013988018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006270263	0	0	0	0	0.056835564	0	0	0	0.068411127	0	0	0	0	0	0	0	0.006516242	0	0	0	0	0	0.103452341	0	0.03595252	0.021306722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd86	0.124704538	0.179917416	0.232130603	0.105251293	0.090861342	0.017951383	0.022369562	0.05287051	0.051330755	0.018248158	0	0	0.200979093	0.101407672	0.117280314	0.813687076	0.465625216	1.108953236	0	0	0.023951672	0	0.030574455	0.019101832	0	0	0.008621243	0	0	0	0	0	0	0	0	0.013528841	0	0	0	0.037097197	0	0.011118316	0	0	0	0	0	0.008162214	0	0	0.14841387	0	0	0.111622021	0	0	0.034265688	0.039716202	0.208209365	0.0678101	0.330333584	0.03724392	0.053625678	0	0.155792505	0.081048981	0.030491836	0.039137933	0	0.047407832	0.104546252	0.043237862	0.152103997	0.028209126	0.009151796	0.038052609	0	0	0.047462395	0.036870741	0.103797405	0.024255997	0	0	0.048206419	0.018914898	0.094341301
Ubd	0	0	0	0	0	0	0	0	0	0	0	0.027704458	0	0	0	0.38171807	0.72113911	0.630791132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034899018	0	0	0	0	0.014648326	0	0	0.125226586	0.026534148	0	0	0	0	0	0	0.05316979	0	0	0	0	0	0.036399643	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033545973	0	0	0	0	0	0	0	0
Slc1a3	0	0	0	0.038174882	0	0	0	0	0	0	0	0	0	0	0	0.743990206	0.864075318	1.059965998	0	0	0	0	0	0	0	0.012582512	0.009982924	0.017474095	0	0	0.020481162	0.005508044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009406382	0	0	0	0.097746924	0	0	0	0	0	0	0	0.176522422	0	0	0	0	0	0.084136126	0	0	0	0	0	0	0	0	0	0	0	0.045049889	0	0	0	0	0	0	0	0	0	0
Cadm1	0	0	0	0	0.018610375	0.01633037	0	0	0	0	0	0	0	0	0	0.8353708	0.892732567	1.264439481	0	0	0	0.01138352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076647252	0	0	0	0	0	0	0	0	0	0.345460368	0.013997706	0	0.015347139	0.077135653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057192886	0	0	0.043282172	0	0.031890952	0
Sirpa	0.390078807	0.118749577	0.207317213	0.305398497	0.21977543	0.079007636	0.265112282	0.055661484	0.035422088	0.100002279	0.125559997	0.165215228	0.197777257	0.367885535	0.10575726	2.530755437	2.699064976	3.757556013	0.14614172	0.092257214	0.115006639	0.179409759	0.211191657	0.080029553	0.097917959	0.065314681	0.060432698	0.020931828	0.035296851	0	0	0	0	0	0.234431237	0.198481732	0.126440962	0.383895777	0.138117192	0.514789772	0.240296781	0.422435038	0.492540448	0.344809996	0.373314577	0.594686349	0.650162906	0.662040192	0.73167157	0.867824851	1.219884751	0.993166723	1.269026067	1.194498539	0.20697915	0.22858842	0.549628433	0.657256401	1.820000152	0.083435634	0.208255505	0.183375453	0.304642914	0.125651673	0.489674461	0.205428619	0.200468461	0.160105951	0.074692625	0.141330962	0.063538403	0.094432379	0.045853971	0.081238476	0.088273008	0	0	0	0.051753422	0.056069733	0.068124746	0	0	0	0	0.017164553	0
Dmpk	0	0.02229945	0.026779939	0	0.039680529	0.015757558	0.050563722	0	0	0	0.025326513	0	0	0.020979529	0	0.557106118	0.742048967	0.913005239	0	0	0.036933702	0.0138701	0	0	0	0.024339538	0	0	0.044723308	0	0.006521864	0.011887415	0.011993167	0.014534953	0.016079991	0.015654165	0.0213199	0.019066491	0	0	0	0	0	0.008182721	0	0	0.056835564	0	0	0.036799025	0.109457131	0	0.067106612	0.128488181	0	0	0	0	0.031210948	0	0	0	0	0	0.022805984	0	0	0	0	0	0	0	0	0	0	0	0	0.0507593	0	0	0.017046913	0	0	0	0	0	0
Cd163	0	0	0	0.036172882	0	0	0.058815242	0	0	0.012972953	0.062110855	0.026162937	0	0	0.033072722	1.789296318	1.426417957	2.052317182	0.059038241	0.03167901	0.02383053	0.03702021	0.119473147	0.022130773	0.041616704	0	0.007828463	0.032393476	0.047335629	0.023410573	0	0.005605506	0	0	0.025719284	0.015983121	0.113850345	0.028930697	0.063049846	0	0.010409425	0.020227947	0	0	0	0	0.056835564	0	0	0.036799025	0.195810811	0	0	0.033659752	0	0.010068073	0.035468489	0.038788899	0	0	0	0.196147149	0	0.162999062	0.197410563	0.021001867	0.035109315	0.025750981	0.136490442	0.208511503	0.135647396	0.072189966	0.055973428	0.202817904	0	0	0.030971676	0.045838648	0	0.043761209	0.090236057	0.018339901	0.026175641	0	0	0.015221997	0
Bcar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050147964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erbb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097169933	0.240411066	0.173493328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020876462	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018344586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035962667	0.148302348	0.048288563	0	0	0	0	0	0	0.016528335	0	0	0	0	0	0	0	0	0	0.019056045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnase4	0.01933154	0	0.050849905	0.021602321	0.032168429	0	0	0.01435291	0	0	0.107035458	0	0.074810978	0.05090406	0.036103038	0.803913226	0.923303773	1.335831783	0.012856577	0.014625569	0	0	0.006268895	0	0	0	0	0	0	0	0	0	0	0	0.03854812	0.054766428	0.071831027	0.123091352	0.052591406	0	0	0.029638679	0	0.026640295	0.029503828	0	0.010286396	0.025638947	0	0	0.07438344	0	0	0	0.009047628	0.007899522	0.014220941	0	0.527715867	0.016533202	0	0	0.041295584	0.014212214	0.081356528	0.019203369	0	0.099936068	0.020676557	0.039522393	0	0.015858785	0.025321775	0.058200661	0.114482201	0.172966023	0.209491368	0.0513417	0	0	0.086924596	0.029491762	0	0.038510636	0.035639987	0.03075219	0
Rims3	0	0	0	0.011596302	0.023967791	0.007592538	0.012766371	0	0	0	0	0.025819912	0	0	0	0.304784893	0.457729649	0.604809621	0.010290474	0	0	0	0.018151456	0.01564199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433464	0	0	0	0	0	0.015681192	0.011576968	0	0.041437918	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050767895	0	0.008316168	0	0.015115109	0	0.010866158	0.014960401	0	0	0	0.02506869	0	0	0	0	0	0	0	0	0	0.019898111	0
Ctsd	1.095307519	1.210983229	1.035132578	1.306407195	1.190574638	1.150404294	1.126220364	0.808551378	0.855177232	0.861521703	1.122782116	0.875783184	1.159086099	1.040349426	0.682817899	4.365014623	4.106681837	5.88629886	0.972472226	1.261255344	1.393104962	0.920263596	1.097338102	1.317818242	1.082333278	1.012048161	1.34892644	0.989161964	0.789809249	0.85537855	1.251963296	1.455007985	1.526593782	1.715797229	1.46557992	1.359036035	1.304350292	1.874174975	2.494492425	1.261039939	1.204554278	1.176971134	1.126185602	1.269878485	1.222865076	1.523888983	1.201731211	1.058013683	0.732719962	0.585235757	1.893411774	1.252025576	1.875541747	2.775515956	1.337094804	1.039828578	1.182367964	1.366994861	1.462993704	0.118820457	0.214756832	1.451130027	1.044275658	0.728240147	0.75150241	0.906472393	0.87412975	0.802461753	0.699699785	0.944678865	0.815008719	0.659814793	0.915498586	0.836500378	0.081792239	0.302178356	0.370291634	0.398962803	0.300836934	1.171792825	0.960056379	0.99261698	1.320381262	1.376313868	1.204326453	1.118345453	1.907710341
Ank2	0	0	0	0.015868623	0	0	0.012766371	0.013388849	0	0.012757765	0	0	0	0	0	0.125690127	0.258710206	0.165469904	0	0	0	0.019524956	0	0	0	0	0	0	0	0	0	0.006890619	0	0.024232529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043308783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prnp	0.301650065	0.16986602	0.042281728	0.09549083	0.098486522	0.022640989	0.036492557	0.199364224	0.068261428	0.02392686	0.03949968	0	0	0.036242305	0.079387073	1.171090055	1.047946348	1.674962675	0.02015122	0.013649443	0.006964992	0	0.017541117	0.052056813	0.018604165	0.021449816	0.04023807	0.069803594	0.020010104	0.042055488	0.118380827	0.160502434	0.745727145	0.449701329	0	0	0.056276088	0	0	0	0	0.024598987	0.034688131	0.012726771	0.021032967	0.032705639	0.090754372	0.01947514	0.165592617	0.011757248	0.222330825	0.080612619	0	0	0	0	0.01389666	0	0.094037399	0	0	0.035878591	0.027950815	0.017986631	0.333943644	0	0	0	0	0.051345949	0.01569693	0.013179707	0.051847169	0.079911797	0.181344877	0.039957661	0.035861131	0	0	0.010559639	0	0	0	0.218865455	0	0.023617036	0.065273147
Epn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.141549021	0.242852155	0.105606558	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014048349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01211554	0	0	0	0.056431437	0	0	0	0	0	0	0	0.074154634	0	0	0	0	0	0.045243424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itm2c	0.401194898	0.476928092	0.462002373	0.502285969	0.451516226	0.333114335	0.422613332	0.267500242	0.418680753	0.257633031	0.34493368	0.364337549	0.382853826	0.406217406	0.179745249	1.610566849	2.108439145	2.282256056	0.30231496	0.396234691	0.394078273	0.367030634	0.408632321	0.41188663	0.307168527	0.321933077	0.383290794	0.073154776	0.251716983	0.128746175	0.122636582	0.072802418	0.012402329	0	0.945650971	0.674956494	1.129562534	1.120043999	1.584854514	0.604577816	0.427192964	0.457711481	0.978668902	0.351852802	0.295611204	0.214319816	0.176389977	0.133611763	0	0.026805321	0.2345321	0	0	0.100143976	0.660190678	0.616765423	0.734701399	0.853050491	0.869286024	0.703229952	0.918605437	0.147565796	0.337677507	0.309971537	0.69694537	0.164055401	0.270716729	0.139962184	0.252845687	0.114377844	0.255727241	0.086043599	0.103375668	0.102740483	0.022997122	0.09569904	0.191504922	0	0.036193538	0.414392025	0.377833265	0.840715056	0.863874307	1.696099546	0.318203546	0.246549313	0.657763798
