UID	MyoFB - Activated	Adventitial FB	PLIN2+ FB	Alveolar FB	Mesothelial	aCap	gCap	Inflamed	Venule	Systemic venous	Arteriole	Lymphatic	AT1	KRT5-/KRT17+	Transitional AT2	AT2	Proliferating - Epi	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	Basal	NK	CD4	CD8/NKT	Mast	pDC	PNEC	B cells	Plasma	cDC1	Monocyte	cDC2	Inflammatory monocyte	moDC	Proliferating - Imm	Alveolar macrophage	Monocyte-derived macrophage	Interstitial macrophage	Pericyte	SMC	MyoFB	Ciliated	Differentiating ciliated
RSPH14	0	0.000130227	0	0.001761482	0.001904928	0.000146046	0	0	0	0.000556537	0.001787366	0	0	0.009454541	0.002768981	0.00053679	0.047150386	0.0039	0.003385322	0.002540436	0.006641238	0	0.008777817	0.000103677	0	0	0.076021704	0	0.000928688	0.003541819	0.000857767	0.001134341	0.000738988	0.00093908	0.000872178	0	0.000401551	0.001291655	0	0	0	0.71763422	0.429339687
CCDC187	0	0	0	0	0	0.000471133	0.007101611	0	0.001441939	0.000224834	0.000589124	0	0	0	0.000460495	0.010500372	0.040751508	0.004257028	0	0.002643787	0.005040381	0	0.004180249	0	0	0	0	0	0.00061583	0	0.000405848	0.000635861	0.000125222	0.000916876	0.001090493	9.04E-05	0.000388883	0.00073484	0	0.002175407	0	0.772470002	0.462643319
TCTEX1D1	0.013894337	0.005288102	0.006060186	0.005502296	0.000622004	0.025813453	0.020103325	0.183196039	0.019744457	0.025345902	0.008487027	0.03114845	0	0.006408892	0	0.003595002	0.0722837	0.005758655	0.005034566	0.001219793	0.002429851	0	0.002541419	0	0.207468679	0	0	0	0	0	0.009720063	0.010321742	0.014078632	0.016501424	0.020294239	0.002909856	0.012216442	0.01034405	0.006942726	0.002129627	0	1.14015144	0.670589321
CCDC114	0.001115197	0.001308016	0.001480241	0	0	0.000155903	0	0	0.008451401	0.000519444	0.010224337	0	0	0.05437433	0.013833762	0.011603619	0.160560852	0.008118326	0.012539272	0.005711052	0.026898956	0.003209295	0.003546388	0.002802502	0.003156001	0.002773097	0	0.00146767	0.005669828	0	0.001408697	0.004303622	0.003054495	0.002628093	0.001655137	0.001158357	0.002219053	0.001784552	0.008205608	0.006311663	0	1.30109222	0.857472367
SPAG17	0	0.000665164	0.016404404	0.000296013	0.01949616	0.002387153	0	0	0.001209718	0.000936059	0.004332994	0	0	0.017238242	0.04071511	0.006368464	0.115923483	0.008001654	0.003903387	0.015066879	0.017836719	0.000259163	0.007786465	0	0.00404976	0	0.039959013	0.012768704	0.01779978	0.006905685	0.00765832	0.003378555	0.004134884	0.010772163	0.003890166	0.00191745	0.002398554	0.003358796	0.008105156	0.003483873	0	1.610521969	1.07773764
IQUB	0.042486269	0.004313257	0.007650299	0.030821446	0.033224078	0.010158332	0	0	0.003249874	0.004309791	0.002687752	0.000871395	0.021332626	0.058589212	0.018655034	0.014538304	0.133568082	0.00937974	0.023718692	0.021134847	0.008157876	0.000510875	0.010599921	0.002380899	0.003348512	0	0	0	0.000876359	0.006194708	0.002066251	0.002858045	0.004206169	0.000914374	0.003772804	0.002127738	0.005276941	0.000610537	0.00109613	0.00179315	0.02446358	0.870832798	0.44560867
CFAP299	0	0	0.000314281	0.003105576	0.000342829	0.004616301	0	0	0.000476719	0.00117151	0.001965984	0.009132925	0.000392496	0.003587005	0.005221471	0.004948391	0.10549081	0.0075878	0.008671586	0.003492729	0.002611288	0.001883389	0	0.003565459	0.0040205	0	0	0.012237227	0	0.001375441	0.000565739	0.000389349	0.00561753	0.000868353	0.002356952	0.000479862	0.001190056	0.002470199	0.007817761	0	0	1.079109789	0.65259469
NEK10	0.00091176	0.006283259	0.009409824	0.008837417	0.000271375	0.001536724	0	0	0.001612594	0.001460295	0.000476205	0.008395294	0	0.008661261	0.003478154	0.003529586	0.091480765	0.009399248	0.046871909	0.022089719	0.00569422	0	0.024306282	0.001706514	0.005172333	0	0	0.00172775	0.001303457	0.010314439	0	0.002150742	0.001466961	0.007750597	0.004448399	7.43E-05	0.002009398	0.000836268	0.004177776	0.00584518	0	1.119275994	0.678023511
VWA3B	0.007488345	0.012687058	0	0.001311515	0	0.000364222	0	0	0	0.000668458	0.006694696	0.000221637	0	0	0.003367042	0.005713545	0.040625076	0.005426558	0.005198195	0.002483329	0.010797652	0	0.015212212	0.00047664	0.001378023	0	0	0	0.001689148	0	0.001920979	0.002960993	0.004090208	0.003148839	0.010448873	0.003482745	0.001890839	0.002341454	0.003501721	0	0	1.117859418	0.716498633
C1orf158	0	0	0.000160482	0	0.000295669	0.000781684	0	0	0	0.001393036	0	0.001620783	0.00071342	0	0	0.001633831	0.046410542	0.001125761	0.001200675	0.001125196	0.002937116	0	0.004371992	0.001112591	0.000621357	0	0.056643951	0.000849363	0	0	0.001886339	0.001554082	0.000190508	0.002686769	0.000822247	0.000644495	0.000607466	0.000272476	0.000742525	0.0055428	0	0.713627177	0.430349813
FAM216B	0.025563479	0.01399629	0.010476534	0.063544113	0.01422196	0.002517247	0.023941977	0	0.009351149	0.003387426	0.001565468	0.002918294	0.000539125	0	0.017095833	0.006758327	0.058266866	0.010097261	0.012664428	0.007613237	0.015791008	0.00546065	0.006331755	0.006121337	0.007086597	0.012633103	0	0.006786912	0.011203226	0.00680949	0.00506261	0.005885269	0.0058477	0.006994471	0.008449406	0.003663838	0.005177139	0.007386281	0.010080674	0.006258199	0	1.490506824	0.993324038
SPAG8	0.025375601	0.024735878	0.023295086	0.015518602	0.004339191	0.02195081	0.010319659	0	0.005055335	0.005923229	0.006845426	0.017441794	0.029378661	0.012385991	0.008371356	0.011595687	0.128382879	0.008992855	0.012287679	0.007112998	0.010209803	0.007084606	0.004481374	0.036396461	0.021674834	0.049762078	0.087850788	0.041620731	0.004873901	0.017060401	0.006578488	0.010006202	0.005932379	0.015397383	0.019148377	0.010496308	0.014482751	0.018084703	0.024839949	0.03453019	0.010710484	1.144847059	0.663028403
CFAP52	0.001000641	0.003403827	0.003277042	0.002449718	0.002110174	0.000361153	0	0	0.000100775	0.000639669	0	0.00151385	0.000851784	0.002688819	0.002768981	0.001210164	0.080985747	0.012777015	0.001813052	0.001755369	0.007073235	0	0	0.000287008	0.000371545	0	0	0.000650061	0.001520802	0	0.000944171	0.000922449	0.002181069	0.001432581	0.000989153	0.000387592	0.001246947	0.001453067	0.004774599	0.004012438	0	0.990603955	0.611630199
EFCAB12	0	0.000396262	0	0.002155633	0.001494656	0.000219797	0	0	0.000777295	0.000634321	0.000971163	0	0.002226942	0.005477803	0.008172685	0.0060219	0.084882142	0.005131814	0.00456112	0.003931859	0.003431019	0	0.00057868	0.000313476	0.008934444	0	0	0	0.002205523	0	0.001014655	0.000672528	0.001140194	0.005338411	0.001625466	0.000589978	0.001799155	0.002515138	0.000506181	0.002342119	0.013322012	0.76065714	0.424711008
C6	0	0.046442414	0.072114295	0.002557489	0.020679567	0.00295726	0	0	0.041784492	0.01956291	0.00307935	0.006907511	0.002093632	0.003101333	0.022845356	0.002347956	0.022386267	0.002958661	0.001216054	0.001610731	0.003180721	0	0.000928623	0.000212996	0	0	0	0	0	0.003672834	0.000775549	0.001377704	0.000971433	0.000536063	0	0.000248206	0.000702896	0.001232262	0	0.004786647	0	1.136265881	0.671641471
AGBL2	0.006241096	0.005349077	0.003662856	0.002855002	0.007877428	0.000465006	0	0	0.000377801	0.000420103	0.000642905	0.010881946	0.002585369	0.010530823	0.007367794	0.010523497	0.043062258	0.013162614	0.011779428	0.006740228	0.023233145	0.035782014	0.004077898	0.031574694	0.020413078	0.01432404	0	0.002106682	0.003799918	0.009491489	0.001736804	0.002586467	0.002706589	0.007380232	0.007251815	0.002086462	0.002968922	0.00321913	0.002711785	0.005553056	0.019046232	0.826832482	0.436000348
DNAH10	0.031468318	0.009695704	0.003643835	0.002272651	0.006720564	0.001010338	0	0	0.001917516	0.002569478	0.003228399	0.000194813	0.009614208	0.016113863	0.022219914	0.029409412	0.131793906	0.005903568	0.005510144	0.007941594	0.011883569	0.033181635	0.00018265	0.001961413	0.010450207	0.001901732	0	0.012983783	0.000695702	0.022897833	0.002162356	0.009184949	0.002784951	0.003795635	0.002220918	0.002252502	0.002532698	0.002182336	0.002857639	0.003716592	0.012260202	1.473258292	0.957401117
DNAH9	0.002225995	0.011789112	0.005722512	0.004357431	0.01173291	0	0	0	0.001042219	0.005487531	0.001784865	0.001474956	0.000388433	0.029515291	0.0069678	0.009074742	0.122842386	0.009541503	0.008702965	0.004870215	0.011757788	0	0.002088471	0.015199678	0.00597849	0	0	0	0.001724847	0	0.002168755	0.001784398	0.001967889	0.003216912	0.005292269	0.000447702	0.003195181	0.003857797	0.002574779	0.008030881	0	1.576464877	1.02583108
LRRC71	0.006701973	0	0	0	0	0.003612376	0	0	0.000161108	0.0011335	0.002148587	0	0	0.001660343	0.00317622	0.001002222	0.068362745	0.001142074	0.002318511	0.000971037	0.002385383	0	0.000204978	0.000589789	0.014107516	0	0	0.000857061	0.000928688	0.003538993	0.000669796	0.000863953	0.001467957	0.000443796	0.000545412	5.89E-05	0.000880519	0.001157876	0.001558326	0.003333222	0	0.868641119	0.508285393
CFAP65	0	0.004407536	0	0	0	0.000604216	0	0	0.00143036	0.000126174	0	0.00169065	0.00051477	0.007296516	0.004024671	0.01572534	0.08463088	0.030424954	0.007981745	0.009095865	0.004037478	0.001350775	0.002556785	9.44E-05	0	0	0	0	0	0.004467715	0.000157061	0.000329032	0.000594533	0.001020475	0.000812005	0.000315599	0.000624437	0.000279135	0	0.001038927	0	0.985931729	0.553815526
C6orf118	0.004217118	0.003772757	0.0001516	0.011237687	0.001572063	0.002609958	0	0	0.001854134	0.000326905	0.000145775	0.001310111	0.000329784	0.027883837	0.002755708	0.003076791	0.107662832	0.003626733	0.005012488	0.009691759	0.01653082	0.034341203	0.00228762	0.001190725	0.002469471	0.009729817	0	0.001714186	0.001655337	0	0.00120517	0.001121834	0.000739647	0.001063964	0.001545635	0.001252928	0.001290203	0.001137682	0	0.000479067	0	1.340440142	0.839418024
DNAH3	0	0.008067884	0	0.002481071	0	0.001707164	0	0	0	0.001132075	0.001585305	0.000176039	0	0.006815016	0	0.003061246	0.088290593	0.00605031	0.000527903	0.000777342	0.006375246	0	0.000306039	0.000728047	0.001286949	0	0	0	0.00061583	0.008227158	0.003142906	0	0.002409777	0.00195679	0.001621709	0.001149581	0.001881933	0.000676165	0	0.002450335	0	1.220001802	0.689130852
DPCD	0.111132737	0.12676723	0.239620657	0.097519104	0.22591148	0.022588154	0.098333892	0.050375972	0.040146153	0.034589232	0.02476414	0.07316333	0.088676127	0.194055102	0.168436665	0.073228045	0.246878089	0.098195363	0.084055322	0.152653544	0.115438464	0.00166534	0.002302385	0.003371967	0.038256942	0.001897271	0.099323894	0.005712289	0.08578219	0.021308641	0.035441256	0.073317655	0.038152146	0.043670983	0.065430923	0.067373391	0.047016425	0.060444615	0.081083713	0.094497462	0.141445672	0.932955978	0.805117096
CETN2	0.245555194	0.180692613	0.124655718	0.222088541	0.323197753	0.117416887	0.065721144	0	0.099536527	0.084195342	0.077040635	0.108380893	0.18170822	0.313347737	0.245367032	0.169967041	0.379331013	0.186902971	0.156371689	0.196066954	0.242071232	0.039876984	0.068854125	0.05733831	0.091571816	0.140405277	0.190964003	0.021005812	0.155835915	0.036753054	0.056379032	0.103619819	0.071700801	0.084871818	0.147630011	0.213618463	0.1311877	0.168340135	0.216142816	0.213008885	0.188145307	1.596574929	1.3105104
ERICH3	0.032280076	0.002269118	0.009582408	0.006920757	0.023194807	0.007849306	0.011328633	0	0.001469621	0.002434632	0.003712643	0.01147999	0	0.001476481	0.003251718	0.004132722	0.087286859	0.008136371	0.005935608	0.00552873	0.011289817	0.001575723	0.011142072	0.007901806	0.01027154	0	0.332360067	0.000833013	0.006484064	0.007307554	0.003606779	0.007445801	0.004398581	0.009962411	0.0046402	0.004154202	0.004229965	0.004206569	0.001807184	0.003253288	0	1.58664386	1.127861606
DNAJB13	0	0	0	0	0.008715581	0.000992573	0	0	0	0.001376396	0	0	0.007785366	0.128069687	0.015683678	0.004892591	0.09641794	0.023483354	0.005267654	0.02367537	0.032939329	0.00149185	0	0.001106668	0.001999893	0	0	0.012259517	0	0.003876297	0.001191228	0.00106075	0.000905537	0.001148035	0.000874036	0.000191612	0.000917853	0.002132499	0.002618521	0	0.005021801	0.823588819	0.622595582
AC007906.2	0.00373852	0.008090841	0.00011159	0.008634293	0.064906438	0.003338658	0	0	0.009383223	0.004537723	0.00610115	0.007266508	0.003207443	0.187596806	0.067300094	0.016208754	0.286077534	0.232308986	0.139958258	0.08707085	0.202225805	0.001535051	0.02601306	0.002734166	0.005474263	0.010320396	0.032095579	0.002418019	0.003593034	0.014156081	0.006226146	0.004451628	0.005838115	0.008226703	0.005623265	0.005471461	0.005788831	0.008819539	0.00197104	0.001176376	0.052142145	1.458854205	1.109719568
CFAP77	0.017737685	0.000111217	0.000182366	0.001718752	0.001269529	0	0	0	0.000965995	0.001868186	0	0.002404294	0	0.001445143	0	0.001851786	0.056372161	0.00986749	0.003264891	0.001880075	0.011660958	0.004208328	0.005420131	0.000694146	0.00060359	0	0	0	0	0	0.001390305	0.003382229	0.00075913	0.001584586	0.001597331	0.001383359	0.001964661	0.001822792	0	0.003884201	0	0.898918341	0.651858181
TPPP3	0.256385879	0.342394278	0.072312244	0.316127255	0.061261735	0.09586103	0.1269817	0	0.020869228	0.026725173	0.026404597	0.104392814	0.188799721	0.41419185	0.506299917	0.459807619	0.545563931	0.08611382	0.077177128	0.150502981	0.441703964	0.006435824	0.035719343	0.013429211	0.026795228	0.007622921	0.161609364	0.010185464	0.01139755	0.056719361	0.070216898	0.02722663	0.06531286	0.037066557	0.030336494	0.012525488	0.042802808	0.029461062	0.744094804	0.634886823	0.385159116	2.068597726	1.754323323
CDHR3	0.006751654	0.017871678	0.000533542	0.032832385	0.002912758	0.001238595	0	0	0.004337965	0.004976671	0.004928688	0.0131417	0.067600463	0.013178477	0.071827517	0.051754162	0.136618771	0.016992239	0.033184036	0.025567213	0.012463706	0.025446487	0.05249518	0.032230059	0.003914807	0	0.085986184	0.018887476	0.010379531	0.072347374	0.001886239	0.003951295	0.00388862	0.012645198	0.013121651	0.000371352	0.002185141	0.004649695	0.080056991	0.042678716	0.05929011	1.796098558	1.293591884
RSPH4A	0.013912263	0.010329279	0.000456196	0.020258418	0.01431289	0.005489612	0	0	0.00476556	0.005581934	0.008520977	0.037845209	0.002012692	0.019805558	0.011161105	0.004411656	0.097808177	0.003429525	0.009805531	0.012226685	0.005682094	0.013675752	0.002526316	0.003175084	0.013945234	0.029687997	0	0.00293834	0.030643606	0	0.00321325	0.00591173	0.005534166	0.003451366	0.003448781	0.003626524	0.003614908	0.006076176	0.002183701	0.001459839	0	1.105217894	0.798320341
DRC3	0.023503309	0.005034306	0.024221764	0.042087371	0.044600635	0.012552571	0	0	0.00818492	0.021339684	0.007204852	0.097609373	0.019633099	0.048468113	0.03918184	0.0164919	0.173856618	0.009152821	0.016290855	0.016422877	0.036877895	0	0.000444698	0.00183929	0.002524113	0	0.186600144	0	0.008929449	0.005634952	0.002600428	0.002853556	0.002298001	0.003624353	0.001788157	0.005947109	0.002915347	0.004420467	0.002864042	0.008956027	0.018755866	1.610993738	1.160310989
KIF21A	0.047002175	0.095966648	0.179181205	0.034817108	0.364469021	0.008321199	0	0	0.008639674	0.019249353	0.013451496	0.050059389	0.262655926	0.459252434	0.21762236	0.195434112	0.418623755	0.307740615	0.190930321	0.198122439	0.338249368	0.193657166	0.206748816	0.364777998	0.124899881	0.002879524	0.376439621	0.035581784	0.20675397	0.09897959	0.004007823	0.039275545	0.00670828	0.012395472	0.099654517	0.004682582	0.010850948	0.03291435	0.026182628	0.057315816	0.145447703	1.386649556	1.202218929
NEK5	0.015954942	0.004789671	0	0.012763833	0.027887915	0.00228197	0.004338415	0	0.002285053	0.003333592	0.00315244	0.002887512	0.009093832	0.007254467	0.000693518	0.008329121	0.05533075	0.027434454	0.004270725	0.008532872	0.009916393	0.00516682	0.003128076	0.000599036	0.003128695	0	0	0.000644596	0.001131123	0	0.001168919	0.001370743	0.000663623	0.002737041	0.001985516	0.003711924	0.001634819	0.001648701	0.001481344	0.006130902	0.008467504	0.967663016	0.702680082
TEKT1	0	0.000998126	0	0.007649139	0.001736503	0.004230764	0	0	0.001846296	0.003470773	0.001568528	0	0.001190889	0.005349958	0.007161683	0.003477918	0.157337216	0.015532008	0.008900558	0.00282846	0.006756016	0	0.001508042	0.001603501	0.001407897	0	0	0.000735011	0.016464721	0.004816162	0.002687142	0.003569991	0.003894691	0.002950424	0.002300153	0.001373444	0.001787724	0.003106169	0.00316826	0.004534931	0.020483265	1.32516277	0.958520682
SAXO2	0.02969884	0.023954812	0.023383641	0.021121449	0.009196934	0.00743528	0	0	0.006092793	0.012949061	0.003138311	0.036100839	0.038372006	0.00664276	0.026511677	0.034445292	0.175617853	0.033993206	0.018434888	0.019976723	0.029429628	0.007536349	0.031649061	0.013650838	0.005638321	0.009102511	0	0.018596789	0.010850598	0.010330502	0.004324932	0.007860836	0.004597288	0.007565958	0.015671193	0.002775249	0.006747659	0.006724688	0.005927206	0.002524236	0	1.518074866	1.090725103
DNAH5	0	0.006760671	0.005413056	0.004985241	0.006895007	0.000213877	0	0	0.008712883	0.007231559	0.003846007	0.005213796	0.026323582	0.274472432	0.192201815	0.192661429	0.228348412	0.363977751	0.471868426	0.265427811	0.153517439	0.003987107	0.002582044	0.002982914	0.007548424	0.009959952	0	0.006672483	0.00211004	0.001247374	0.005310109	0.003446375	0.004026814	0.00353088	0.002100015	0.002031344	0.004078702	0.006044961	0.002082588	0.014499184	0.008467504	1.64686823	1.303304964
MORN5	0.004939182	0.013088927	0.000119122	0.000364009	0.003524103	0.007047441	0	0	0.007154031	0.00742491	0.001250434	0.002652059	0.002808558	0.002304656	0.005910328	0.003365462	0.097548527	0.017421919	0.008534983	0.017415849	0.013139719	0.002134171	0.000490984	0.000209369	0.012461117	0	0	0.000653952	0.002804715	0.003859621	0.002663256	0.005348475	0.00253893	0.003673207	0.00200882	0.00212721	0.002903318	0.002708138	0.001954823	0.005122066	0	1.307136886	0.952136403
DNAAF1	0.000943012	0.001567109	0.003420469	0.003266947	0.003977757	0	0	0	0.003264741	0.004090037	0.004710312	0	0.035057013	0.030055879	0.024123155	0.017449306	0.173040245	0.004804316	0.013284447	0.004440178	0.008748217	0.001067012	0.000190318	0.003618887	0.012825896	0.00213585	0	0.017476431	0.296554647	0.004930196	0.193759691	0.010049284	0.122644172	0.015931297	0.016503521	0.011791127	0.031184001	0.020748253	0	0.01239775	0	1.825130946	1.342012931
CFAP43	0.000675165	0.015866791	0.008801479	0.017608463	0.022443503	0.004915234	0	0	0.006148228	0.005773857	0.006987003	0.01710464	0.043545105	0.027234707	0.021238325	0.015624678	0.166778434	0.022560019	0.01409935	0.026244649	0.022181186	0.000548182	0.002894097	0.001069061	0.008731963	0.005462687	0.056643951	0.013866844	0.001039507	0.003620177	0.005870334	0.002582071	0.002341599	0.002466468	0.005668514	0.008977088	0.004391091	0.005399714	0.014534638	0.007189066	0	1.726576703	1.237072688
FAM92B	0	0.003305522	0	0.00597679	0.006129069	0.003711015	0.029152394	0	0.00746399	0.00714891	0.00364375	0.002785807	0.005661197	0.001017592	0	0.009154004	0.13962317	0.023748364	0.019789806	0.00698247	0.012616439	0.00373857	0.012032207	0.005553903	0.004896094	0	0.135665374	0.032988173	0.395492325	0.024747402	0.005077711	0.004531415	0.005353257	0.004992172	0.003972184	0.00200207	0.003906169	0.007981783	0.005212616	0.009318853	0.020219405	1.714994527	1.254727951
C7orf57	0.00502578	0.003464871	0.000130639	0	0.008216915	0.008355852	0	0	0.004066949	0.003832987	0.002605398	0.000687888	0	0.042506151	0.012737265	0.008933411	0.194080878	0.004120316	0.007873497	0.008847085	0.015188696	0.011553958	0.001713524	0.001937353	0.001424858	0	0	0.000831871	0.000700923	0.00207847	0.002484117	0.009014615	0.003639425	0.008843371	0.006997473	0.005555816	0.006381281	0.016389522	0	0	0	1.093501404	0.807427706
CCDC146	0.084961376	0.03284087	0.071548748	0.036693312	0.029242773	0.0168213	0.015549747	0	0.01161966	0.021116318	0.017148579	0.029914925	0.031531268	0.151256333	0.023207963	0.049912751	0.175903126	0.175630561	0.085354016	0.072409398	0.076133131	0.035069599	0.012908279	0.020890982	0.016540312	0.019449992	0.058313204	0.076274644	0.032343917	0.033408477	0.02041295	0.042887241	0.020333806	0.027621467	0.023183784	0.014933697	0.011260804	0.016096443	0.020604388	0.037155243	0.254861255	1.54519158	1.158617546
LPAR3	0	0	0	0.000237667	0	0.000502854	0	0	0	0.000365557	0.001018922	0	0	0.053840044	0	0.001667023	0.031197736	0.060924313	0.085384525	0.020614524	0.098390621	0	0.001833825	0	0.001527291	0	0	0.018137088	0.001091863	0	0.003630081	0.056719959	0.005547418	0.01489012	0.024218592	0.021112071	0.020499361	0.006761439	0.011005739	0	0	0.216607361	0.254984587
MORN2	0.252207511	0.187152157	0.263564226	0.220766015	0.367393313	0.08217527	0.022358394	0	0.080400618	0.074013998	0.067145511	0.166041845	0.227660255	0.315417214	0.270220387	0.234486409	0.463656089	0.181921624	0.161691386	0.22233102	0.221384531	0.04906373	0.032864809	0.032350173	0.049797011	0.025565654	0.153601051	0.066726258	0.090916795	0.033802316	0.066168166	0.042592523	0.066342014	0.05838412	0.126223175	0.214645499	0.128131068	0.136230252	0.247996824	0.163904838	0.091090821	1.653044355	1.37809357
